FLIGHT_ID,ORIGIN_AIRPORT,DESTINATION_AIRPORT
700183,CLT,EWR
700184,DEN,ELP
700185,OKC,DTW
700186,SAT,LAS
700187,MDW,LAS
700188,DEN,PHL
700189,ORD,BDL
700190,ATL,AVP
700191,ABR,MSP
700192,IAH,BOS
700193,IAH,SFO
700194,CLT,DTW
700195,ELP,PHX
700196,ORD,BOS
700197,DFW,MCO
700198,DFW,EWR
700199,ORD,PHX
700200,BNA,SAN
700201,BOS,DFW
700202,JFK,CHS
700203,OAK,SLC
700204,CRW,ATL
700205,SUN,SLC
700206,BWI,IAH
700207,IAH,VPS
700208,SEA,PDX
700209,MSY,HOU
700210,SEA,LAX
700211,DTW,STL
700212,GRR,ATL
700213,BUF,BWI
700214,BNA,BWI
700215,ATL,GSO
700216,TUL,ORD
700217,DEN,OMA
700218,GNV,ATL
700219,PHX,ABQ
700220,ABQ,JFK
700221,BOS,CLT
700222,BWI,PVD
700223,LAS,PHL
700224,CDC,SLC
700225,JFK,PBI
700226,ORD,BZN
700227,OAK,ONT
700228,DCA,CLE
700229,MKE,DEN
700230,MIA,DCA
700231,BNA,MCO
700232,SEA,EWR
700233,SEA,SJC
700234,MDW,CLE
700235,ATL,MSN
700236,IND,ORD
700237,PBI,BOS
700238,JFK,LAX
700239,BWI,MSP
700240,PSP,SLC
700241,EYW,MIA
700242,MIA,LGA
700243,RDU,DEN
700244,MCO,DTW
700245,LAX,DTW
700246,MDW,AUS
700247,DFW,ELP
700248,DAL,MSY
700249,HNL,LAX
700250,ORD,BZN
700251,ATL,AVL
700252,TPA,MCI
700253,DFW,ATL
700254,OAK,ONT
700255,TPA,PHL
700256,CPR,DEN
700257,FLL,BWI
700258,SAN,SFO
700259,ACY,MCO
700260,DCA,DFW
700261,JFK,BOS
700262,MHK,DFW
700263,MCI,BWI
700264,SNA,SLC
700265,SLC,MDW
700266,TYS,ORD
700267,IAH,LRD
700268,DHN,ATL
700269,DCA,BOS
700270,SJC,IAH
700271,LAS,JFK
700272,DFW,SAT
700273,ORD,AUS
700274,SEA,PHL
700275,LGA,BUF
700276,BIL,MSP
700277,JFK,LAX
700278,PHX,SMF
700279,ATL,TYS
700280,MDW,LAS
700281,DCA,MIA
700282,LAX,JFK
700283,SFO,ATL
700284,MIA,EWR
700285,LAX,OMA
700286,MKE,LAS
700287,PHX,IAD
700288,SLC,TUS
700289,SHV,IAH
700290,MCI,SEA
700291,IAD,MIA
700292,SEA,EWR
700293,SDF,ATL
700294,FLL,BWI
700295,HSV,ATL
700296,LGA,FLL
700297,SEA,ORD
700298,DTW,EWR
700299,BOS,JFK
700300,LGA,RIC
700301,JFK,LAS
700302,HNL,OAK
700303,CHS,ORD
700304,DFW,FLL
700305,LIT,DTW
700306,SAN,SFO
700307,BOS,DFW
700308,ATL,SJU
700309,ORD,LGA
700310,EUG,DEN
700311,DTW,SLC
700312,MCO,EWR
700313,RHI,MSP
700314,SAN,MCI
700315,SLC,JFK
700316,SFO,SEA
700317,CLE,DFW
700318,CRP,HOU
700319,ATL,SHV
700320,SLC,IAH
700321,SFO,SEA
700322,EWR,ATL
700323,SJC,SNA
700324,DLH,ORD
700325,LGB,OAK
700326,PHL,DTW
700327,MCI,RSW
700328,PHX,SEA
700329,DFW,DEN
700330,SFO,BUR
700331,CLT,TPA
700332,FLL,LBE
700333,ORD,CLT
700334,ATL,RIC
700335,MIA,MCO
700336,RDU,ATL
700337,MSP,PHX
700338,LGA,ATL
700339,DTW,JAX
700340,LGA,IAH
700341,HOU,DCA
700342,ATL,MSY
700343,DTW,PHX
700344,STT,ATL
700345,ATL,PHX
700346,LAX,IND
700347,HNL,LIH
700348,BWI,CLT
700349,BOS,PHL
700350,ASE,LAX
700351,SLC,DFW
700352,GRR,BWI
700353,CLE,DFW
700354,SBA,SEA
700355,OKC,ORD
700356,HOU,MCO
700357,CMH,DFW
700358,LAS,LAX
700359,ORD,BUF
700360,BNA,MDW
700361,SAV,ATL
700362,LAX,FLL
700363,TPA,MEM
700364,LGA,CLT
700365,OKC,DFW
700366,SFO,SAN
700367,MKE,BWI
700368,STL,BWI
700369,LGA,BHM
700370,SAN,IAH
700371,ATL,CLE
700372,IND,PHX
700373,DFW,ORD
700374,CLT,EWR
700375,FLL,BOS
700376,RDU,BOS
700377,BWI,CLE
700378,SEA,SJC
700379,ATL,PHX
700380,PHX,ATL
700381,JAX,FLL
700382,MCO,MIA
700383,DFW,ABI
700384,SLC,HLN
700385,MDW,CLE
700386,GUC,DEN
700387,DEN,ATL
700388,HOU,MSY
700389,RDU,CLT
700390,MDW,LAS
700391,CHO,ORD
700392,RHI,IMT
700393,ABE,ORD
700394,TPA,DFW
700395,BWI,CLT
700396,PVD,CLT
700397,MDT,ORD
700398,LAX,IAH
700399,PNS,DFW
700400,LGA,MCO
700401,LAX,KOA
700402,SAT,DEN
700403,TPA,ISP
700404,SFO,HNL
700405,JFK,CMH
700406,DEN,MSP
700407,DCA,MCO
700408,MSP,MEM
700409,AUS,PDX
700410,ORD,BOS
700411,LGA,ATL
700412,RIC,EWR
700413,DEN,OMA
700414,IND,DFW
700415,ORD,IAH
700416,EWR,FLL
700417,BNA,MCI
700418,EWR,SEA
700419,ORD,DLH
700420,MKE,ATL
700421,SAT,ATL
700422,GSO,LGA
700423,PHX,MRY
700424,CMH,RSW
700425,FLL,ISP
700426,DFW,MLU
700427,SAV,LGA
700428,PIA,ORD
700429,ORD,MSP
700430,DFW,AUS
700431,IAH,STL
700432,FAR,ORD
700433,LAX,RDM
700434,LAX,HNL
700435,ATL,EWR
700436,EWR,PHX
700437,ORD,EVV
700438,DFW,ATL
700439,JFK,SJU
700440,BGM,DTW
700441,IAH,EWR
700442,GRR,ORD
700443,ATL,MIA
700444,DCA,DEN
700445,SAT,MCO
700446,PHL,CLT
700447,COS,ORD
700448,SAT,ELP
700449,FSD,ORD
700450,PHX,STL
700451,MSP,LAX
700452,PIT,ATL
700453,ORD,ROC
700454,ONT,SMF
700455,AUS,LAS
700456,LIT,IAH
700457,STL,TUL
700458,EWR,SDF
700459,OAK,LAS
700460,CLT,IND
700461,SJC,DFW
700462,FLL,EWR
700463,TPA,ORF
700464,DEN,ATL
700465,LAX,MCO
700466,PDX,HNL
700467,ONT,DFW
700468,LGB,SLC
700469,AUS,ATL
700470,PBI,DCA
700471,FAI,SEA
700472,SFO,EUG
700473,ATL,EYW
700474,LIH,LAX
700475,PHX,LAX
700476,LAX,SJC
700477,SEA,LAX
700478,DEN,CPR
700479,MSN,DFW
700480,ATL,GPT
700481,DCA,SEA
700482,KOA,HNL
700483,DFW,OGG
700484,ONT,OAK
700485,SJC,LAX
700486,DFW,MYR
700487,ATL,DTW
700488,HNL,ITO
700489,DEN,BIS
700490,ATL,DEN
700491,ORD,PHL
700492,ATL,MIA
700493,BNA,DTW
700494,BOS,MIA
700495,DFW,LAX
700496,DCA,CLT
700497,CID,MSP
700498,ORD,LGA
700499,CMH,EWR
700500,ELP,HOU
700501,CLT,DFW
700502,ATL,RSW
700503,DTW,ORD
700504,LAS,BNA
700505,FLL,DEN
700506,LAX,MCO
700507,BOS,PHX
700508,HOU,LGA
700509,CHS,ORD
700510,CLT,BDL
700511,FCA,MSP
700512,TVC,DTW
700513,ORD,SBN
700514,ORD,BUF
700515,BNA,BWI
700516,DCA,EWR
700517,LAX,SEA
700518,ABY,ATL
700519,DCA,TPA
700520,ORD,BOS
700521,JFK,TPA
700522,LAX,RDU
700523,ORD,ATL
700524,EWR,CVG
700525,MSP,CLT
700526,HOU,JFK
700527,ABQ,PHX
700528,BWI,JAX
700529,HLN,SLC
700530,DTW,RIC
700531,DAL,LBB
700532,ELP,PHX
700533,MDW,CMH
700534,SEA,ATL
700535,ORD,GRR
700536,LAX,OMA
700537,SFO,RDU
700538,LAX,ATL
700539,SEA,IAH
700540,DFW,BNA
700541,LAX,SFO
700542,EWR,SDF
700543,MCI,MSP
700544,DCA,DEN
700545,TUL,MSP
700546,SNA,DFW
700547,MSY,ORD
700548,EWR,MDW
700549,OMA,ATL
700550,ATL,SNA
700551,SMF,LAS
700552,MSP,SFO
700553,BWI,MCO
700554,BHM,DFW
700555,ATL,LAX
700556,BOI,SFO
700557,CHS,ATL
700558,MEM,ORD
700559,SFO,DEN
700560,SEA,ATL
700561,MCO,SFO
700562,DFW,CLT
700563,MBS,ORD
700564,BOS,CLE
700565,ATL,GPT
700566,SAN,ORD
700567,BTM,SLC
700568,BOS,LGA
700569,CVG,DTW
700570,BTR,ATL
700571,ATL,BUF
700572,OGG,LAX
700573,CLT,MEM
700574,DFW,ATL
700575,ORD,RAP
700576,ANC,JNU
700577,AUS,ATL
700578,LAX,ATL
700579,BGR,DTW
700580,PHX,CMH
700581,AUS,DAL
700582,BNA,DTW
700583,PHX,GJT
700584,HNL,KOA
700585,JAC,IAH
700586,FLL,SJU
700587,PHL,BNA
700588,ORD,SEA
700589,MLU,DFW
700590,GSO,ATL
700591,MSP,DFW
700592,PHX,MSP
700593,MGM,DFW
700594,TPA,LGA
700595,PHX,AUS
700596,CLT,ATL
700597,LGA,STL
700598,LAX,PDX
700599,DCA,CLE
700600,ORD,CMI
700601,AUS,EWR
700602,IAH,LAX
700603,LAX,SEA
700604,ATL,LAX
700605,SAN,DEN
700606,CLT,ORD
700607,ORD,BUF
700608,DFW,CID
700609,BOS,LGA
700610,LAX,IAH
700611,LSE,ORD
700612,LGA,DTW
700613,IAH,TYS
700614,PNS,HOU
700615,FLL,CLE
700616,DTW,CLT
700617,PHL,TPA
700618,ATL,OKC
700619,DFW,GRK
700620,ORD,DEN
700621,MCO,MCI
700622,LGA,DFW
700623,OAK,ABQ
700624,RIC,BOS
700625,EWR,SJU
700626,PHX,STL
700627,MCI,DTW
700628,ORD,PDX
700629,ORD,CRW
700630,DAY,DFW
700631,IAH,TUL
700632,ELP,IAH
700633,ATL,LAS
700634,DEN,LGA
700635,EGE,DFW
700636,SAV,ATL
700637,SMF,PHX
700638,CLE,BWI
700639,ORD,STL
700640,PHL,BOS
700641,CVG,ATL
700642,SJC,IAH
700643,SUX,ORD
700644,ATL,LAX
700645,BOS,RIC
700646,DTW,BOS
700647,DFW,SPI
700648,SNA,DEN
700649,BWI,BOS
700650,MSY,MDW
700651,JFK,SFO
700652,BOS,DCA
700653,FLL,ATL
700654,STL,OMA
700655,SEA,MDW
700656,LAX,SFO
700657,LAS,LAX
700658,LAX,DTW
700659,DFW,AUS
700660,CDV,ANC
700661,ATL,MLI
700662,SFO,BOS
700663,BUF,MSP
700664,XNA,ORD
700665,DFW,BOS
700666,LAX,SEA
700667,ORD,AUS
700668,ORD,LGA
700669,SJC,SAN
700670,BWI,CMH
700671,LCH,DFW
700672,EWR,ORD
700673,CLT,TPA
700674,CAE,ATL
700675,SNA,SFO
700676,OAK,ONT
700677,PHX,ABQ
700678,CLT,EWR
700679,SEA,JFK
700680,FLL,ORD
700681,JFK,ROC
700682,LAX,ORD
700683,DFW,PNS
700684,SAT,DAL
700685,SJU,FLL
700686,FAI,ANC
700687,TVC,DTW
700688,SAN,SMF
700689,IAH,ANC
700690,HNL,SLC
700691,JFK,BUF
700692,IAD,LAX
700693,AUS,MCO
700694,MKE,EWR
700695,ORD,DFW
700696,ORF,ATL
700697,CLT,BNA
700698,BOS,CLT
700699,BWI,DFW
700700,BNA,ORD
700701,ATL,GSO
700702,SEA,SFO
700703,BOI,DEN
700704,LAX,SJC
700705,PHL,BOS
700706,PHL,SFO
700707,FCA,MSP
700708,TPA,CVG
700709,BUF,ORD
700710,DFW,BNA
700711,MCI,DFW
700712,RAP,MSP
700713,BOS,DTW
700714,MIA,LAS
700715,CLT,PHL
700716,MCO,EWR
700717,ATL,JAN
700718,KTN,SEA
700719,KOA,SFO
700720,SLC,BIL
700721,DFW,SLC
700722,DSM,DEN
700723,TUL,ATL
700724,SLC,DEN
700725,PHL,MDW
700726,DFW,IAH
700727,PHX,IND
700728,SEA,TUS
700729,DFW,SLC
700730,SLC,DFW
700731,BHM,TPA
700732,HOU,DAL
700733,ONT,PHX
700734,ELP,DFW
700735,CVG,ORD
700736,PHX,DFW
700737,DTW,STL
700738,ATL,JAX
700739,OAK,ABQ
700740,PHX,DFW
700741,LGA,FLL
700742,DFW,LFT
700743,OAK,SLC
700744,ATL,SHV
700745,DFW,ORD
700746,CLE,ATL
700747,ABQ,SLC
700748,RIC,LGA
700749,BOS,LGA
700750,SAN,LAX
700751,PHX,BWI
700752,MCO,MIA
700753,DEN,ABQ
700754,SFO,DTW
700755,SHV,DFW
700756,AEX,IAH
700757,PHL,RDU
700758,MCO,MIA
700759,LAX,SAN
700760,PHX,LIT
700761,IAH,CLT
700762,FLL,BWI
700763,ELP,ATL
700764,HNL,ITO
700765,HOU,BNA
700766,BOS,CLE
700767,MDW,DCA
700768,CLT,LAS
700769,DEN,AUS
700770,LAX,KOA
700771,FLL,BWI
700772,MDW,BOS
700773,STL,CMH
700774,SAT,DFW
700775,DTW,PWM
700776,MSY,DFW
700777,MCO,BOS
700778,DAL,OKC
700779,MKE,ORD
700780,SJU,ORD
700781,RDU,ATL
700782,LAS,MCO
700783,BOS,IAD
700784,SAN,SMF
700785,DTW,BNA
700786,SLC,SUN
700787,SFO,SBA
700788,SFO,DCA
700789,MCO,LAS
700790,ATL,SRQ
700791,SAT,BWI
700792,SJC,PDX
700793,PBI,EWR
700794,DEN,SNA
700795,ATL,CHS
700796,ATL,HOU
700797,PSG,JNU
700798,PBI,DFW
700799,MSP,SFO
700800,ORD,ICT
700801,SFO,IAD
700802,DTW,BWI
700803,LAX,BOS
700804,MSY,MIA
700805,LAX,PHX
700806,OMA,MDW
700807,MIA,CLT
700808,DEN,SLC
700809,DAL,ABQ
700810,IAH,BTR
700811,STL,LGA
700812,ALB,TPA
700813,PIT,ORD
700814,DTW,CLT
700815,LAS,SJC
700816,DCA,STL
700817,BUF,ORD
700818,ORD,EWR
700819,DEN,BOS
700820,CLT,BWI
700821,MCO,FLL
700822,SLC,JFK
700823,MDW,EWR
700824,ORD,BOS
700825,DAL,LAS
700826,ATL,LGA
700827,MSY,IAH
700828,BWI,ORD
700829,BWI,CLT
700830,LGA,ROC
700831,MDW,BOS
700832,LAX,OAK
700833,LAS,ATL
700834,CHS,IAH
700835,TUS,ATL
700836,JNU,SIT
700837,BUF,BWI
700838,DCA,MCO
700839,MKE,TPA
700840,TPA,DCA
700841,ATL,SFO
700842,PHX,BNA
700843,DTW,IAD
700844,SDF,ATL
700845,CLT,MIA
700846,SEA,MCI
700847,LAS,HNL
700848,IAD,MIA
700849,DAL,LAS
700850,JFK,DCA
700851,DFW,ORD
700852,DFW,ATL
700853,DTW,BOS
700854,SFO,DAL
700855,CHA,ATL
700856,LGA,FLL
700857,EWR,PDX
700858,DEN,MIA
700859,PHX,MIA
700860,JFK,SFO
700861,ATL,CHA
700862,OMA,STL
700863,DEN,IAD
700864,DEN,SMF
700865,PHX,STL
700866,DFW,BPT
700867,RAP,MSP
700868,ORD,FWA
700869,ORD,AUS
700870,DFW,TUL
700871,DAY,ORD
700872,GEG,SEA
700873,DFW,OAK
700874,MDW,CLE
700875,DEN,SFO
700876,ORD,DFW
700877,LGA,GRR
700878,CLT,PIT
700879,MCI,DFW
700880,MSP,SEA
700881,MKE,ORD
700882,BOS,LAS
700883,FAI,SEA
700884,TPA,LGA
700885,LAX,PHX
700886,BWI,PDX
700887,EWR,TPA
700888,DEN,FAR
700889,OAK,ABQ
700890,ELP,PHX
700891,BDL,ATL
700892,MCO,BNA
700893,PHX,OKC
700894,TPA,BWI
700895,DTW,BDL
700896,SAT,LAX
700897,LGA,FLL
700898,DEN,PHX
700899,BUF,FLL
700900,IDA,SLC
700901,LGA,MIA
700902,DTW,MDW
700903,JAN,ATL
700904,ORD,LGA
700905,STL,MIA
700906,DEN,SFO
700907,ATL,OMA
700908,LAX,DCA
700909,MDW,SDF
700910,IAH,LGA
700911,BWI,MCO
700912,ORD,PVD
700913,DAL,MCI
700914,LGA,GSO
700915,FLL,SJU
700916,SFO,IAH
700917,SJC,SEA
700918,BWI,PHX
700919,ATL,MSP
700920,MCO,RIC
700921,FLL,CMH
700922,SMF,LGB
700923,DFW,ORD
700924,ORD,BOS
700925,PHX,LAS
700926,MDW,DCA
700927,OGG,PDX
700928,PHL,FLL
700929,DFW,ATL
700930,ORD,ORF
700931,EWR,SFO
700932,ATL,DFW
700933,DFW,GJT
700934,FLL,HPN
700935,DCA,ORD
700936,DFW,SAN
700937,GSO,EWR
700938,LAS,PHX
700939,IAH,MLU
700940,FLL,ATL
700941,COS,IAH
700942,DFW,LGA
700943,SFO,SEA
700944,DAL,AUS
700945,DTW,ESC
700946,BDL,ATL
700947,DAL,STL
700948,DTW,OMA
700949,ORD,MBS
700950,SEA,PHL
700951,DEN,PDX
700952,LAX,MSY
700953,DAL,HOU
700954,MKE,LGA
700955,AVP,ORD
700956,BOS,CLT
700957,BWI,MKE
700958,JFK,TPA
700959,SFO,LAX
700960,DEN,ISN
700961,SFO,JAC
700962,IMT,RHI
700963,MCI,DFW
700964,SFO,LAX
700965,DAL,MCO
700966,LAX,SFO
700967,SAN,ORD
700968,DEN,LAX
700969,SEA,BOI
700970,BDL,LAS
700971,ATL,MGM
700972,GNV,ATL
700973,SLC,OAK
700974,DTW,BDL
700975,DEN,PHL
700976,MSP,LGA
700977,MSY,DFW
700978,TPA,EWR
700979,HNL,OGG
700980,MIA,PHL
700981,IND,ATL
700982,DCA,DAL
700983,PHX,SAT
700984,MSY,STL
700985,LAS,BUR
700986,ONT,LAS
700987,PVD,BWI
700988,LGA,ATL
700989,JFK,ROC
700990,MCO,DEN
700991,BHM,IAH
700992,CLT,PHX
700993,PHX,DEN
700994,SEA,PHX
700995,SLC,PHX
700996,PIT,MCO
700997,IAD,BOS
700998,DCA,LGA
700999,DEN,IND
701000,SJU,FLL
701001,FLL,DTW
701002,PIT,DFW
701003,LRD,DFW
701004,MSP,PDX
701005,SAN,LAX
701006,CLT,TPA
701007,PHX,AUS
701008,LAX,SBP
701009,GRB,MSP
701010,MSP,DEN
701011,ORD,HPN
701012,MIA,DTW
701013,DTW,CLE
701014,OGG,HNL
701015,SFO,PDX
701016,JFK,MCO
701017,BDL,DCA
701018,RAP,DFW
701019,DAL,STL
701020,PHL,CLT
701021,LAX,JFK
701022,SAT,HOU
701023,IAH,HRL
701024,PHX,IND
701025,KOA,LAX
701026,CAE,DFW
701027,STL,BWI
701028,LAS,DAL
701029,LAX,JFK
701030,ATL,JAX
701031,MSP,PHX
701032,PHL,MIA
701033,MKE,MCO
701034,IAH,MTJ
701035,IAH,MOB
701036,LAS,DFW
701037,IAD,MDW
701038,ATL,BOS
701039,IAH,SHV
701040,CVG,EWR
701041,DFW,BOS
701042,LAX,ATL
701043,ALB,TPA
701044,ATL,SDF
701045,SEA,SNA
701046,GSO,EWR
701047,SFO,SBA
701048,SEA,PHX
701049,LGA,DTW
701050,LGA,HOU
701051,DEN,SNA
701052,OKC,DEN
701053,PDX,HNL
701054,LAS,MCO
701055,CLE,MDW
701056,BNA,MDW
701057,ATL,PIT
701058,BHM,ATL
701059,MCO,PHX
701060,DFW,LRD
701061,MIA,SAT
701062,CHO,LGA
701063,IAH,ORD
701064,LGA,MCO
701065,DFW,MSY
701066,SJC,PHX
701067,MDW,PHX
701068,SJC,LAX
701069,AUS,SFO
701070,CLT,LAS
701071,MSP,MKE
701072,MSY,IAH
701073,ATL,SGF
701074,LAS,DTW
701075,ORD,PHL
701076,FAR,SLC
701077,ATL,RIC
701078,PHL,CLT
701079,DTW,JFK
701080,LIH,HNL
701081,PHL,PIT
701082,MSP,ORD
701083,DTW,IAH
701084,SFO,HNL
701085,SAT,LAX
701086,MCO,JFK
701087,DFW,COS
701088,ALB,MDW
701089,PHX,TUS
701090,ORD,LAX
701091,ITO,HNL
701092,DTW,MBS
701093,SJU,CLT
701094,SIT,JNU
701095,MIA,DEN
701096,BUF,PHX
701097,DEN,ISN
701098,CHA,ATL
701099,PBI,ATL
701100,BWI,BNA
701101,MSY,DAL
701102,DFW,SPS
701103,ISN,MSP
701104,ATL,HPN
701105,LAX,MRY
701106,DTW,CLT
701107,HOU,ATL
701108,ELP,DAL
701109,MAF,DAL
701110,LAX,MDW
701111,TPA,PHX
701112,CMH,BNA
701113,PHX,DEN
701114,PIA,ORD
701115,SFO,SAN
701116,PDX,BOS
701117,FLL,SJU
701118,PBI,ATL
701119,OGG,LAX
701120,LGA,DFW
701121,TPA,PHL
701122,CMI,ORD
701123,CLE,EWR
701124,DFW,SLC
701125,BUR,OAK
701126,ORD,DFW
701127,DFW,STL
701128,FLL,SJU
701129,LGA,RIC
701130,JFK,LAX
701131,MDW,LGA
701132,DTW,CAK
701133,SEA,IAH
701134,DEN,LNK
701135,SNA,EWR
701136,IAH,ATL
701137,CHS,HOU
701138,DTW,MCO
701139,IAH,CAE
701140,PHX,PSP
701141,BOS,ATL
701142,ATL,HOU
701143,MIA,TPA
701144,BOI,DEN
701145,BWI,CLT
701146,MCO,PHL
701147,TPA,FLL
701148,DAL,MAF
701149,AMA,IAH
701150,MKE,LAS
701151,LAX,IAH
701152,ABQ,CLT
701153,MCO,HPN
701154,RSW,ATL
701155,LAX,SFO
701156,MKE,ATL
701157,MEM,BWI
701158,IAH,LGA
701159,ATL,BWI
701160,MCO,DCA
701161,SFO,EUG
701162,SFO,DEN
701163,IAH,LIT
701164,IAH,MCI
701165,SEA,DEN
701166,SEA,DEN
701167,ATL,PHX
701168,DEN,SBA
701169,MSO,SLC
701170,IAD,SEA
701171,EWR,CLE
701172,SAN,LAX
701173,LAS,LAX
701174,MDW,MSY
701175,DFW,GJT
701176,BWI,MCI
701177,PHL,SMF
701178,DFW,JAN
701179,MSP,PHL
701180,IAD,SFO
701181,JFK,MSP
701182,ATL,CLT
701183,EWR,MSY
701184,SMF,MSP
701185,ROC,MDW
701186,MDW,CLT
701187,HOU,DAL
701188,CLT,LAS
701189,PHL,MCO
701190,DFW,SPS
701191,GRR,IAH
701192,ATL,FLL
701193,EWR,STL
701194,BWI,LAX
701195,TUL,MDW
701196,MSY,HOU
701197,FWA,ATL
701198,SMF,PHX
701199,DFW,CLL
701200,LAS,PHX
701201,EWN,ATL
701202,LGA,MKE
701203,LAX,SAN
701204,SEA,DFW
701205,LGA,MYR
701206,CLT,PIT
701207,DFW,IAH
701208,BOS,SJU
701209,DFW,MIA
701210,TPA,PHX
701211,TUL,ORD
701212,SDF,ORD
701213,BOS,SJU
701214,LGA,STL
701215,BDL,MCO
701216,RST,ORD
701217,LAX,FLL
701218,ONT,SMF
701219,SEA,LGB
701220,DCA,RSW
701221,BOS,RIC
701222,PIT,MSP
701223,SNA,OAK
701224,FLL,ACY
701225,ATL,SBN
701226,MCO,MIA
701227,ORD,MCO
701228,ORD,IND
701229,CLT,BOS
701230,DEN,GEG
701231,PHX,LAX
701232,GNV,ATL
701233,GRB,ORD
701234,LAX,JFK
701235,CLT,BDL
701236,ATL,GPT
701237,ATL,MSN
701238,DEN,OMA
701239,JFK,SFO
701240,DEN,BDL
701241,ATL,SAN
701242,HNL,LAX
701243,COS,IAH
701244,ORD,MCO
701245,EWR,HNL
701246,DCA,MIA
701247,CVG,TPA
701248,LAS,SMF
701249,DEN,SNA
701250,STL,SAN
701251,OMA,DFW
701252,LGA,ATL
701253,SLC,PHX
701254,MIA,ORD
701255,ORD,PIA
701256,LAX,BNA
701257,SJC,BUR
701258,AZO,DTW
701259,DTW,BNA
701260,HSV,IAH
701261,MCO,STL
701262,FLL,JFK
701263,DFW,GSP
701264,DFW,FLL
701265,LGA,TVC
701266,DFW,ORD
701267,IAH,DEN
701268,MIA,LAX
