FLIGHT_ID,MONTH,DAY,DAY_OF_WEEK,DEPARTURE_DELAY,TAXI_OUT,DISTANCE,DELAYED,YEAR
500102,5,24,7,-7.0,23.0,455,0,2015
500103,5,1,5,-6.0,12.0,130,0,2015
500104,5,9,6,15.0,14.0,1846,0,2015
500105,5,30,6,10.0,17.0,1237,0,2015
500106,5,5,2,-11.0,7.0,216,0,2015
500107,5,26,2,-4.0,30.0,266,0,2015
500108,5,12,2,-2.0,25.0,762,0,2015
500109,5,22,5,0.0,10.0,577,0,2015
500110,5,5,2,0.0,11.0,1576,0,2015
500111,5,21,4,-3.0,9.0,604,0,2015
500112,5,3,7,-6.0,22.0,453,0,2015
500113,5,23,6,0.0,27.0,329,0,2015
500114,5,8,5,-4.0,18.0,191,0,2015
500115,5,8,5,-3.0,7.0,371,0,2015
500116,5,8,5,-5.0,25.0,1947,0,2015
500117,5,19,2,15.0,12.0,547,0,2015
500118,5,27,3,-4.0,14.0,250,0,2015
500119,5,6,3,-6.0,10.0,731,0,2015
500120,5,16,6,-1.0,14.0,192,0,2015
500121,5,13,3,2.0,10.0,861,0,2015
500122,5,5,2,-6.0,17.0,992,0,2015
500123,5,13,3,-1.0,16.0,1947,0,2015
500124,5,19,2,-2.0,20.0,213,0,2015
500125,5,15,5,0.0,9.0,632,0,2015
500126,5,6,3,-11.0,21.0,2556,0,2015
500127,5,22,5,2.0,12.0,516,0,2015
500128,5,22,5,-2.0,8.0,1504,0,2015
500129,5,6,3,-6.0,12.0,1044,0,2015
500130,5,23,6,-7.0,9.0,414,0,2015
500131,5,11,1,5.0,12.0,1744,0,2015
500132,5,4,1,-4.0,10.0,313,0,2015
500133,5,28,4,0.0,8.0,1771,0,2015
500134,5,20,3,2.0,23.0,337,0,2015
500135,5,24,7,-4.0,17.0,752,0,2015
500136,5,31,7,29.0,11.0,679,1,2015
500137,5,19,2,-2.0,19.0,460,0,2015
500138,5,1,5,1.0,32.0,740,0,2015
500139,5,7,4,-1.0,28.0,214,0,2015
500140,5,19,2,-2.0,15.0,413,0,2015
500141,5,9,6,-3.0,9.0,749,0,2015
500142,5,21,4,-6.0,6.0,562,0,2015
500143,5,6,3,-3.0,6.0,551,0,2015
500144,5,25,1,-2.0,19.0,694,0,2015
500145,5,20,3,4.0,22.0,733,0,2015
500146,5,4,1,23.0,22.0,599,1,2015
500147,5,29,5,-4.0,32.0,733,0,2015
500148,5,8,5,-4.0,21.0,507,0,2015
500149,5,30,6,-2.0,10.0,1013,0,2015
500150,5,27,3,131.0,11.0,1276,1,2015
500151,5,20,3,183.0,16.0,824,1,2015
500152,5,8,5,3.0,17.0,762,0,2015
500153,5,21,4,-5.0,18.0,484,0,2015
500154,5,22,5,-9.0,11.0,985,0,2015
500155,5,11,1,0.0,11.0,646,0,2015
500156,5,15,5,3.0,13.0,1608,0,2015
500157,5,10,7,3.0,16.0,370,0,2015
500158,5,5,2,-4.0,16.0,2475,0,2015
500159,5,19,2,-1.0,12.0,1258,0,2015
500160,5,15,5,39.0,13.0,997,1,2015
500161,5,7,4,-1.0,14.0,408,0,2015
500162,5,28,4,-2.0,10.0,674,0,2015
500163,5,28,4,-5.0,21.0,1124,0,2015
500164,5,2,6,35.0,15.0,209,1,2015
500165,5,4,1,-4.0,11.0,545,0,2015
500166,5,4,1,-3.0,16.0,109,0,2015
500167,5,12,2,50.0,17.0,845,1,2015
500168,5,19,2,-14.0,18.0,859,0,2015
500169,5,14,4,5.0,13.0,1209,0,2015
500170,5,5,2,-1.0,13.0,1167,0,2015
500171,5,28,4,-4.0,10.0,997,0,2015
500172,5,31,7,-4.0,27.0,1009,0,2015
500173,5,23,6,-5.0,19.0,226,0,2015
500174,5,26,2,-4.0,17.0,1076,0,2015
500175,5,24,7,-10.0,13.0,247,0,2015
500176,5,15,5,4.0,7.0,317,0,2015
500177,5,12,2,-3.0,7.0,239,0,2015
500178,5,14,4,6.0,26.0,1194,0,2015
500179,5,22,5,4.0,56.0,1303,1,2015
500180,5,2,6,-5.0,11.0,405,0,2015
500181,5,5,2,-8.0,20.0,575,0,2015
500182,5,19,2,4.0,12.0,2565,0,2015
500183,5,12,2,-2.0,9.0,364,0,2015
500184,5,4,1,22.0,11.0,399,1,2015
500185,5,17,7,-5.0,17.0,442,0,2015
500186,5,22,5,1.0,10.0,358,0,2015
500187,5,15,5,-2.0,14.0,1269,0,2015
500188,5,24,7,-4.0,9.0,223,0,2015
500189,5,26,2,0.0,15.0,334,0,2015
500190,5,9,6,-5.0,15.0,2521,1,2015
500191,5,7,4,7.0,14.0,397,1,2015
500192,5,15,5,-4.0,25.0,1242,0,2015
500193,5,11,1,0.0,14.0,1235,0,2015
500194,5,1,5,74.0,9.0,84,1,2015
500195,5,13,3,1.0,21.0,799,0,2015
500196,5,20,3,27.0,13.0,391,1,2015
500197,5,25,1,-8.0,12.0,192,0,2015
500198,5,10,7,-7.0,15.0,814,0,2015
500199,5,20,3,117.0,16.0,599,1,2015
500200,5,21,4,1.0,25.0,2136,0,2015
500201,5,27,3,-1.0,15.0,679,0,2015
500202,5,3,7,48.0,10.0,919,1,2015
500203,5,5,2,-4.0,8.0,456,0,2015
500204,5,28,4,-4.0,10.0,369,0,2015
500205,5,25,1,7.0,11.0,666,0,2015
500206,5,30,6,-2.0,7.0,1044,0,2015
500207,5,22,5,-4.0,14.0,1532,0,2015
500208,5,28,4,-15.0,10.0,120,0,2015
500209,5,13,3,-10.0,18.0,430,0,2015
500210,5,24,7,-15.0,14.0,1102,0,2015
500211,5,9,6,-13.0,13.0,680,0,2015
500212,5,5,2,0.0,9.0,1750,0,2015
500213,5,19,2,-1.0,15.0,966,0,2015
500214,5,31,7,172.0,14.0,226,1,2015
500215,5,10,7,25.0,9.0,460,1,2015
500216,5,8,5,165.0,8.0,771,1,2015
500217,5,4,1,-1.0,10.0,529,0,2015
500218,5,14,4,12.0,10.0,589,0,2015
500219,5,2,6,-7.0,8.0,675,0,2015
500220,5,12,2,6.0,16.0,632,1,2015
500221,5,31,7,-9.0,17.0,1085,0,2015
500222,5,30,6,-2.0,16.0,584,0,2015
500223,5,26,2,-9.0,3.0,725,0,2015
500224,5,5,2,-7.0,6.0,102,0,2015
500225,5,10,7,27.0,11.0,272,1,2015
500226,5,14,4,33.0,10.0,341,1,2015
500227,5,4,1,-5.0,8.0,333,0,2015
500228,5,15,5,-8.0,9.0,163,0,2015
500229,5,19,2,-2.0,19.0,1533,0,2015
500230,5,25,1,-3.0,14.0,361,0,2015
500231,5,11,1,-1.0,11.0,214,0,2015
500232,5,16,6,-3.0,15.0,867,0,2015
500233,5,14,4,9.0,10.0,280,0,2015
500234,5,1,5,-6.0,13.0,867,0,2015
500235,5,12,2,-6.0,15.0,187,0,2015
500236,5,28,4,-10.0,20.0,978,0,2015
500237,5,17,7,-3.0,17.0,130,0,2015
500238,5,1,5,-1.0,6.0,325,0,2015
500239,5,20,3,-6.0,11.0,300,0,2015
500240,5,31,7,-3.0,11.0,192,0,2015
500241,5,13,3,-5.0,14.0,562,0,2015
500242,5,31,7,1.0,10.0,546,0,2015
500243,5,31,7,-4.0,10.0,777,0,2015
500244,5,31,7,-7.0,10.0,581,0,2015
500245,5,11,1,30.0,16.0,545,1,2015
500246,5,17,7,5.0,10.0,349,0,2015
500247,5,19,2,56.0,4.0,1167,1,2015
500248,5,9,6,2.0,10.0,347,0,2015
500249,5,1,5,-8.0,22.0,334,0,2015
500250,5,25,1,42.0,13.0,748,1,2015
500251,5,14,4,20.0,19.0,1476,0,2015
500252,5,4,1,-3.0,13.0,663,0,2015
500253,5,27,3,1.0,13.0,500,0,2015
500254,5,8,5,20.0,8.0,283,0,2015
500255,5,3,7,22.0,16.0,1182,1,2015
500256,5,28,4,0.0,16.0,436,0,2015
500257,5,20,3,-3.0,19.0,1124,0,2015
500258,5,13,3,-6.0,21.0,304,0,2015
500259,5,11,1,28.0,17.0,1514,1,2015
500260,5,21,4,-1.0,19.0,258,0,2015
500261,5,20,3,0.0,14.0,871,0,2015
500262,5,15,5,-1.0,16.0,610,0,2015
500263,5,4,1,-8.0,15.0,455,0,2015
500264,5,27,3,-1.0,15.0,650,0,2015
500265,5,9,6,7.0,15.0,1874,1,2015
500266,5,29,5,54.0,9.0,333,1,2015
500267,5,28,4,3.0,18.0,1721,0,2015
500268,5,10,7,25.0,9.0,1733,0,2015
500269,5,29,5,-1.0,17.0,1499,0,2015
500270,5,13,3,-4.0,12.0,680,0,2015
500271,5,3,7,-5.0,11.0,667,0,2015
500272,5,3,7,-6.0,15.0,852,0,2015
500273,5,24,7,-5.0,7.0,692,0,2015
500274,5,27,3,-10.0,19.0,921,0,2015
500275,5,11,1,-4.0,27.0,1121,0,2015
500276,5,30,6,5.0,15.0,1488,1,2015
500277,5,5,2,-3.0,11.0,689,0,2015
500278,5,11,1,-4.0,15.0,672,0,2015
500279,5,26,2,-5.0,16.0,455,0,2015
500280,5,11,1,-2.0,17.0,271,0,2015
500281,5,21,4,1.0,9.0,442,0,2015
500282,5,2,6,-7.0,13.0,160,0,2015
500283,5,15,5,-1.0,17.0,484,0,2015
500284,5,19,2,-21.0,16.0,224,0,2015
500285,5,17,7,16.0,10.0,896,0,2015
500286,5,21,4,-8.0,15.0,280,0,2015
500287,5,22,5,6.0,18.0,591,0,2015
500288,5,5,2,-6.0,7.0,325,0,2015
500289,5,8,5,5.0,19.0,425,0,2015
500290,5,15,5,-3.0,14.0,631,0,2015
500291,5,12,2,-5.0,12.0,867,0,2015
500292,5,15,5,13.0,14.0,414,0,2015
500293,5,4,1,-5.0,36.0,2248,1,2015
500294,5,15,5,36.0,16.0,224,1,2015
500295,5,18,1,2.0,21.0,1205,0,2015
500296,5,31,7,23.0,10.0,2248,0,2015
500297,5,18,1,369.0,13.0,866,1,2015
500298,5,26,2,-6.0,15.0,399,0,2015
500299,5,29,5,-3.0,16.0,817,0,2015
500300,5,28,4,-7.0,15.0,844,0,2015
500301,5,26,2,-1.0,10.0,764,0,2015
500302,5,11,1,15.0,9.0,337,1,2015
500303,5,5,2,-2.0,13.0,2449,0,2015
500304,5,14,4,38.0,12.0,308,1,2015
500305,5,2,6,-2.0,12.0,3414,0,2015
500306,5,22,5,-3.0,13.0,1947,0,2015
500307,5,3,7,-8.0,13.0,625,0,2015
500308,5,12,2,39.0,15.0,476,1,2015
500309,5,23,6,-7.0,31.0,2615,1,2015
500310,5,1,5,-3.0,9.0,539,0,2015
500311,5,15,5,-5.0,11.0,759,0,2015
500312,5,10,7,-5.0,25.0,588,1,2015
500313,5,13,3,60.0,12.0,569,1,2015
500314,5,16,6,-12.0,12.0,374,0,2015
500315,5,31,7,28.0,10.0,1067,1,2015
500316,5,9,6,-2.0,13.0,2398,0,2015
500317,5,14,4,13.0,13.0,2173,1,2015
500318,5,19,2,6.0,14.0,630,0,2015
500319,5,25,1,2.0,10.0,177,0,2015
500320,5,22,5,-1.0,35.0,528,1,2015
500321,5,16,6,-7.0,11.0,867,0,2015
500322,5,22,5,-6.0,17.0,1235,0,2015
500323,5,22,5,-5.0,12.0,395,0,2015
500324,5,27,3,-4.0,32.0,1464,0,2015
500325,5,6,3,-3.0,11.0,1337,0,2015
500326,5,14,4,-7.0,27.0,820,0,2015
500327,5,20,3,0.0,8.0,366,0,2015
500328,5,23,6,-9.0,7.0,399,0,2015
500329,5,20,3,1.0,18.0,2475,0,2015
500330,5,31,7,16.0,6.0,296,0,2015
500331,5,10,7,13.0,15.0,447,0,2015
500332,5,16,6,-9.0,9.0,163,0,2015
500333,5,30,6,0.0,20.0,287,0,2015
500334,5,17,7,1.0,17.0,366,0,2015
500335,5,30,6,-6.0,21.0,308,0,2015
500336,5,7,4,29.0,18.0,1235,0,2015
500337,5,8,5,0.0,10.0,399,0,2015
500338,5,1,5,-1.0,22.0,594,0,2015
500339,5,11,1,112.0,19.0,237,1,2015
500340,5,22,5,1.0,10.0,762,0,2015
500341,5,4,1,-6.0,8.0,738,0,2015
500342,5,28,4,-4.0,14.0,1028,0,2015
500343,5,10,7,83.0,10.0,775,1,2015
500344,5,4,1,-3.0,41.0,226,1,2015
500345,5,30,6,-4.0,15.0,488,0,2015
500346,5,29,5,0.0,11.0,762,0,2015
500347,5,1,5,-5.0,10.0,247,0,2015
500348,5,10,7,53.0,7.0,1072,1,2015
500349,5,7,4,-5.0,14.0,678,0,2015
500350,5,3,7,-2.0,12.0,850,0,2015
500351,5,31,7,-4.0,16.0,368,0,2015
500352,5,6,3,-2.0,8.0,446,0,2015
500353,5,26,2,-5.0,25.0,184,1,2015
500354,5,20,3,39.0,18.0,646,1,2015
500355,5,10,7,-1.0,9.0,1771,0,2015
500356,5,1,5,-5.0,19.0,227,0,2015
500357,5,4,1,-9.0,12.0,569,0,2015
500358,5,14,4,-3.0,30.0,199,0,2015
500359,5,4,1,6.0,6.0,302,0,2015
500360,5,21,4,13.0,10.0,612,0,2015
500361,5,9,6,-5.0,14.0,1092,0,2015
500362,5,18,1,9.0,16.0,129,0,2015
500363,5,13,3,-7.0,12.0,192,0,2015
500364,5,11,1,-6.0,10.0,106,0,2015
500365,5,31,7,-6.0,11.0,409,0,2015
500366,5,23,6,-6.0,17.0,918,0,2015
500367,5,31,7,-7.0,15.0,224,0,2015
500368,5,25,1,9.0,30.0,2586,0,2015
500369,5,11,1,14.0,36.0,2846,0,2015
500370,5,19,2,24.0,16.0,577,1,2015
500371,5,20,3,10.0,20.0,2475,0,2015
500372,5,13,3,-7.0,16.0,2614,0,2015
500373,5,6,3,-4.0,21.0,2565,0,2015
500374,5,14,4,23.0,9.0,307,1,2015
500375,5,14,4,-7.0,12.0,604,0,2015
500376,5,15,5,32.0,14.0,2556,1,2015
500377,5,31,7,-4.0,15.0,621,0,2015
500378,5,16,6,3.0,19.0,448,0,2015
500379,5,11,1,0.0,12.0,259,0,2015
500380,5,28,4,-4.0,16.0,1091,0,2015
500381,5,27,3,-1.0,16.0,1744,0,2015
500382,5,7,4,-1.0,13.0,577,0,2015
500383,5,13,3,20.0,9.0,1107,1,2015
500384,5,7,4,2.0,8.0,945,0,2015
500385,5,20,3,-7.0,50.0,1416,0,2015
500386,5,7,4,-8.0,18.0,369,0,2015
500387,5,17,7,0.0,15.0,594,0,2015
500388,5,21,4,0.0,10.0,192,0,2015
500389,5,29,5,-2.0,35.0,678,0,2015
500390,5,23,6,-5.0,17.0,907,0,2015
500391,5,14,4,65.0,35.0,259,1,2015
500392,5,30,6,-5.0,13.0,1119,0,2015
500393,5,29,5,79.0,11.0,761,1,2015
500394,5,30,6,6.0,23.0,373,1,2015
500395,5,29,5,-4.0,16.0,1506,0,2015
500396,5,29,5,34.0,31.0,883,1,2015
500397,5,18,1,56.0,23.0,2704,1,2015
500398,5,18,1,33.0,15.0,554,1,2015
500399,5,28,4,25.0,32.0,397,1,2015
500400,5,15,5,-1.0,16.0,594,0,2015
500401,5,1,5,1.0,15.0,691,0,2015
500402,5,26,2,169.0,58.0,351,1,2015
500403,5,23,6,-1.0,15.0,1184,0,2015
500404,5,4,1,-3.0,12.0,895,0,2015
500405,5,27,3,42.0,22.0,224,1,2015
500406,5,29,5,-4.0,18.0,929,0,2015
500407,5,7,4,-1.0,6.0,1587,0,2015
500408,5,1,5,-2.0,12.0,483,0,2015
500409,5,26,2,-6.0,9.0,280,0,2015
500410,5,28,4,9.0,9.0,550,0,2015
500411,5,27,3,-5.0,20.0,2039,0,2015
500412,5,22,5,-2.0,17.0,780,0,2015
500413,5,31,7,78.0,10.0,2329,1,2015
500414,5,11,1,-4.0,9.0,84,0,2015
500415,5,1,5,-8.0,16.0,1670,0,2015
500416,5,2,6,-1.0,12.0,417,0,2015
500417,5,25,1,-5.0,15.0,334,0,2015
500418,5,18,1,-2.0,23.0,2475,0,2015
500419,5,1,5,-2.0,9.0,1111,0,2015
500420,5,13,3,-1.0,16.0,957,0,2015
500421,5,19,2,-2.0,20.0,84,0,2015
500422,5,21,4,0.0,15.0,306,0,2015
500423,5,12,2,6.0,14.0,1211,0,2015
500424,5,3,7,-11.0,10.0,229,1,2015
500425,5,5,2,5.0,21.0,311,1,2015
500426,5,31,7,24.0,10.0,651,1,2015
500427,5,5,2,37.0,12.0,2288,1,2015
500428,5,12,2,14.0,9.0,325,1,2015
500429,5,6,3,0.0,41.0,1076,0,2015
500430,5,21,4,19.0,14.0,414,0,2015
500431,5,4,1,-1.0,21.0,2556,1,2015
500432,5,26,2,37.0,9.0,338,1,2015
500433,5,30,6,-7.0,15.0,98,0,2015
500434,5,4,1,6.0,24.0,964,0,2015
500435,5,31,7,10.0,11.0,1728,0,2015
500436,5,25,1,1.0,9.0,106,0,2015
500437,5,9,6,-4.0,12.0,680,1,2015
500438,5,3,7,-3.0,13.0,145,0,2015
500439,5,13,3,-6.0,31.0,270,0,2015
500440,5,10,7,0.0,16.0,957,0,2015
500441,5,19,2,23.0,13.0,1303,0,2015
500442,5,16,6,-3.0,10.0,192,0,2015
500443,5,2,6,-4.0,16.0,255,0,2015
500444,5,3,7,8.0,12.0,862,0,2015
500445,5,30,6,42.0,4.0,190,1,2015
500446,5,11,1,-4.0,16.0,980,0,2015
500447,5,19,2,47.0,15.0,414,1,2015
500448,5,1,5,-2.0,8.0,1068,0,2015
500449,5,18,1,178.0,26.0,547,1,2015
500450,5,27,3,-8.0,28.0,226,0,2015
500451,5,6,3,-6.0,17.0,1197,0,2015
500452,5,18,1,0.0,18.0,581,0,2015
500453,5,28,4,-4.0,12.0,108,0,2015
500454,5,1,5,-6.0,12.0,468,0,2015
500455,5,7,4,10.0,24.0,1195,1,2015
500456,5,22,5,12.0,23.0,712,0,2015
500457,5,8,5,-5.0,17.0,872,0,2015
500458,5,11,1,-4.0,13.0,1037,0,2015
500459,5,15,5,-2.0,11.0,642,0,2015
500460,5,27,3,-11.0,28.0,110,0,2015
500461,5,1,5,-4.0,14.0,236,0,2015
500462,5,29,5,1.0,15.0,199,0,2015
500463,5,20,3,0.0,12.0,929,0,2015
500464,5,12,2,-8.0,24.0,196,0,2015
500465,5,5,2,-8.0,5.0,102,0,2015
500466,5,14,4,2.0,16.0,239,1,2015
500467,5,22,5,-1.0,16.0,306,0,2015
500468,5,30,6,-4.0,22.0,569,0,2015
500469,5,15,5,-3.0,11.0,259,0,2015
500470,5,8,5,18.0,19.0,2125,1,2015
500471,5,10,7,1.0,9.0,333,0,2015
500472,5,18,1,-1.0,35.0,196,1,2015
500473,5,7,4,-1.0,17.0,545,0,2015
500474,5,4,1,34.0,13.0,1249,1,2015
500475,5,25,1,72.0,18.0,175,1,2015
500476,5,21,4,-5.0,9.0,965,0,2015
500477,5,25,1,-9.0,15.0,641,1,2015
500478,5,7,4,68.0,20.0,2419,1,2015
500479,5,28,4,12.0,11.0,1097,0,2015
500480,5,28,4,12.0,13.0,787,0,2015
500481,5,20,3,69.0,31.0,224,1,2015
500482,5,7,4,-3.0,21.0,1635,0,2015
500483,5,18,1,-5.0,8.0,342,0,2015
500484,5,29,5,-2.0,15.0,456,0,2015
500485,5,19,2,8.0,7.0,937,0,2015
500486,5,9,6,193.0,7.0,986,1,2015
500487,5,24,7,30.0,15.0,2165,1,2015
500488,5,24,7,17.0,24.0,1721,0,2015
500489,5,29,5,-4.0,25.0,187,0,2015
500490,5,22,5,9.0,24.0,547,0,2015
500491,5,29,5,4.0,28.0,262,1,2015
500492,5,5,2,0.0,15.0,209,0,2015
500493,5,31,7,0.0,12.0,342,0,2015
500494,5,6,3,50.0,13.0,862,1,2015
500495,5,11,1,1.0,15.0,719,0,2015
500496,5,1,5,-3.0,14.0,529,0,2015
500497,5,30,6,-4.0,18.0,271,0,2015
500498,5,25,1,0.0,13.0,1045,0,2015
500499,5,29,5,-7.0,19.0,373,0,2015
500500,5,22,5,-6.0,15.0,1590,0,2015
500501,5,21,4,40.0,17.0,1342,1,2015
500502,5,8,5,-4.0,16.0,1407,0,2015
500503,5,11,1,-7.0,16.0,409,0,2015
500504,5,15,5,20.0,11.0,414,1,2015
500505,5,22,5,-4.0,11.0,352,0,2015
500506,5,28,4,1.0,13.0,1592,0,2015
500507,5,16,6,4.0,9.0,546,0,2015
500508,5,27,3,37.0,11.0,255,1,2015
500509,5,27,3,-12.0,19.0,1666,0,2015
500510,5,31,7,11.0,11.0,649,0,2015
500511,5,13,3,-8.0,10.0,1076,0,2015
500512,5,15,5,-6.0,12.0,511,0,2015
500513,5,29,5,0.0,26.0,429,1,2015
500514,5,14,4,61.0,16.0,326,1,2015
500515,5,2,6,-3.0,19.0,481,0,2015
500516,5,9,6,15.0,26.0,1024,1,2015
500517,5,9,6,-4.0,8.0,371,0,2015
500518,5,4,1,5.0,16.0,516,0,2015
500519,5,1,5,-2.0,13.0,794,0,2015
500520,5,17,7,-11.0,18.0,1162,0,2015
500521,5,23,6,-3.0,13.0,192,0,2015
500522,5,19,2,2.0,16.0,903,0,2015
500523,5,17,7,4.0,20.0,925,1,2015
500524,5,3,7,-4.0,5.0,277,0,2015
500525,5,3,7,15.0,32.0,628,1,2015
500526,5,19,2,1.0,32.0,1400,0,2015
500527,5,2,6,-3.0,15.0,1065,0,2015
500528,5,25,1,-7.0,23.0,1532,0,2015
500529,5,16,6,-7.0,9.0,406,0,2015
500530,5,5,2,-4.0,27.0,128,0,2015
500531,5,3,7,-9.0,9.0,1448,0,2015
500532,5,29,5,-4.0,9.0,668,0,2015
500533,5,22,5,10.0,13.0,1464,0,2015
500534,5,19,2,21.0,21.0,762,1,2015
500535,5,14,4,57.0,11.0,1892,1,2015
500536,5,19,2,-5.0,20.0,1303,0,2015
500537,5,20,3,2.0,12.0,632,0,2015
500538,5,6,3,3.0,6.0,192,0,2015
500539,5,20,3,45.0,9.0,223,1,2015
500540,5,9,6,11.0,18.0,867,1,2015
500541,5,9,6,-8.0,14.0,1723,0,2015
500542,5,7,4,-1.0,17.0,307,0,2015
500543,5,1,5,-5.0,11.0,416,0,2015
500544,5,19,2,-10.0,20.0,594,0,2015
500545,5,6,3,0.0,21.0,868,0,2015
500546,5,14,4,-4.0,8.0,151,0,2015
500547,5,5,2,-6.0,9.0,164,0,2015
500548,5,14,4,16.0,11.0,1927,0,2015
500549,5,1,5,-2.0,9.0,1192,0,2015
500550,5,3,7,-5.0,17.0,1096,0,2015
500551,5,9,6,-4.0,19.0,1693,0,2015
500552,5,8,5,-5.0,5.0,670,0,2015
500553,5,31,7,202.0,17.0,2465,1,2015
500554,5,30,6,0.0,16.0,776,0,2015
500555,5,10,7,-2.0,17.0,432,0,2015
500556,5,5,2,-1.0,14.0,762,0,2015
500557,5,9,6,-2.0,11.0,666,0,2015
500558,5,13,3,-1.0,6.0,616,0,2015
