FLIGHT_ID,ORIGIN_AIRPORT,DESTINATION_AIRPORT
500251,DCA,DEN
500252,BWI,JAX
500253,AEX,ATL
500254,BWI,BDL
500255,FLL,ORD
500256,ORD,SUX
500257,BOS,MSP
500258,LEX,ATL
500259,ORD,LAS
500260,ORD,STL
500261,CVG,IAH
500262,DTW,MEM
500263,PHX,SBA
500264,MIA,CLT
500265,SEA,IAH
500266,SJC,ONT
500267,SEA,ORD
500268,MDW,SEA
500269,MCI,SFO
500270,DEN,MSP
500271,DTW,CHS
500272,DFW,MSP
500273,MCI,ATL
500274,MIA,IAD
500275,MIA,DFW
500276,PHX,IND
500277,ATL,IAH
500278,SEA,OAK
500279,PHX,SBA
500280,ATL,PNS
500281,RDU,BNA
500282,YUM,PHX
500283,ATL,STL
500284,GEG,SEA
500285,DEN,MKE
500286,BOS,PHL
500287,MDW,ATL
500288,OAK,BUR
500289,ATL,MSY
500290,DFW,BNA
500291,ORD,BOS
500292,LAS,SFO
500293,LAS,JFK
500294,IAH,DFW
500295,DFW,SNA
500296,LAS,JFK
500297,OKC,SLC
500298,BOS,DCA
500299,IAH,JAX
500300,IAH,IND
500301,BNA,LGA
500302,OAK,LAX
500303,ITO,LAX
500304,SJC,LAX
500305,LIH,DEN
500306,LAX,ATL
500307,BHM,DTW
500308,BDL,CLE
500309,LAX,LIH
500310,ANC,OME
500311,DCA,MCO
500312,ICT,ORD
500313,DFW,ABQ
500314,LIT,IAH
500315,LAS,DAL
500316,SFO,HNL
500317,LAS,FLL
500318,DFW,SPI
500319,ORD,IND
500320,DTW,MSP
500321,BOS,ORD
500322,DFW,LAX
500323,BNA,MDW
500324,SFO,DFW
500325,DEN,CLT
500326,EWR,JAX
500327,PIT,CLT
500328,ANC,BET
500329,LAX,JFK
500330,CMH,ORD
500331,SAN,SFO
500332,KOA,HNL
500333,SDF,ORD
500334,ATL,DAB
500335,LAX,SJC
500336,LAX,DFW
500337,OAJ,ATL
500338,ATL,DTW
500339,DFW,TUL
500340,ATL,LGA
500341,STL,BWI
500342,JFK,PBI
500343,AUS,DEN
500344,CLT,ATL
500345,EWR,DTW
500346,ATL,LGA
500347,HOU,DFW
500348,MCO,PVD
500349,ORD,PHL
500350,MKE,DAL
500351,LAS,SLC
500352,SAN,OAK
500353,BOS,LGA
500354,ORD,RDU
500355,CMH,LAS
500356,ATL,TRI
500357,ABQ,DFW
500358,EWR,DCA
500359,HOU,MSY
500360,BNA,TPA
500361,EWR,MCI
500362,SEA,PDX
500363,MIA,MCO
500364,CHA,ATL
500365,BNA,ORD
500366,DFW,JAX
500367,ORD,TVC
500368,JFK,SFO
500369,ORD,ANC
500370,ATL,BWI
500371,JFK,LAX
500372,SAN,HNL
500373,EWR,SFO
500374,CLE,MDW
500375,MOT,DEN
500376,LAX,HNL
500377,PHX,SJC
500378,ATL,MLU
500379,ATL,CHS
500380,MCO,ORH
500381,LAX,ORD
500382,ATL,BWI
500383,PHX,SEA
500384,RSW,IND
500385,LGA,IAH
500386,BOS,BWI
500387,MDT,ORD
500388,SHV,IAH
500389,PHL,ORD
500390,MSP,ATL
500391,ATL,CHS
500392,FLL,DFW
500393,ATL,OKC
500394,SMF,LAX
500395,PHX,SDF
500396,BWI,PBI
500397,BOS,SFO
500398,ATL,CLE
500399,ORD,DLH
500400,ATL,MIA
500401,DFW,MLI
500402,DFW,LFT
500403,ATL,COS
500404,MDW,DEN
500405,IAH,DFW
500406,TPA,DFW
500407,PHX,ATL
500408,JFK,CMH
500409,PHL,BOS
500410,DFW,STL
500411,MCO,LAS
500412,HPN,ATL
500413,LAX,BWI
500414,KOA,OGG
500415,LAX,MSY
500416,SAN,SJC
500417,ORD,MSP
500418,JFK,LAX
500419,PDX,ABQ
500420,DTW,MCO
500421,ORD,SBN
500422,ESC,DTW
500423,SAT,LAX
500424,SJT,DFW
500425,DTW,MSN
500426,SFO,PHX
500427,IAD,LAX
500428,OAK,BUR
500429,LGA,FLL
500430,SFO,LAS
500431,LAX,HNL
500432,PHX,SNA
500433,MBS,DTW
500434,DEN,MFR
500435,MDW,SAN
500436,CHA,ATL
500437,MSP,DEN
500438,ATL,ABY
500439,JAX,ATL
500440,DTW,MCO
500441,PHL,DFW
500442,CAE,ATL
500443,PHX,LAS
500444,DEN,IAH
500445,SHV,DFW
500446,MSP,PHL
500447,SFO,LAS
500448,RSW,EWR
500449,DCA,ATL
500450,CLT,ATL
500451,ORD,MIA
500452,ATL,FLL
500453,MSN,ORD
500454,MEM,IAH
500455,SLC,IAH
500456,ATL,BUF
500457,DEN,MEM
500458,OMA,PHX
500459,RIC,ORD
500460,PHX,TUS
500461,LAX,LAS
500462,MSP,BJI
500463,TPA,DFW
500464,CID,ORD
500465,LIH,HNL
500466,HOU,DAL
500467,DTW,ESC
500468,DFW,ABQ
500469,CHS,ATL
500470,CLT,LAX
500471,ONT,SJC
500472,FSD,MSP
500473,PBI,ATL
500474,RSW,BOS
500475,OKC,DFW
500476,LGB,SEA
500477,DEN,DFW
500478,IAD,SFO
500479,MSP,SAT
500480,BWI,MCO
500481,IAH,DFW
500482,IAH,SFO
500483,STL,OMA
500484,DTW,RIC
500485,HOU,MDW
500486,LAS,ICT
500487,DFW,SJU
500488,ORD,SEA
500489,JFK,BOS
500490,ATL,DCA
500491,SFO,SBA
500492,LAX,FAT
500493,SNA,SJC
500494,IAH,DEN
500495,DCA,STL
500496,FLL,MYR
500497,SDF,MDW
500498,SJU,MIA
500499,SMF,LAX
500500,SLC,ATL
500501,BWI,AUS
500502,BWI,SAT
500503,BNA,ORD
500504,LAS,SFO
500505,ATL,GPT
500506,STL,LAX
500507,DAL,STL
500508,LAS,PHX
500509,BDL,SJU
500510,DEN,BOI
500511,LGA,FLL
500512,MEM,CLT
500513,TUL,IAH
500514,BUR,SFO
500515,ATL,RIC
500516,DEN,SEA
500517,OAK,SNA
500518,BWI,IND
500519,ATL,SYR
500520,DEN,TYS
500521,MCO,MIA
500522,PVD,ATL
500523,ORD,IAH
500524,HRL,HOU
500525,LAS,DEN
500526,EWR,IAH
500527,EWR,FLL
500528,MSP,SAN
500529,TPA,ATL
500530,DTW,FWA
500531,ANC,SEA
500532,MDW,PHL
500533,DFW,SFO
500534,ATL,LGA
500535,SAN,ATL
500536,DFW,PHL
500537,DTW,BOS
500538,SAT,HOU
500539,BUR,LAS
500540,BOS,ORD
500541,ORD,SAN
500542,CLE,MDW
500543,ORD,OMA
500544,ATL,MIA
500545,PHX,DFW
500546,ATL,HSV
500547,DFW,CLL
500548,DTW,SEA
500549,DCA,DFW
500550,MIA,LGA
500551,BOS,STT
500552,BNA,HOU
500553,LGB,JFK
500554,PSP,DEN
500555,ATL,IND
500556,ATL,LGA
500557,ATL,PHL
500558,MCO,BNA
500559,MSP,DCA
500560,SFO,JFK
500561,OMA,IAH
500562,HNL,ITO
500563,IAH,LFT
500564,SEA,ANC
500565,DFW,CLT
500566,DAL,MDW
500567,MCO,ISP
500568,BNA,ORD
500569,DFW,SEA
500570,IAD,LAX
500571,PVD,TPA
500572,CLT,CLE
500573,TPA,ATL
500574,SJC,SAN
500575,PHX,LAX
500576,ATL,SJU
500577,BWI,SLC
500578,LGA,CLE
500579,HNL,PHX
500580,DTW,BWI
500581,OMA,MSP
500582,BOS,PDX
500583,PWM,DTW
500584,LGA,DCA
500585,LAX,LAS
500586,FLL,BOS
500587,MCO,SAN
500588,IAH,DTW
500589,MOB,ATL
500590,ORD,BDL
500591,ATL,CHS
500592,ATL,TPA
500593,DCA,CLT
500594,SDF,TPA
500595,RST,ORD
500596,KOA,SFO
500597,IAH,CLT
500598,FLL,TPA
500599,EWR,FLL
500600,PHX,DTW
500601,LAX,EWR
500602,ORD,ACY
500603,TPA,ATL
500604,MFE,DFW
500605,ALB,BWI
500606,DFW,GJT
500607,MLB,ATL
500608,ATL,SGF
500609,CLE,LAS
500610,STL,MDW
500611,LAX,OAK
500612,MSP,TTN
500613,SEA,ORD
500614,FLL,ATL
500615,IAH,ORF
500616,SAN,LAX
500617,IAH,CRP
500618,JFK,SLC
500619,DEN,CMH
500620,TPA,MSP
500621,PHX,SAN
500622,LGA,DAL
500623,EWR,BOS
500624,ORD,IAH
500625,ABQ,LAX
500626,PHL,LAX
500627,ATL,ELP
500628,LAS,EWR
500629,SMF,LAX
500630,RSW,ATL
500631,LAS,OAK
500632,PHX,DEN
500633,IAH,OAK
500634,OMA,STL
500635,FLL,IAH
500636,ORD,AUS
500637,BOI,MSP
500638,EWR,MCO
500639,EWR,ROC
500640,BUF,ORD
500641,HOU,PIT
500642,ORF,ATL
500643,ORD,MEM
500644,IAH,SHV
500645,ATL,VLD
500646,ORD,GRR
500647,LAS,LAX
500648,ATL,PHL
500649,SFO,PHX
500650,CMH,MCO
500651,LGA,ORD
500652,YAK,JNU
500653,DEN,DFW
500654,MDW,CLT
500655,IAD,DFW
500656,EWR,AUS
500657,LAX,EWR
500658,TPA,IAH
500659,SDF,ORD
500660,MCO,DCA
500661,SYR,JFK
500662,ATL,SRQ
500663,SAN,ORD
500664,SFO,CLT
500665,MIA,EWR
500666,MSP,MCI
500667,TPA,BUF
500668,DTW,MCI
500669,RDU,CLT
500670,SJC,LAX
500671,BWI,MEM
500672,DFW,MCI
500673,SAT,ATL
500674,SEA,HOU
500675,BWI,PVD
500676,DFW,MAF
500677,PHX,MSY
500678,SFO,SAN
500679,SLC,CPR
500680,SFO,EWR
500681,TUS,SLC
500682,EWN,ATL
500683,SFO,PHX
500684,EWR,BNA
500685,ISP,FLL
500686,SAN,DFW
500687,ROA,ATL
500688,EWR,PBI
500689,CLT,BUF
500690,SEA,PHX
500691,STL,LAS
500692,BUR,LAS
500693,HPN,FLL
500694,SEA,JNU
500695,BIS,ORD
500696,SFO,BOS
500697,ATL,CAK
500698,ALB,ATL
500699,PIT,ATL
500700,MSP,SFO
500701,ROC,EWR
500702,CLT,SLC
500703,JNU,SIT
500704,SFO,CLE
500705,ATL,OKC
500706,LAS,DFW
500707,FLL,LAS
500708,DEN,PDX
500709,DAL,LGA
500710,DCA,DTW
500711,CMH,ORD
500712,DCA,IAH
500713,PHX,MIA
500714,BTR,DFW
500715,EWR,CVG
500716,SAN,SFO
500717,MCI,MSP
500718,TPA,HOU
500719,OGG,HNL
500720,MSY,HOU
500721,IAH,IND
500722,PHL,BOS
500723,SEA,MDW
500724,SUX,ORD
500725,HNL,OGG
500726,GSP,ATL
500727,PSP,SFO
500728,BOS,CLE
500729,BOS,PHL
500730,DEN,SNA
500731,CLT,BWI
500732,BOS,BWI
500733,AMA,DFW
500734,CLT,PHX
500735,SAN,LAS
500736,PNS,IAH
500737,HOU,MAF
500738,FLL,DEN
500739,MCO,SJU
500740,SEA,SMF
500741,SNA,OAK
500742,DFW,PDX
500743,LIH,HNL
500744,MSY,DCA
500745,SEA,SMF
500746,ITO,HNL
500747,ATL,VPS
500748,DFW,COU
500749,RSW,CLT
500750,LAW,DFW
500751,IAH,DEN
500752,DEN,ABQ
500753,SGF,DFW
500754,MCO,PHL
500755,BOS,JFK
500756,MSP,SEA
500757,PHX,DFW
500758,CHS,BWI
500759,SBP,PHX
500760,BOI,SFO
500761,LAX,DEN
500762,HNL,OGG
500763,BQK,ATL
500764,MSP,PHL
500765,DTW,FLL
500766,SLC,DEN
500767,MSY,SAT
500768,IAH,SNA
500769,LGA,BOS
500770,ATL,BTV
500771,ORD,BOI
500772,CID,MSP
500773,FCA,SLC
500774,MCO,EWR
500775,GPT,ATL
500776,PBI,DFW
500777,EWR,TPA
500778,BDL,ATL
500779,SLC,JFK
500780,PDX,OAK
500781,FWA,ORD
500782,LSE,ORD
500783,LBE,FLL
500784,ORD,JFK
500785,IAH,JAX
500786,PSP,SEA
500787,SFO,DFW
500788,CMH,MSP
500789,TUS,SAN
500790,BOS,DTW
500791,ORD,RIC
500792,IAH,LIT
500793,SAT,DEN
500794,HOU,AUS
500795,BOS,LAX
500796,JFK,ATL
500797,SFO,PDX
500798,DEN,SGF
500799,SEA,LAX
500800,CLT,ATL
500801,OMA,PHX
500802,ORD,SCE
500803,SAN,DFW
500804,LAS,LAX
500805,DTW,DCA
500806,STL,PHX
500807,MDW,DCA
500808,CLT,DEN
500809,DFW,BWI
500810,SEA,SFO
500811,PHX,SJC
500812,PHX,LAS
500813,LAX,ORD
500814,RDU,DFW
500815,LAS,ATL
500816,DFW,ORD
500817,BNA,MCI
500818,MSP,FAR
500819,FLL,BNA
500820,GSP,ATL
500821,MSY,LAX
500822,ATL,DCA
500823,OAK,SLC
500824,ORD,COS
500825,VPS,ATL
500826,BOS,DCA
500827,MLU,DFW
500828,DEN,CLE
500829,MSY,DEN
500830,DAL,MSY
500831,JFK,PBI
500832,DCA,MCO
500833,CLT,PIT
500834,PDX,LAX
500835,IAD,BOS
500836,CLT,ORD
500837,ATL,LAX
500838,RDU,LGA
500839,ATL,JAN
500840,RST,ORD
500841,CMH,MDW
500842,LIT,DFW
500843,OGG,HNL
500844,MSY,ATL
500845,MIA,CVG
500846,EWR,CLT
500847,JFK,SJU
500848,SEA,KTN
500849,IAH,DFW
500850,SFO,BOS
500851,ATL,HPN
500852,ICT,ATL
500853,ATL,CHA
500854,LAX,HNL
500855,ATL,BWI
500856,STT,CLT
500857,AZO,ORD
500858,JFK,LAX
500859,CMH,LGA
500860,CLT,PIT
500861,TPA,PHL
500862,DFW,BWI
500863,ORD,IND
500864,AUS,DFW
500865,SEA,SFO
500866,ATL,CHA
500867,STL,MSP
500868,LIT,DFW
500869,SJU,JFK
500870,BOS,CLT
500871,GEG,SEA
500872,CLT,PIT
500873,SFO,EUG
500874,ORD,DSM
500875,JFK,LAX
500876,PBI,CLT
500877,TPA,SDF
500878,DTW,DFW
500879,ABQ,MSP
500880,TTN,UST
500881,ATL,GNV
500882,LFT,ATL
500883,SEA,SLC
500884,MSP,FNT
500885,DEN,SJC
500886,CID,DEN
500887,DAL,HOU
500888,ISP,PBI
500889,ABQ,LAX
500890,RNO,SLC
500891,STL,SFO
500892,TUL,DFW
500893,ORD,FWA
500894,LIT,ORD
500895,IND,DEN
500896,LNK,ORD
500897,ORD,DAY
500898,MSP,FWA
500899,MLB,ATL
500900,LAS,DEN
500901,MIA,SJU
500902,CHS,JFK
500903,CHA,DFW
500904,MIA,DTW
500905,EWR,IAH
500906,ORD,BOS
500907,PDX,PHX
500908,ORD,GRB
500909,MCO,BOS
500910,RDU,MCO
500911,MDW,CLE
500912,LGA,STL
500913,DTW,LGA
500914,SAN,MIA
500915,PHL,ATL
500916,IAH,LAS
500917,LAX,DCA
500918,ORD,DCA
500919,SFO,BFL
500920,IAH,SAT
500921,MDW,RDU
500922,MSP,RAP
500923,HNL,OGG
500924,JFK,FLL
500925,PBI,HPN
500926,DTW,LEX
500927,MSP,MSO
500928,MCO,JFK
500929,LAX,IAH
500930,BOS,PHL
500931,DFW,PHX
500932,BUR,PDX
500933,ATW,ATL
500934,SLC,GTF
500935,FAI,SEA
500936,DAL,LGA
500937,MKE,ORD
500938,FLL,JFK
500939,MCO,BWI
500940,PIT,IAH
500941,SLC,JFK
500942,ATL,SHV
500943,MSP,DEN
500944,SFO,DEN
500945,CLE,PHL
500946,SFO,DEN
500947,ATL,FLL
500948,DFW,SJU
500949,ORD,SJC
500950,CLE,LAS
500951,LAX,MCI
500952,PHL,DFW
500953,MSN,ATL
500954,BOI,PHX
500955,BDL,MSP
500956,DTW,RDU
500957,PHL,ORD
500958,DEN,LAX
500959,TPA,DAL
500960,ORD,DTW
500961,GRB,ORD
500962,LAX,CLT
500963,PHX,PDX
500964,SAN,TUS
500965,IND,PHX
500966,DTW,ESC
500967,DAL,MCI
500968,DEN,CLT
500969,LAX,SEA
500970,BWI,ISP
500971,BWI,DEN
500972,RSW,DTW
500973,ATL,BOS
500974,MSP,MIA
500975,PHL,SFO
500976,FLL,DFW
500977,RIC,LGA
500978,ORD,TUL
500979,ATL,GSP
500980,DFW,CLE
500981,JFK,LGB
500982,DRO,DFW
500983,IAH,TUL
500984,PHX,SLC
500985,HSV,IAH
500986,LIH,HNL
500987,LAS,LAX
500988,AUS,ATL
500989,GEG,SLC
500990,SHV,DFW
500991,PHX,DEN
500992,PHX,SEA
500993,LAS,SNA
500994,SJU,MIA
500995,DAL,TPA
500996,XNA,IAH
500997,DFW,TUS
500998,RSW,DTW
500999,DAL,IND
501000,DEN,BNA
501001,MDW,RNO
501002,LGA,BOS
501003,MSP,IAH
501004,PHX,SFO
501005,FLL,BDL
501006,COS,DFW
501007,SAN,DEN
501008,BWI,CMH
501009,ATL,BDL
501010,PHX,SAN
501011,WRG,PSG
501012,IAH,AMA
501013,LAX,LAS
501014,YUM,PHX
501015,PHL,CLT
501016,DEN,ANC
501017,ORD,SEA
501018,JFK,SJU
501019,MSP,LGA
501020,DFW,IAH
501021,DCA,DFW
501022,SFO,DTW
501023,LIH,HNL
501024,DFW,SFO
501025,MCO,IAD
501026,LAX,JFK
501027,SAN,SMF
501028,STL,SFO
501029,PHX,BWI
501030,SEA,MSY
501031,ANC,CDV
501032,MBS,DTW
501033,MSP,FAR
501034,IND,ORD
501035,MCO,SLC
501036,ATL,ORF
501037,SFO,ORD
501038,IAH,LAX
501039,DEN,RNO
501040,PHX,SLC
501041,TPA,SJU
501042,IAH,LGA
501043,ORD,DTW
501044,SAN,PHX
501045,MCO,SEA
501046,JFK,RDU
501047,STL,MSP
501048,ORD,CMH
501049,PHL,ATL
501050,SEA,OMA
501051,SJU,EWR
501052,PDX,ANC
501053,IAH,CLT
501054,LGA,BOS
501055,DEN,SFO
501056,ORD,PHL
501057,SAN,DFW
501058,LGA,ATL
501059,SLC,ORD
501060,ATL,DEN
501061,FLL,LGA
501062,DEN,TYS
501063,PWM,CLT
501064,MKE,DFW
501065,ORD,DCA
501066,ORD,CVG
501067,DSM,ORD
501068,IAH,DSM
501069,LRD,IAH
501070,SLC,MFR
501071,ORD,LAS
501072,OAK,SEA
501073,TUS,PHX
501074,ALB,BWI
501075,TYR,DFW
501076,LGA,PIT
501077,EWR,PBI
501078,IAH,LAX
501079,OTZ,OME
501080,JFK,SFO
501081,MGM,DFW
501082,SHV,IAH
501083,FLL,BDL
501084,SMF,PDX
501085,FLL,JFK
501086,SLC,COD
501087,SFO,LAX
501088,SLC,OAK
501089,LAS,MKE
501090,SFO,ATL
501091,JFK,DEN
501092,SNA,SFO
501093,BWI,BOS
501094,ORF,LGA
501095,MCO,DAL
501096,ATL,RDU
501097,ORD,ROC
501098,DCA,ATL
501099,DFW,ATL
501100,MIA,ATL
501101,ATL,DEN
501102,CLT,IAH
501103,MCO,ORD
501104,PHX,SJC
501105,SEA,OAK
501106,DCA,MDW
501107,ORD,SEA
501108,DCA,CLT
501109,GSO,EWR
501110,DTW,IAH
501111,OAK,MDW
501112,DEN,BOS
501113,ELP,PHX
501114,ORD,ATL
501115,CHS,ORD
501116,TLH,ATL
501117,LGA,CMH
501118,SAN,SEA
501119,OAK,BUR
501120,DAL,MCI
501121,SJC,LAX
501122,LGA,CLT
501123,CHO,ORD
501124,ONT,PHX
501125,PHL,MSP
501126,BUF,ORD
501127,MSY,CLT
501128,GRR,ORD
501129,OAK,DEN
501130,JFK,CMH
501131,PHX,PIT
501132,LAS,OAK
501133,TPA,RDU
501134,SFO,DTW
501135,ORD,MKE
501136,SLC,DEN
501137,PNS,ATL
501138,DTW,BWI
501139,ORD,MBS
501140,SLC,SFO
501141,MFE,DFW
501142,PHX,LAX
501143,MCI,DAL
501144,SFO,JFK
501145,PIT,FLL
501146,PIT,BOS
501147,PHX,FAT
501148,HNL,OGG
501149,DTW,LAS
501150,ATL,ORD
501151,SFO,ATL
501152,MDW,CLE
501153,DEN,SEA
501154,ATL,MKE
501155,PHL,CLT
501156,MKE,PHX
501157,SFO,SAN
501158,TUL,PHX
501159,RDU,ORD
501160,SAN,SEA
501161,LGA,DAL
501162,DEN,LAX
501163,MSP,LGA
501164,DFW,LAX
501165,KOA,HNL
501166,SBN,MSP
501167,ATL,MSY
501168,PIT,MDW
501169,RDU,TPA
501170,ORD,OMA
501171,ATL,DTW
501172,SNA,SJC
501173,DAY,EWR
501174,SJC,LAS
501175,MSY,PHX
501176,CLT,BOS
501177,SAT,DFW
501178,ACT,DFW
501179,CLT,IAH
501180,DEN,MSY
501181,MCO,DFW
501182,SMF,LAS
501183,JFK,PDX
501184,EWR,ORD
501185,PHX,ONT
501186,JAX,BNA
501187,MSP,LAS
501188,OAK,PHX
501189,ROC,LGA
501190,MSP,DEN
501191,SMF,LAX
501192,ATL,CAK
501193,MSY,ATL
501194,DFW,SAT
501195,SFO,SEA
501196,ATL,PHL
501197,ORD,AUS
501198,SEA,ANC
501199,AUS,JFK
501200,ORD,SAV
501201,BOS,LAS
501202,HOU,SAT
501203,SJC,MDW
501204,SEA,SNA
501205,MDW,BHM
501206,PHX,DEN
501207,SEA,OAK
501208,MSP,MCO
501209,DFW,LAX
501210,AEX,ATL
501211,SAN,BWI
501212,DFW,PHL
501213,IAH,ONT
501214,OMA,MDW
501215,SAT,MIA
501216,MCI,MSP
501217,ORF,BWI
501218,MSP,SEA
501219,MSP,GEG
501220,DEN,SFO
501221,STL,SEA
501222,PBI,EWR
501223,SJC,SNA
501224,BUR,PHX
501225,LAS,SFO
501226,BOS,DCA
501227,DEN,PUB
501228,BWI,MCO
501229,FLL,BDL
501230,LAX,SBA
501231,MSY,DFW
501232,FNT,ATL
501233,LGA,CLE
501234,SAN,LAX
501235,MDW,SEA
501236,MIA,SJU
501237,LAS,PDX
501238,SEA,GEG
501239,RDU,MCO
501240,LGA,PBI
501241,ISN,DEN
501242,LGA,IAH
501243,SFO,IAH
501244,SEA,PHX
501245,IAH,OMA
501246,SJU,TPA
501247,CLE,DTW
501248,IAH,CLT
501249,ORD,OKC
501250,ORD,OMA
501251,MSY,DAL
501252,FNT,BWI
501253,BWI,MCO
501254,LFT,IAH
501255,MSP,GRR
501256,HSV,ATL
501257,AEX,IAH
501258,SJC,LAX
501259,DCA,PVD
501260,PHX,LAX
501261,LAX,PSP
501262,PWM,DTW
501263,SMF,MSP
501264,LAS,DEN
501265,MCI,ATL
501266,LAS,PHX
501267,LGB,JFK
501268,BOI,DEN
501269,PHX,SAN
