MONTH,DAY,DAY_OF_WEEK,ORIGIN_AIRPORT,DESTINATION_AIRPORT,DEPARTURE_DELAY,TAXI_OUT,DISTANCE,DELAYED,YEAR
7,22,3,DAL,HOU,17.0,7.0,239,0,2015
7,14,2,DTW,ORD,-1.0,15.0,235,0,2015
7,27,1,IAH,SAN,32.0,24.0,1303,1,2015
7,9,4,PHL,CLT,0.0,13.0,449,0,2015
7,1,3,BUR,LAS,-5.0,14.0,223,0,2015
7,18,6,RSW,PIT,83.0,12.0,966,1,2015
7,27,1,ATL,HSV,-6.0,18.0,151,0,2015
7,10,5,MCO,EWR,12.0,16.0,937,0,2015
7,20,1,DCA,LGA,15.0,20.0,214,0,2015
7,15,3,ROW,DFW,0.0,11.0,435,0,2015
7,13,1,HNL,DFW,-9.0,19.0,3784,0,2015
7,8,3,ATL,PNS,21.0,16.0,271,1,2015
7,31,5,DCA,MSP,-4.0,14.0,931,0,2015
7,3,5,LAX,HNL,28.0,13.0,2556,0,2015
7,18,6,ORD,LAS,35.0,23.0,1514,1,2015
7,31,5,LAX,JFK,-1.0,8.0,2475,0,2015
7,2,4,LAX,MSP,1.0,26.0,1535,0,2015
7,28,2,JFK,BUF,-6.0,26.0,301,0,2015
7,30,4,LAX,MRY,43.0,26.0,266,1,2015
7,4,6,BZN,DEN,-4.0,13.0,524,0,2015
7,24,5,OMA,PHX,-7.0,9.0,1037,0,2015
7,10,5,MHT,MDW,-4.0,8.0,838,0,2015
7,19,7,LIT,ATL,-6.0,11.0,453,0,2015
7,12,7,JFK,PWM,-2.0,34.0,273,0,2015
7,26,7,ACY,TPA,-8.0,11.0,913,0,2015
7,27,1,MIA,EWR,19.0,18.0,1085,1,2015
7,18,6,BDL,DCA,-5.0,14.0,313,0,2015
7,31,5,IAH,CVG,6.0,18.0,871,0,2015
7,7,2,DFW,LRD,0.0,17.0,396,0,2015
7,28,2,JFK,AUS,-1.0,35.0,1521,0,2015
7,18,6,SEA,LAX,6.0,14.0,954,1,2015
7,13,1,SEA,MCI,-1.0,24.0,1489,0,2015
7,8,3,EWR,ATL,107.0,21.0,746,1,2015
7,8,3,OKC,ATL,-3.0,9.0,761,0,2015
7,13,1,DTW,EWR,65.0,15.0,488,1,2015
7,28,2,SYR,DTW,-1.0,12.0,374,0,2015
7,5,7,ATL,BOS,-3.0,15.0,946,0,2015
7,15,3,LAS,PHX,36.0,19.0,255,1,2015
7,1,3,DCA,LAS,-2.0,21.0,2089,0,2015
7,22,3,LAS,IAH,-1.0,15.0,1222,0,2015
7,27,1,MSP,MSN,-2.0,32.0,228,0,2015
7,4,6,MTJ,ORD,-15.0,15.0,1081,0,2015
7,23,4,SJC,ORD,-1.0,12.0,1829,0,2015
7,24,5,CMI,ORD,-8.0,17.0,135,0,2015
7,19,7,PHX,LAX,-3.0,10.0,370,0,2015
7,24,5,EWR,SEA,-8.0,27.0,2402,0,2015
7,9,4,SEA,GEG,-3.0,28.0,224,0,2015
7,29,3,SAN,OAK,-1.0,11.0,446,0,2015
7,19,7,DFW,ABQ,-7.0,18.0,569,0,2015
7,25,6,HNL,KOA,-3.0,10.0,163,0,2015
7,30,4,PHL,MIA,-2.0,23.0,1013,0,2015
7,10,5,LAX,SFO,-3.0,34.0,337,0,2015
7,4,6,PHX,OGG,73.0,15.0,2845,1,2015
7,1,3,CLE,BOS,-1.0,12.0,563,0,2015
7,12,7,GST,JNU,26.0,3.0,41,1,2015
7,17,5,JFK,LAX,-4.0,26.0,2475,0,2015
7,10,5,CID,DFW,-2.0,8.0,685,0,2015
7,6,1,TRI,ATL,-5.0,13.0,227,0,2015
7,24,5,LAS,ORD,-8.0,11.0,1514,0,2015
7,9,4,ORD,BNA,-8.0,22.0,409,0,2015
7,22,3,ATL,SDF,-3.0,15.0,321,0,2015
7,25,6,MSP,EWR,-2.0,15.0,1008,0,2015
7,15,3,SJC,LAX,39.0,11.0,308,1,2015
7,14,2,ATL,BOS,10.0,23.0,946,0,2015
7,1,3,DFW,DAY,3.0,10.0,861,0,2015
7,16,4,SLC,LAS,-1.0,12.0,368,0,2015
7,24,5,ORD,IND,56.0,18.0,177,1,2015
7,15,3,OTZ,ANC,-17.0,5.0,548,0,2015
7,17,5,SFO,DFW,-3.0,13.0,1464,0,2015
7,4,6,CID,ATL,-7.0,20.0,694,1,2015
7,13,1,PWM,JFK,-8.0,9.0,273,0,2015
7,31,5,DTW,PVD,16.0,13.0,615,0,2015
7,27,1,DFW,DTW,-6.0,13.0,986,0,2015
7,14,2,MCO,LAX,15.0,12.0,2218,0,2015
7,25,6,DFW,RSW,-1.0,13.0,1017,0,2015
7,10,5,LGA,MDW,52.0,43.0,725,1,2015
7,26,7,SAT,TPA,6.0,9.0,972,0,2015
7,9,4,MCI,ORD,49.0,14.0,403,1,2015
7,13,1,DTW,CID,-2.0,22.0,430,0,2015
7,23,4,ATL,CMH,17.0,15.0,447,1,2015
7,25,6,SAT,SLC,-4.0,12.0,1087,0,2015
7,23,4,MCI,PDX,0.0,6.0,1482,0,2015
7,30,4,LAX,TPA,69.0,28.0,2158,1,2015
7,16,4,STL,SEA,1.0,10.0,1709,0,2015
7,18,6,MCI,MKE,1.0,11.0,436,0,2015
7,9,4,JAC,SFO,-5.0,19.0,737,0,2015
7,8,3,ORD,LIT,15.0,15.0,552,0,2015
7,24,5,MEM,DTW,-3.0,15.0,610,0,2015
7,13,1,CLT,FLL,15.0,27.0,632,1,2015
7,25,6,SLC,HLN,-2.0,16.0,402,0,2015
7,9,4,DTW,IAH,6.0,32.0,1075,0,2015
7,15,3,DEN,LIT,0.0,30.0,771,0,2015
7,26,7,DTW,DAY,0.0,15.0,166,0,2015
7,31,5,LGA,ORD,-3.0,30.0,733,0,2015
7,25,6,IAH,SAT,-5.0,20.0,191,0,2015
7,13,1,DAL,MEM,71.0,8.0,423,1,2015
7,12,7,FLL,MKE,-5.0,11.0,1243,0,2015
7,22,3,MIA,ORD,-3.0,10.0,1197,0,2015
7,13,1,ORD,SFO,-3.0,15.0,1846,0,2015
7,25,6,DFW,RDU,4.0,23.0,1061,0,2015
7,19,7,DCA,HOU,0.0,8.0,1218,0,2015
7,26,7,DEN,SAT,1.0,11.0,794,0,2015
7,11,6,ORD,RDU,-2.0,22.0,646,0,2015
7,27,1,HNL,OGG,-8.0,8.0,100,0,2015
7,20,1,ORD,LGA,10.0,13.0,733,0,2015
7,9,4,ADQ,ANC,-1.0,9.0,253,0,2015
7,17,5,PWM,CLT,-3.0,20.0,813,0,2015
7,20,1,MDW,DTW,10.0,9.0,228,0,2015
7,10,5,SNA,OAK,7.0,25.0,371,0,2015
7,25,6,PHX,MCI,-2.0,8.0,1044,0,2015
7,26,7,LAX,PHL,1.0,18.0,2402,0,2015
7,27,1,DFW,PHL,-2.0,12.0,1303,0,2015
7,14,2,SEA,OAK,17.0,13.0,672,0,2015
7,14,2,RDU,MCO,75.0,6.0,534,1,2015
7,14,2,CLT,PVD,151.0,43.0,683,1,2015
7,23,4,MDW,STL,1.0,11.0,251,0,2015
7,6,1,ATL,JAN,4.0,30.0,341,1,2015
7,16,4,ABQ,OAK,1.0,9.0,889,0,2015
7,22,3,DFW,MSP,52.0,18.0,852,1,2015
7,15,3,DFW,LGA,52.0,29.0,1389,1,2015
7,27,1,DTW,SLC,-2.0,18.0,1481,0,2015
7,8,3,BHM,ATL,72.0,9.0,134,1,2015
7,17,5,DFW,LGA,0.0,12.0,1389,0,2015
7,14,2,SAN,HOU,10.0,9.0,1313,0,2015
7,27,1,ORD,CHO,-4.0,13.0,567,0,2015
7,24,5,MDW,OMA,43.0,11.0,423,1,2015
7,28,2,SAT,MSY,-5.0,11.0,494,0,2015
7,8,3,ORD,PHX,-6.0,19.0,1440,0,2015
7,5,7,OKC,ATL,-1.0,15.0,761,0,2015
7,8,3,XNA,DFW,147.0,12.0,280,1,2015
7,7,2,IAH,LAS,98.0,8.0,1222,1,2015
7,18,6,LAS,PHX,-6.0,10.0,255,1,2015
7,13,1,IND,DFW,-4.0,17.0,761,0,2015
7,28,2,RNO,LAS,-1.0,8.0,345,0,2015
7,26,7,DCA,ORD,-4.0,28.0,612,0,2015
7,11,6,IAH,LGA,-1.0,13.0,1416,0,2015
7,24,5,CAE,DFW,-17.0,15.0,922,0,2015
7,6,1,PHX,PDX,-14.0,18.0,1009,0,2015
7,19,7,ORD,MBS,-7.0,19.0,222,0,2015
7,31,5,SYR,CLT,9.0,8.0,603,0,2015
7,2,4,MIA,IAH,-2.0,14.0,964,0,2015
7,6,1,SFO,EWR,6.0,15.0,2565,0,2015
7,3,5,MSP,SBN,-4.0,17.0,411,0,2015
7,12,7,MOT,MSP,31.0,10.0,449,1,2015
7,31,5,MSP,ISN,-1.0,12.0,546,0,2015
7,12,7,ATL,GPT,-5.0,15.0,352,0,2015
7,26,7,PHX,SFO,-4.0,12.0,651,0,2015
7,16,4,CLT,EWR,-3.0,12.0,529,0,2015
7,14,2,DEN,ELP,40.0,29.0,563,1,2015
7,24,5,OKC,DTW,-5.0,8.0,900,0,2015
7,3,5,SAT,LAS,5.0,11.0,1069,0,2015
7,8,3,MDW,LAS,1.0,8.0,1521,0,2015
7,4,6,DEN,PHL,-6.0,18.0,1558,0,2015
7,14,2,ORD,BDL,-1.0,12.0,783,0,2015
7,12,7,ATL,AVP,16.0,23.0,714,1,2015
7,28,2,ABR,MSP,42.0,16.0,257,1,2015
7,14,2,IAH,BOS,77.0,16.0,1597,1,2015
7,9,4,IAH,SFO,157.0,14.0,1635,1,2015
7,22,3,CLT,DTW,-1.0,15.0,500,0,2015
7,23,4,ELP,PHX,-5.0,15.0,347,0,2015
7,22,3,ORD,BOS,6.0,21.0,867,0,2015
7,22,3,DFW,MCO,16.0,11.0,985,0,2015
7,8,3,DFW,EWR,1.0,12.0,1372,0,2015
7,30,4,ORD,PHX,7.0,31.0,1440,1,2015
7,13,1,BNA,SAN,1.0,11.0,1751,0,2015
7,5,7,BOS,DFW,-6.0,16.0,1562,0,2015
7,28,2,JFK,CHS,-5.0,20.0,636,0,2015
7,12,7,OAK,SLC,135.0,8.0,588,1,2015
7,4,6,CRW,ATL,-5.0,13.0,363,0,2015
7,25,6,SUN,SLC,-4.0,19.0,222,0,2015
7,10,5,BWI,IAH,12.0,14.0,1235,0,2015
7,21,2,IAH,VPS,-7.0,8.0,528,0,2015
7,8,3,SEA,PDX,-8.0,27.0,129,0,2015
7,4,6,MSY,HOU,-2.0,13.0,302,0,2015
7,3,5,SEA,LAX,-3.0,21.0,954,0,2015
7,5,7,DTW,STL,-3.0,6.0,440,0,2015
7,7,2,GRR,ATL,-7.0,11.0,640,0,2015
7,17,5,BUF,BWI,112.0,11.0,281,1,2015
7,9,4,BNA,BWI,-2.0,8.0,587,0,2015
7,27,1,ATL,GSO,-4.0,15.0,306,0,2015
7,5,7,TUL,ORD,-6.0,13.0,585,0,2015
7,2,4,DEN,OMA,31.0,12.0,472,1,2015
7,31,5,GNV,ATL,-6.0,8.0,300,0,2015
7,13,1,PHX,ABQ,8.0,8.0,328,0,2015
7,30,4,ABQ,JFK,165.0,8.0,1826,1,2015
7,13,1,BOS,CLT,-5.0,15.0,728,0,2015
7,28,2,BWI,PVD,2.0,13.0,327,0,2015
7,28,2,LAS,PHL,-3.0,9.0,2176,0,2015
7,16,4,CDC,SLC,-3.0,20.0,221,0,2015
7,13,1,JFK,PBI,-4.0,19.0,1028,0,2015
7,16,4,ORD,BZN,4.0,37.0,1186,0,2015
7,27,1,OAK,ONT,7.0,6.0,362,0,2015
7,15,3,DCA,CLE,-8.0,18.0,310,0,2015
7,2,4,MKE,DEN,-9.0,8.0,896,0,2015
7,17,5,MIA,DCA,2.0,10.0,919,0,2015
7,24,5,BNA,MCO,-4.0,15.0,616,0,2015
7,27,1,SEA,EWR,8.0,8.0,2402,0,2015
7,31,5,SEA,SJC,-1.0,14.0,697,0,2015
7,19,7,MDW,CLE,-1.0,11.0,307,0,2015
7,30,4,ATL,MSN,-1.0,17.0,707,0,2015
7,16,4,IND,ORD,-8.0,8.0,177,0,2015
7,26,7,PBI,BOS,-1.0,12.0,1197,0,2015
7,7,2,JFK,LAX,-7.0,16.0,2475,0,2015
7,11,6,BWI,MSP,-5.0,13.0,936,0,2015
7,12,7,PSP,SLC,-4.0,13.0,541,0,2015
7,1,3,EYW,MIA,-1.0,9.0,125,0,2015
7,13,1,MIA,LGA,-4.0,19.0,1096,0,2015
7,7,2,RDU,DEN,-2.0,8.0,1436,0,2015
7,5,7,MCO,DTW,7.0,12.0,957,0,2015
7,16,4,LAX,DTW,-4.0,15.0,1979,0,2015
7,4,6,MDW,AUS,-2.0,8.0,972,0,2015
7,8,3,DFW,ELP,35.0,15.0,551,1,2015
7,29,3,DAL,MSY,3.0,8.0,436,0,2015
7,29,3,HNL,LAX,10.0,18.0,2556,0,2015
7,6,1,ORD,BZN,89.0,34.0,1186,1,2015
7,24,5,ATL,AVL,-3.0,20.0,164,0,2015
7,1,3,TPA,MCI,136.0,11.0,1048,1,2015
7,28,2,DFW,ATL,-4.0,26.0,731,0,2015
7,24,5,OAK,ONT,-5.0,13.0,362,0,2015
7,6,1,TPA,PHL,-7.0,24.0,920,0,2015
7,4,6,CPR,DEN,-2.0,14.0,230,0,2015
7,11,6,FLL,BWI,25.0,15.0,925,1,2015
7,31,5,SAN,SFO,7.0,10.0,447,0,2015
7,16,4,ACY,MCO,-9.0,11.0,852,0,2015
7,14,2,DCA,DFW,36.0,9.0,1192,1,2015
7,25,6,JFK,BOS,-9.0,17.0,187,0,2015
7,30,4,MHK,DFW,34.0,8.0,431,1,2015
7,26,7,MCI,BWI,-3.0,10.0,967,0,2015
7,22,3,SNA,SLC,-5.0,10.0,588,0,2015
7,15,3,SLC,MDW,-3.0,13.0,1259,0,2015
7,29,3,TYS,ORD,-21.0,23.0,475,0,2015
7,21,2,IAH,LRD,-8.0,25.0,301,0,2015
7,13,1,DHN,ATL,-3.0,17.0,170,0,2015
7,5,7,DCA,BOS,56.0,16.0,399,1,2015
7,4,6,SJC,IAH,1.0,11.0,1608,0,2015
7,9,4,LAS,JFK,42.0,11.0,2248,1,2015
7,15,3,DFW,SAT,116.0,11.0,247,1,2015
7,6,1,ORD,AUS,4.0,24.0,978,0,2015
7,13,1,SEA,PHL,-2.0,16.0,2378,0,2015
7,6,1,LGA,BUF,-5.0,38.0,292,0,2015
7,6,1,BIL,MSP,-6.0,18.0,748,0,2015
7,24,5,JFK,LAX,-7.0,30.0,2475,0,2015
7,26,7,PHX,SMF,-1.0,21.0,647,0,2015
7,9,4,ATL,TYS,-2.0,17.0,152,0,2015
7,25,6,MDW,LAS,-1.0,16.0,1521,0,2015
7,21,2,DCA,MIA,12.0,18.0,919,1,2015
7,12,7,LAX,JFK,5.0,22.0,2475,0,2015
7,17,5,SFO,ATL,-1.0,9.0,2139,0,2015
7,28,2,MIA,EWR,-2.0,21.0,1085,1,2015
7,3,5,LAX,OMA,3.0,7.0,1330,0,2015
7,30,4,MKE,LAS,65.0,9.0,1524,1,2015
7,4,6,PHX,IAD,-11.0,9.0,1956,0,2015
7,17,5,SLC,TUS,-4.0,17.0,601,0,2015
7,26,7,SHV,IAH,-11.0,12.0,192,0,2015
7,10,5,MCI,SEA,-7.0,19.0,1489,0,2015
7,27,1,IAD,MIA,-6.0,23.0,921,0,2015
7,31,5,SEA,EWR,12.0,10.0,2402,0,2015
7,16,4,SDF,ATL,-10.0,14.0,321,0,2015
7,21,2,FLL,BWI,-8.0,20.0,925,0,2015
7,23,4,HSV,ATL,11.0,12.0,151,0,2015
7,25,6,LGA,FLL,-3.0,13.0,1076,0,2015
7,29,3,SEA,ORD,12.0,16.0,1721,0,2015
7,2,4,DTW,EWR,-4.0,13.0,488,0,2015
7,8,3,BOS,JFK,97.0,22.0,187,1,2015
7,16,4,LGA,RIC,-6.0,33.0,292,0,2015
7,28,2,JFK,LAS,1.0,22.0,2248,0,2015
7,15,3,HNL,OAK,8.0,15.0,2409,0,2015
7,17,5,CHS,ORD,-7.0,22.0,760,0,2015
7,14,2,DFW,FLL,-4.0,16.0,1119,0,2015
7,13,1,LIT,DTW,-9.0,9.0,705,0,2015
7,22,3,SAN,SFO,0.0,15.0,447,0,2015
7,4,6,BOS,DFW,130.0,16.0,1562,1,2015
7,7,2,ATL,SJU,33.0,14.0,1547,0,2015
7,21,2,ORD,LGA,64.0,9.0,733,1,2015
7,22,3,EUG,DEN,0.0,13.0,996,0,2015
7,12,7,DTW,SLC,4.0,15.0,1481,0,2015
7,5,7,MCO,EWR,-6.0,12.0,937,0,2015
7,13,1,RHI,MSP,-4.0,7.0,190,0,2015
7,8,3,SAN,MCI,7.0,14.0,1334,0,2015
7,1,3,SLC,JFK,-4.0,12.0,1990,0,2015
7,26,7,SFO,SEA,77.0,14.0,679,1,2015
7,31,5,CLE,DFW,-3.0,6.0,1021,0,2015
7,6,1,CRP,HOU,-4.0,6.0,187,0,2015
7,29,3,ATL,SHV,7.0,13.0,551,0,2015
7,1,3,SLC,IAH,80.0,14.0,1195,1,2015
7,28,2,SFO,SEA,3.0,14.0,679,0,2015
7,23,4,EWR,ATL,-1.0,15.0,746,0,2015
7,31,5,SJC,SNA,19.0,12.0,342,1,2015
7,6,1,DLH,ORD,282.0,12.0,397,1,2015
7,3,5,LGB,OAK,-9.0,11.0,353,0,2015
7,18,6,PHL,DTW,26.0,21.0,453,1,2015
7,25,6,MCI,RSW,3.0,7.0,1155,0,2015
7,22,3,PHX,SEA,-5.0,21.0,1107,0,2015
7,7,2,DFW,DEN,151.0,13.0,641,1,2015
7,11,6,SFO,BUR,-5.0,16.0,326,0,2015
7,14,2,CLT,TPA,-1.0,25.0,507,0,2015
7,5,7,FLL,LBE,-1.0,10.0,980,0,2015
7,22,3,ORD,CLT,2.0,13.0,599,0,2015
7,9,4,ATL,RIC,-3.0,22.0,481,0,2015
7,28,2,MIA,MCO,0.0,18.0,192,0,2015
7,3,5,RDU,ATL,-6.0,16.0,356,0,2015
7,9,4,MSP,PHX,-7.0,15.0,1276,0,2015
7,15,3,LGA,ATL,29.0,18.0,762,0,2015
7,1,3,DTW,JAX,-2.0,17.0,813,0,2015
7,2,4,LGA,IAH,-10.0,52.0,1416,0,2015
7,6,1,HOU,DCA,1.0,7.0,1218,0,2015
7,6,1,ATL,MSY,-4.0,19.0,425,0,2015
7,24,5,DTW,PHX,3.0,7.0,1671,0,2015
7,15,3,STT,ATL,-1.0,14.0,1599,0,2015
7,19,7,ATL,PHX,12.0,19.0,1587,0,2015
7,6,1,LAX,IND,-3.0,14.0,1814,0,2015
7,14,2,HNL,LIH,-6.0,15.0,102,0,2015
7,22,3,BWI,CLT,9.0,18.0,361,1,2015
7,27,1,BOS,PHL,-6.0,15.0,280,0,2015
7,24,5,ASE,LAX,-10.0,19.0,737,0,2015
7,25,6,SLC,DFW,-3.0,13.0,989,0,2015
7,12,7,GRR,BWI,-4.0,11.0,528,0,2015
7,16,4,CLE,DFW,-5.0,14.0,1021,0,2015
7,27,1,SBA,SEA,-2.0,18.0,908,1,2015
7,22,3,OKC,ORD,-8.0,16.0,693,0,2015
7,10,5,HOU,MCO,23.0,9.0,849,1,2015
7,3,5,CMH,DFW,-3.0,11.0,926,0,2015
7,16,4,LAS,LAX,45.0,24.0,236,1,2015
7,7,2,ORD,BUF,1.0,37.0,473,0,2015
7,15,3,BNA,MDW,40.0,8.0,395,1,2015
7,14,2,SAV,ATL,-1.0,12.0,214,0,2015
7,10,5,LAX,FLL,0.0,8.0,2343,0,2015
7,5,7,TPA,MEM,36.0,10.0,655,1,2015
7,31,5,LGA,CLT,-1.0,18.0,544,0,2015
7,31,5,OKC,DFW,-6.0,16.0,175,0,2015
7,7,2,SFO,SAN,-2.0,9.0,447,0,2015
7,9,4,MKE,BWI,-7.0,12.0,641,0,2015
7,3,5,STL,BWI,-5.0,9.0,738,0,2015
7,16,4,LGA,BHM,97.0,13.0,866,1,2015
7,18,6,SAN,IAH,83.0,33.0,1303,1,2015
7,11,6,ATL,CLE,-1.0,13.0,554,0,2015
7,22,3,IND,PHX,35.0,11.0,1488,1,2015
7,2,4,DFW,ORD,-4.0,18.0,802,0,2015
7,23,4,CLT,EWR,31.0,14.0,529,0,2015
7,14,2,FLL,BOS,7.0,20.0,1237,0,2015
7,5,7,RDU,BOS,28.0,55.0,612,1,2015
7,15,3,BWI,CLE,-2.0,12.0,314,0,2015
7,24,5,SEA,SJC,-3.0,12.0,697,0,2015
7,24,5,ATL,PHX,-1.0,14.0,1587,0,2015
7,18,6,PHX,ATL,12.0,21.0,1587,1,2015
7,2,4,JAX,FLL,-12.0,16.0,319,0,2015
7,9,4,MCO,MIA,2.0,13.0,192,0,2015
7,13,1,DFW,ABI,-4.0,8.0,158,0,2015
7,24,5,SLC,HLN,83.0,20.0,402,1,2015
7,13,1,MDW,CLE,19.0,15.0,307,1,2015
7,21,2,GUC,DEN,6.0,11.0,152,0,2015
7,8,3,DEN,ATL,-5.0,14.0,1199,0,2015
7,3,5,HOU,MSY,7.0,6.0,302,0,2015
7,21,2,RDU,CLT,-4.0,17.0,130,0,2015
7,28,2,MDW,LAS,19.0,11.0,1521,1,2015
7,24,5,CHO,ORD,-5.0,6.0,567,0,2015
7,19,7,RHI,IMT,-17.0,9.0,67,0,2015
7,10,5,ABE,ORD,-7.0,8.0,654,0,2015
7,10,5,TPA,DFW,-7.0,8.0,929,0,2015
7,23,4,BWI,CLT,-4.0,14.0,361,0,2015
7,16,4,PVD,CLT,-8.0,13.0,683,0,2015
7,12,7,MDT,ORD,12.0,9.0,594,0,2015
7,28,2,LAX,IAH,-4.0,15.0,1379,0,2015
7,27,1,PNS,DFW,27.0,11.0,604,1,2015
7,16,4,LGA,MCO,-2.0,28.0,950,0,2015
7,21,2,LAX,KOA,22.0,18.0,2504,0,2015
7,16,4,SAT,DEN,11.0,12.0,794,0,2015
7,30,4,TPA,ISP,-2.0,15.0,1034,0,2015
7,21,2,SFO,HNL,33.0,15.0,2398,1,2015
7,6,1,JFK,CMH,-5.0,36.0,483,0,2015
7,14,2,DEN,MSP,14.0,12.0,680,1,2015
7,8,3,DCA,MCO,39.0,15.0,759,1,2015
7,15,3,MSP,MEM,5.0,11.0,700,0,2015
7,11,6,AUS,PDX,15.0,8.0,1715,0,2015
7,16,4,ORD,BOS,-4.0,24.0,867,0,2015
7,12,7,LGA,ATL,5.0,15.0,762,0,2015
7,6,1,RIC,EWR,-10.0,10.0,277,0,2015
7,25,6,DEN,OMA,7.0,12.0,472,0,2015
7,30,4,IND,DFW,-2.0,11.0,761,0,2015
7,27,1,ORD,IAH,-8.0,15.0,925,0,2015
7,20,1,EWR,FLL,2.0,10.0,1065,0,2015
7,9,4,BNA,MCI,-7.0,11.0,491,0,2015
7,17,5,EWR,SEA,-2.0,19.0,2402,0,2015
7,1,3,ORD,DLH,107.0,22.0,397,1,2015
7,29,3,MKE,ATL,-3.0,20.0,669,0,2015
7,21,2,SAT,ATL,-7.0,17.0,874,0,2015
7,27,1,GSO,LGA,-4.0,12.0,461,0,2015
7,18,6,PHX,MRY,-2.0,31.0,598,0,2015
7,16,4,CMH,RSW,-9.0,11.0,930,0,2015
7,10,5,FLL,ISP,17.0,11.0,1092,0,2015
7,24,5,DFW,MLU,-1.0,17.0,293,0,2015
7,5,7,SAV,LGA,18.0,14.0,722,1,2015
7,12,7,PIA,ORD,-2.0,19.0,130,0,2015
7,17,5,ORD,MSP,37.0,12.0,334,1,2015
7,13,1,DFW,AUS,0.0,14.0,190,0,2015
7,11,6,IAH,STL,0.0,19.0,667,0,2015
7,26,7,FAR,ORD,94.0,9.0,557,1,2015
7,20,1,LAX,RDM,-6.0,31.0,726,0,2015
7,31,5,LAX,HNL,-5.0,21.0,2556,0,2015
7,30,4,ATL,EWR,76.0,17.0,746,1,2015
7,12,7,EWR,PHX,8.0,14.0,2133,0,2015
7,31,5,ORD,EVV,-9.0,16.0,272,0,2015
7,4,6,DFW,ATL,-4.0,12.0,731,0,2015
7,22,3,JFK,SJU,-2.0,17.0,1598,0,2015
7,16,4,BGM,DTW,-5.0,7.0,378,0,2015
7,8,3,IAH,EWR,107.0,12.0,1400,1,2015
7,21,2,GRR,ORD,-7.0,9.0,137,0,2015
7,9,4,ATL,MIA,-1.0,21.0,594,0,2015
7,31,5,DCA,DEN,87.0,22.0,1476,1,2015
7,18,6,SAT,MCO,-5.0,13.0,1041,0,2015
7,7,2,PHL,CLT,-2.0,18.0,449,0,2015
7,3,5,COS,ORD,-3.0,14.0,911,0,2015
7,30,4,SAT,ELP,4.0,7.0,496,0,2015
7,16,4,FSD,ORD,-4.0,10.0,462,0,2015
7,20,1,PHX,STL,16.0,11.0,1262,1,2015
7,9,4,MSP,LAX,10.0,21.0,1535,0,2015
7,15,3,PIT,ATL,8.0,15.0,526,0,2015
7,6,1,ORD,ROC,77.0,79.0,528,1,2015
7,28,2,ONT,SMF,2.0,7.0,390,0,2015
7,9,4,AUS,LAS,-2.0,9.0,1090,0,2015
7,28,2,LIT,IAH,-9.0,10.0,374,0,2015
7,4,6,STL,TUL,-6.0,7.0,351,0,2015
7,16,4,EWR,SDF,-2.0,20.0,642,0,2015
7,4,6,OAK,LAS,-4.0,7.0,407,0,2015
7,17,5,CLT,IND,-6.0,22.0,427,0,2015
7,5,7,SJC,DFW,-9.0,11.0,1438,0,2015
7,17,5,FLL,EWR,-13.0,23.0,1065,0,2015
7,4,6,TPA,ORF,0.0,10.0,717,0,2015
