FLIGHT_ID,ORIGIN_AIRPORT,DESTINATION_AIRPORT
300104,EWR,DFW
300105,DFW,CVG
300106,DEN,PHL
300107,TPA,LGA
300108,MKE,DEN
300109,SFO,LAS
300110,ORD,PAH
300111,DTW,RSW
300112,MSP,STL
300113,ELP,IAH
300114,SGF,ORD
300115,LAS,SFO
300116,LAX,SFO
300117,DFW,PHL
300118,BRW,FAI
300119,EWR,LAX
300120,DFW,SFO
300121,BNA,DEN
300122,ATL,STL
300123,TPA,SEA
300124,ORD,SGF
300125,ILM,ATL
300126,GEG,SEA
300127,LAS,DFW
300128,ATL,LAX
300129,OKC,DFW
300130,RSW,STL
300131,BHM,TPA
300132,MDW,CHS
300133,TPA,EWR
300134,SJC,OGG
300135,ATL,ROA
300136,BOI,IAH
300137,MCO,ACY
300138,DEN,CPR
300139,SAN,SMF
300140,PWM,JFK
300141,LAX,MDW
300142,DEN,IAD
300143,LAX,LAS
300144,DCA,BOS
300145,PDX,SEA
300146,LIT,IAH
300147,AVL,ATL
300148,ORD,MHT
300149,STL,PHX
300150,ABQ,IAH
300151,MSY,DEN
300152,LGA,CLE
300153,JFK,MSY
300154,DCA,DFW
300155,MDW,TUL
300156,ATL,ALB
300157,SFO,SAT
300158,BIL,MSP
300159,SAN,PHX
300160,BUF,JFK
300161,TYS,IAH
300162,CLE,EWR
300163,DTW,LAS
300164,CLT,DTW
300165,SJC,SAN
300166,DCA,LGA
300167,DEN,SJC
300168,STT,JFK
300169,HSV,IAH
300170,OKC,ATL
300171,RNO,SFO
300172,TPA,BOS
300173,LAS,SNA
300174,SLC,TUL
300175,STL,BWI
300176,CLT,PBI
300177,SMF,SAN
300178,BWI,FLL
300179,GSO,LGA
300180,RSW,ACY
300181,ATL,DHN
300182,HNL,LIH
300183,GPT,DFW
300184,SFO,PDX
300185,MCO,SJU
300186,FLL,DCA
300187,ALB,ATL
300188,AEX,IAH
300189,ATL,DFW
300190,DEN,SLC
300191,DTW,DFW
300192,SMF,BUR
300193,MCO,SJU
300194,SFO,EWR
300195,PHL,PBI
300196,SFO,DTW
300197,GRK,IAH
300198,FLL,MDW
300199,PHL,BOS
300200,DCA,ATL
300201,MDW,MSP
300202,CLT,EWR
300203,STL,CMH
300204,BOS,MCO
300205,BDL,MSP
300206,ORD,SFO
300207,CLT,LAS
300208,VPS,IAH
300209,PHX,ATL
300210,LAS,TUS
300211,TUL,HOU
300212,MCI,MDW
300213,DFW,LAX
300214,SFO,ORD
300215,SJU,JFK
300216,DFW,CVG
300217,JAX,ATL
300218,ABE,ATL
300219,DTW,DFW
300220,PDX,HNL
300221,RSW,DCA
300222,EWR,CLT
300223,ORD,IAH
300224,LAS,DEN
300225,XNA,ATL
300226,DFW,GSO
300227,LAX,JFK
300228,MSP,STL
300229,GRR,DTW
300230,CLT,PIT
300231,DFW,MKE
300232,DCA,ATL
300233,ORD,BWI
300234,BOI,OAK
300235,ORD,HPN
300236,IAD,RDU
300237,DAL,PHX
300238,BWI,SDF
300239,EWR,DFW
300240,MDW,MEM
300241,RIC,ATL
300242,EGE,MIA
300243,BWI,RSW
300244,PDX,BUR
300245,ATL,LAX
300246,MSP,TPA
300247,LAX,SFO
300248,MSY,DAL
300249,HNL,ITO
300250,HLN,SLC
300251,DEN,HLN
300252,IAH,TUS
300253,JAN,ATL
300254,LGA,TPA
300255,ORD,EVV
300256,JFK,MCO
300257,SLC,VEL
300258,DEN,SHV
300259,FLL,TPA
300260,FLL,EWR
300261,ORD,BUF
300262,DCA,ATL
300263,MAF,IAH
300264,SFO,HNL
300265,RSW,BDL
300266,IAH,PHX
300267,DFW,LGA
300268,PHL,BOS
300269,CLE,LGA
300270,PHX,BOI
300271,CLE,ORD
300272,LGA,MIA
300273,DEN,TUS
300274,SFO,PHX
300275,GRR,MCO
300276,SAT,HOU
300277,MSP,ASE
300278,VPS,IAH
300279,CLE,DEN
300280,FLL,ATL
300281,ATL,TLH
300282,SLC,ORD
300283,IND,MSP
300284,LAS,DTW
300285,DFW,CLL
300286,ATL,IND
300287,MIA,RDU
300288,DEN,HOU
300289,HNL,IAH
300290,LAX,DFW
300291,SAN,ABQ
300292,BUR,PDX
300293,DFW,LAX
300294,FWA,ATL
300295,MIA,BWI
300296,AGS,ATL
300297,TPA,PHL
300298,DEN,ICT
300299,DTW,ELM
300300,ORD,LAX
300301,JFK,PBI
300302,BWI,GRR
300303,MCO,DEN
300304,MIA,BWI
300305,DFW,SAT
300306,CVG,ATL
300307,SAT,PHL
300308,AUS,EWR
300309,PHX,DEN
300310,FLL,CMH
300311,DEN,SFO
300312,GRB,MSP
300313,DFW,ABQ
300314,SFO,JFK
300315,MEM,IAH
300316,DFW,ORD
300317,LIH,LAX
300318,RSW,MKE
300319,ATL,ORD
300320,DTW,SRQ
300321,ATL,CAK
300322,SJC,SLC
300323,SFO,FLL
300324,ATL,DAB
300325,MSY,IAH
300326,DEN,PSP
300327,KOA,SFO
300328,TPA,FLL
300329,DEN,SLC
300330,PHL,DFW
300331,JAX,IAH
300332,MCO,EWR
300333,TYS,IAH
300334,BQN,MCO
300335,SFO,FAT
300336,GRR,MCO
300337,PHX,DEN
300338,AUS,IAH
300339,PHL,LAS
300340,DCA,BOS
300341,MKE,ORD
300342,LAX,OAK
300343,MCO,ATL
300344,JFK,MCO
300345,CPR,SLC
300346,PBI,HPN
300347,FLL,DTW
300348,TPA,DCA
300349,PHX,OKC
300350,MCO,BNA
300351,ATL,STT
300352,BOS,ATL
300353,RDU,BOS
300354,FWA,ATL
300355,ATL,DFW
300356,LAX,BOS
300357,DEN,IDA
300358,RDU,ORD
300359,FWA,DTW
300360,MCO,RDU
300361,ORD,MCO
300362,ATL,IAD
300363,ROC,CLT
300364,DCA,ATL
300365,ATL,RIC
300366,ATL,MSN
300367,ORD,LGA
300368,STL,PHX
300369,ATL,MKE
300370,LAX,MRY
300371,HOU,BNA
300372,LAX,BOS
300373,SAT,DEN
300374,SAT,DEN
300375,RNO,DFW
300376,IAD,SAN
300377,JFK,SJU
300378,HOU,DEN
300379,ATL,MCO
300380,LAS,SNA
300381,ATL,SHV
300382,ORD,MIA
300383,LAX,MSY
300384,SJC,LAS
300385,ATL,LNK
300386,MIA,DCA
300387,MLU,ATL
300388,SEA,DEN
300389,DTW,ORD
300390,JFK,PBI
300391,RIC,IAH
300392,TPA,MHT
300393,SAN,SEA
300394,SAN,PHX
300395,DTW,PIT
300396,LAS,TPA
300397,DFW,PHL
300398,STL,SLC
300399,PHL,LAX
300400,OAK,SNA
300401,MCO,PHL
300402,CID,DFW
300403,STL,DEN
300404,DAY,ORD
300405,HPN,PBI
300406,MIA,DFW
300407,XNA,IAH
300408,HOU,DAL
300409,BWI,PIT
300410,ATL,MOB
300411,BWI,CLT
300412,LAX,JFK
300413,DEN,OMA
300414,SFO,RDD
300415,LAX,PHL
300416,LGA,BOS
300417,HSV,ATL
300418,DAL,MCI
300419,ATL,DFW
300420,BWI,MSY
300421,MCI,PHX
300422,MSP,PHX
300423,ORD,FLL
300424,FSD,ORD
300425,ATL,EWN
300426,BOS,DCA
300427,AUS,HOU
300428,TPA,ALB
300429,ATL,GSP
300430,ORD,DFW
300431,DCA,ATL
300432,MIA,DEN
300433,IND,MCO
300434,EWR,CLT
300435,TPA,JFK
300436,LCH,IAH
300437,ORD,EAU
300438,LGA,DTW
300439,LAS,SFO
300440,MSP,ORD
300441,SEA,LAX
300442,BOI,PHX
300443,DFW,PBI
300444,LAX,PDX
300445,KTN,WRG
300446,FLL,JFK
300447,ATL,STL
300448,EWR,PBI
300449,PHL,ORD
300450,ATL,TPA
300451,BDL,TPA
300452,SUN,SLC
300453,BOS,IAH
300454,ROA,ATL
300455,MSP,GRB
300456,DAL,STL
300457,LAX,MSP
300458,IAH,TPA
300459,SHV,IAH
300460,MIA,IAH
300461,DCA,BOS
300462,LAS,SEA
300463,OGG,LAX
300464,MIA,JFK
300465,IAD,TPA
300466,DEN,MOT
300467,SDF,ORD
300468,MSP,SBN
300469,DFW,LAS
300470,LAX,BWI
300471,MCI,ATL
300472,BOS,EWR
300473,GRR,DFW
300474,MAF,HOU
300475,LAR,DEN
300476,SPS,DFW
300477,BWI,BDL
300478,MCO,BOS
300479,CLE,ORD
300480,OKC,DFW
300481,HNL,LAX
300482,SNA,LAS
300483,MSP,ORD
300484,LAX,LAS
300485,TPA,ALB
300486,ATL,ORD
300487,RST,ORD
300488,ATL,MDW
300489,MSP,SBN
300490,MCO,SEA
300491,PSP,SLC
300492,CVG,TPA
300493,PBI,DTW
300494,SAN,SMF
300495,ABQ,IAH
300496,DCA,MSP
300497,HOB,IAH
300498,DAL,DCA
300499,LGA,BOS
300500,PHL,ATL
300501,EVV,DTW
300502,FLL,CLT
300503,MCI,BWI
300504,FAR,ORD
300505,MDW,STL
300506,SEA,ORD
300507,RSW,PHL
300508,DEN,SAF
300509,ATL,RSW
300510,TPA,ATL
300511,JFK,MCO
300512,DFW,LAW
300513,BWI,FLL
300514,BWI,MDW
300515,OGG,HNL
300516,MIA,EYW
300517,LAX,TPA
300518,BFL,PHX
300519,MDW,PIT
300520,ATL,BNA
300521,IAH,EWR
300522,SJC,LAX
300523,SLC,ATL
300524,DCA,LAX
300525,ORD,RST
300526,LGA,BOS
300527,DEN,MCI
300528,LGA,DCA
300529,LAS,DFW
300530,DEN,SNA
300531,GRR,TPA
300532,CLL,DFW
300533,PIA,ORD
300534,SFO,JFK
300535,ATL,DHN
300536,DCA,ATL
300537,ORD,IAH
300538,CLT,DCA
300539,MCI,MSP
300540,RDU,ORD
300541,MIA,JFK
300542,CMI,DFW
300543,LAS,LAX
300544,RSW,ORD
300545,PDX,ATL
300546,DFW,ATL
300547,GRR,TPA
300548,DCA,DFW
300549,SMF,SFO
300550,ATL,IAH
300551,CHS,BWI
300552,DFW,MAF
300553,PWM,BWI
300554,SEA,ATL
300555,STL,LAX
300556,ECP,HOU
300557,ATL,CVG
300558,MDW,DTW
300559,SJC,SEA
300560,BQN,JFK
300561,SEA,SAN
300562,SMF,SAN
300563,PHX,MSP
300564,DTW,DEN
300565,MSN,DFW
300566,LGA,DCA
300567,ORD,EVV
300568,MCI,DAL
300569,SFO,ORD
300570,MIA,DFW
300571,DFW,SFO
300572,JAX,ATL
300573,SMF,HNL
300574,AUS,DFW
300575,DFW,COU
300576,ATL,DFW
300577,SLC,BOI
300578,LAX,SFO
300579,DCA,DFW
300580,LAS,MIA
300581,DTW,GRR
300582,SEA,SAN
300583,GRR,ORD
300584,LAX,FLL
300585,MSY,DFW
300586,IAD,ORD
300587,PHX,SFO
300588,DCA,IAH
300589,OAK,SAN
300590,EWR,DCA
300591,JNU,SIT
300592,LGB,SLC
300593,SFO,EUG
300594,BWI,MHT
300595,SDF,ATL
300596,PHL,ATL
300597,ORD,TVC
300598,OMA,MSP
300599,CLT,BOS
300600,CLT,BWI
300601,SMF,SFO
300602,SFO,SEA
300603,CID,ORD
300604,SLC,SJC
300605,DFW,DEN
300606,ORD,DCA
300607,DCA,ORD
300608,ATL,VPS
300609,DCA,ORD
300610,ITO,OGG
300611,STL,ECP
300612,STL,MKE
300613,ORD,DFW
300614,BTV,JFK
300615,ATL,SRQ
300616,LBB,IAH
300617,DCA,JAX
300618,LAX,SJC
300619,TPA,GRR
300620,SAT,DEN
300621,JFK,BUF
300622,SAT,DFW
300623,OAK,SNA
300624,DFW,SJC
300625,LAS,SFO
300626,MTJ,DEN
300627,SFO,LAX
300628,MSP,ISN
300629,GRI,DFW
300630,TUL,ATL
300631,LAX,SAN
300632,DFW,ABI
300633,MSP,FWA
300634,LAX,AUS
300635,MSP,LGA
300636,STL,MSY
300637,MIA,MSP
300638,PDX,HNL
300639,GSP,BWI
300640,IAH,OMA
300641,DEN,STL
300642,CLT,ATL
300643,TPA,FLL
300644,ATL,CLT
300645,LAX,OAK
300646,SFO,SMF
300647,LIT,ORD
300648,XNA,IAH
300649,LAX,CLT
300650,FLL,EWR
300651,DFW,PHX
300652,JFK,BTV
300653,BUR,PHX
300654,ATL,CAK
300655,ORD,DCA
300656,SAT,DAL
300657,COS,LAX
300658,SGF,DFW
300659,SEA,KTN
300660,LBE,TPA
300661,OGG,LAX
300662,HRL,HOU
300663,PUB,DEN
300664,BHM,DFW
300665,MCO,IND
300666,ATL,SFO
300667,LAX,PSP
300668,MAF,IAH
300669,MIA,ATL
300670,JFK,SJU
300671,AUS,DFW
300672,CLT,BWI
300673,MCO,MIA
300674,SNA,DFW
300675,DFW,GRK
300676,LGA,ORD
300677,LAS,SFO
300678,BWI,BOS
300679,MDW,AUS
300680,LGA,DEN
300681,ATL,JAX
300682,SFO,LAX
300683,ATL,MSN
300684,TLH,DFW
300685,ATL,BMI
300686,IND,LAX
300687,EWR,RIC
300688,SLC,LAX
300689,PHX,SEA
300690,ORD,TYS
300691,ATL,SGF
300692,JFK,PSP
300693,SDF,DEN
300694,SLC,SNA
300695,SPI,DFW
300696,MCO,SJU
300697,PSP,DFW
300698,DEN,SLC
300699,DEN,ASE
300700,CLE,BWI
300701,SEA,ANC
300702,MIA,STL
300703,MCI,MSP
300704,MSY,HOU
300705,ATL,GPT
300706,PHX,PSP
300707,DEN,ONT
300708,GTF,DEN
300709,DTW,BWI
300710,EWR,MSY
300711,MCO,CLT
300712,MDW,PHL
300713,PBI,BWI
300714,AUS,FLL
300715,MSP,MCI
300716,MCI,LAS
300717,DSM,DEN
300718,PHL,MCO
300719,ATL,SRQ
300720,HNL,LAX
300721,ORD,LGA
300722,MCO,ATL
300723,ATL,FAY
300724,LGA,ORD
300725,ABQ,DFW
300726,DAL,MAF
300727,LAX,KOA
300728,PDX,SFO
300729,BOS,BWI
300730,LAX,SJC
300731,DTW,SBN
300732,DTW,ATL
300733,DFW,HOU
300734,BWI,PVD
300735,LAX,PHX
300736,PDX,DEN
300737,MCO,HPN
300738,MCO,RIC
300739,DEN,MIA
300740,GRB,ORD
300741,ATL,DCA
300742,DTW,GRR
300743,SLC,MSO
300744,IAH,PHX
300745,CLT,RIC
300746,ATL,MDT
300747,ONT,SFO
300748,DAL,STL
300749,SHV,DFW
300750,COS,DFW
300751,LGA,ORD
300752,RSW,DTW
300753,LAX,EWR
300754,ATL,FLL
300755,DFW,ATL
300756,MSP,DEN
300757,ORD,SBN
300758,LAS,MCO
300759,DCA,BOS
300760,HOU,MEM
300761,SLC,ONT
300762,PHX,SFO
300763,MIA,DCA
300764,RSW,PHL
300765,JAX,IAH
300766,SAN,ABQ
300767,WRG,KTN
300768,SEA,SJC
300769,LGB,SLC
300770,MSP,MSO
300771,CMH,ATL
300772,STT,MIA
300773,IAH,JAN
300774,PSC,SLC
300775,JFK,SFO
300776,CLT,ATL
300777,PBG,FLL
300778,LIH,HNL
300779,IAH,CMH
300780,LGA,CMH
300781,DTW,ELM
300782,MCO,JFK
300783,STL,ORD
300784,GNV,ATL
300785,MSP,ICT
300786,CLE,MCO
300787,DTW,RDU
300788,ATL,MSP
300789,SLC,GEG
300790,AGS,ATL
300791,DFW,ORD
300792,HNL,OGG
300793,PIT,IAH
300794,DFW,BWI
300795,SAN,DFW
300796,ATL,LAX
300797,CLT,JFK
300798,ATL,DCA
300799,FSD,MSP
300800,EWR,RSW
300801,DFW,SMF
300802,DEN,DFW
300803,STL,ORD
300804,DEN,CLE
300805,SJU,ORD
300806,LAX,PDX
300807,FLL,ATL
300808,PDX,DEN
300809,ATL,AVL
300810,SFO,DEN
300811,MSP,ATL
300812,BNA,PHX
300813,EWR,PHX
300814,MCO,MCI
300815,ATL,DFW
300816,SEA,OGG
300817,IAH,SFO
300818,IAH,SFO
300819,DFW,ABI
300820,MCI,CLT
300821,LAX,SEA
300822,SAN,SEA
300823,LGA,DEN
300824,MSO,DEN
300825,BOS,MSP
300826,BWI,ALB
300827,PHL,LAS
300828,LAX,HOU
300829,SFO,DCA
300830,MIA,MCI
300831,DAL,ABQ
300832,DFW,RIC
300833,PNS,IAH
300834,LAX,RNO
300835,IND,MCO
300836,SEA,SBA
300837,HNL,KOA
300838,SEA,BOS
300839,BOS,SFO
300840,SAN,DEN
300841,MCO,PVD
300842,ATL,FLL
300843,GSP,ATL
300844,SAN,IAD
300845,IAD,MSP
300846,FLL,SFO
300847,ORD,DSM
300848,ORD,MEM
300849,SEA,ANC
300850,ORD,SGF
300851,DEN,IAH
300852,KOA,HNL
300853,SFO,SLC
300854,LIH,HNL
300855,MCO,PHL
300856,BDL,DTW
300857,SJC,OGG
300858,DFW,PHL
300859,SLC,MSP
300860,MFR,DEN
300861,STL,LGA
300862,LAX,SFO
300863,CMH,DEN
300864,SLC,PDX
300865,ATL,CLE
300866,HSV,ATL
300867,LAX,FAT
300868,FNT,ATL
300869,SAN,PDX
300870,MCI,PHX
300871,PVD,BWI
300872,IAD,PHX
300873,LAX,ATL
300874,BWI,TPA
300875,OAK,LAX
300876,MFE,IAH
300877,MSP,MKE
300878,DEN,ATL
300879,MCI,LAS
300880,LAS,IAH
300881,PHX,FLG
300882,LAX,DAL
300883,HSV,ATL
300884,ORD,PHL
300885,FLL,ACY
300886,LAX,PHX
300887,ORD,MCO
300888,FSD,MSP
300889,LAX,CLE
300890,CAK,ATL
300891,MSP,BNA
300892,DFW,FLL
300893,ATL,DEN
300894,HNL,OGG
300895,SLC,LAX
300896,PHX,SEA
300897,ATL,RSW
300898,DCA,CLT
300899,LAS,EWR
300900,PDX,LAX
300901,SFO,ONT
300902,LAS,OAK
300903,SPI,ORD
300904,LAS,SEA
300905,DEN,CAK
300906,ORD,BOS
300907,MSP,STL
300908,FLL,ACY
300909,JFK,SLC
300910,SLC,SEA
300911,ORD,CMH
300912,BNA,LAS
300913,SFO,LAX
300914,LGA,DTW
300915,ATL,RIC
300916,CLE,LAS
300917,IAH,EWR
300918,TYS,DFW
300919,AUS,JFK
300920,SFO,DFW
300921,CVG,EWR
300922,OAK,LAS
300923,TUL,HOU
300924,MSY,LAX
300925,CSG,ATL
300926,SJU,JFK
300927,LGA,DAY
300928,EWR,SFO
300929,ORD,DEN
300930,JFK,TPA
300931,LAS,PHX
300932,RDU,LGA
300933,STL,DEN
300934,ORD,SAN
300935,BUF,BWI
300936,MSP,ORD
300937,SFO,ASE
300938,SDF,MSP
300939,JAX,CLT
300940,DEN,ATL
300941,SEA,IAH
300942,ATL,JAX
300943,TUL,ATL
300944,MSP,PHX
300945,PIT,IAH
300946,SNA,SJC
300947,TUS,MSP
300948,ORD,LSE
300949,MSP,OMA
300950,TUL,IAH
300951,SLC,JFK
300952,LAS,HOU
300953,DEN,GTF
300954,OAK,LAX
300955,LAX,HNL
300956,LGA,DEN
300957,IAD,LAX
300958,LGA,FLL
300959,GTF,DEN
300960,PHL,ORD
300961,ESC,DTW
300962,STL,RSW
300963,PHX,LAX
300964,PHX,MKE
300965,SAN,JFK
300966,MDW,LGA
300967,FLL,CLE
300968,DFW,BRO
300969,DTW,CMH
300970,PIA,ORD
300971,CLE,EWR
300972,SAT,PHL
300973,CLE,ORD
300974,LWS,SLC
300975,ATL,ORF
300976,PHL,IAH
300977,DFW,ACT
300978,ORD,IAD
300979,STL,DTW
300980,ATL,JAX
300981,DAL,HOU
300982,DEN,TPA
300983,ORD,FLL
300984,LAX,PHX
300985,CLT,SAT
300986,IAH,SDF
300987,DFW,ACT
300988,CRP,DFW
300989,AUS,LAX
300990,ATL,EWR
300991,MCI,DAL
300992,PHX,GEG
300993,MIA,BWI
300994,SFO,SAN
300995,SLC,BOI
300996,SEA,EWR
300997,SNA,OAK
300998,IAD,SFO
300999,CAK,MCO
301000,ATL,TLH
301001,FLL,ATL
301002,DFW,DCA
301003,TPA,PHX
301004,SMF,LAX
301005,DCA,RSW
301006,ATL,ICT
301007,DEN,MDW
301008,LAX,SAN
301009,JFK,LAX
301010,MDT,DTW
301011,BHM,IAH
301012,LAX,HOU
301013,EAU,ORD
301014,PNS,BNA
301015,IAD,LAX
301016,TUS,IAH
301017,PBI,ACY
301018,CLT,PIT
301019,ATL,AUS
301020,IAH,JAX
301021,TUS,DEN
301022,DFW,SEA
301023,PHX,SEA
301024,ORD,STL
301025,LAX,SMF
301026,RSW,BOS
301027,MSP,ATL
301028,ATL,PHL
301029,OGG,HNL
301030,ATL,MYR
301031,DFW,AEX
301032,LAX,DFW
301033,ORD,PHX
301034,LAX,HNL
301035,DTW,MSY
301036,ATL,PHL
301037,ITO,HNL
301038,DEN,IDA
301039,IAH,HRL
301040,ATL,MCO
301041,FLL,EWR
301042,DEN,ISN
301043,LGA,CHO
301044,MCO,ORD
301045,TPA,MKE
301046,DAL,AMA
301047,PHX,ATL
301048,MFE,DFW
301049,DTW,MSN
301050,OAK,AUS
301051,SFO,EWR
301052,MKE,ORD
301053,MSP,IAH
301054,SFO,SAN
301055,PHX,ATL
301056,ATL,PBI
301057,BUR,PHX
301058,ATL,PHX
301059,DTW,ORD
301060,COS,DFW
301061,CVG,DFW
301062,ATL,HPN
301063,DEN,ATL
301064,MLI,ATL
301065,BNA,SLC
301066,TPA,DTW
301067,IAH,MFE
301068,MDW,SDF
301069,PIT,LGA
301070,DTW,BWI
301071,MIA,CVG
301072,DFW,SEA
301073,IAH,SAT
301074,SLC,PSP
301075,BWI,GRR
301076,MCO,BDL
301077,SYR,EWR
301078,SMF,PHX
301079,IAH,DCA
301080,ATL,FLL
301081,LAS,EWR
301082,SAT,LAS
301083,PHL,MSP
301084,ATL,SAV
301085,PHL,MCO
301086,FAT,LAX
301087,DEN,BOI
301088,OAK,LAS
301089,ATL,FLL
301090,ORD,MSN
301091,ORD,MSN
301092,PHX,GEG
301093,ELP,PHX
301094,SAT,MIA
301095,SFO,ORD
301096,BNA,LAX
301097,ANC,FAI
301098,DEN,MKE
301099,PHX,DFW
301100,ORD,CLT
301101,ORD,MCI
301102,SFO,FLL
301103,IAH,TPA
301104,JFK,FLL
301105,DTW,CLT
301106,PHL,ATL
301107,DTW,SFO
301108,MDW,DEN
301109,ORD,SFO
301110,ALB,BWI
301111,LIT,ATL
301112,PHL,CLE
301113,BOI,LAX
301114,BQN,JFK
301115,MSY,HOU
301116,DTW,LAX
301117,PIT,PHX
301118,SAN,IAH
301119,JAX,DFW
301120,TTN,TPA
301121,DEN,DFW
301122,SEA,ATL
301123,DFW,SGF
301124,ATL,TUL
301125,CMH,LGA
301126,HNL,LAS
301127,DFW,STL
301128,ORD,PHX
301129,ATL,EYW
301130,DFW,LAS
301131,SAN,HOU
301132,OAK,KOA
301133,STL,LGA
301134,LAX,SAN
301135,FLL,SJU
301136,BWI,MCI
301137,ATL,MDW
301138,SAN,BOS
301139,SEA,DFW
301140,SMF,LAX
301141,DEN,IAH
301142,DAL,DCA
301143,MSP,PIT
301144,SEA,SLC
301145,MEM,CLT
301146,CHO,ATL
301147,SFO,ATL
301148,ATL,DFW
301149,SEA,HNL
301150,DFW,IAH
301151,FAR,ORD
301152,SAN,BWI
301153,BNA,ATL
301154,JFK,PBI
301155,OAK,BUR
301156,RDU,LAX
301157,ATL,GSO
301158,ORD,ATL
301159,STL,ORD
301160,BDL,MDW
301161,LAS,PHX
301162,ELP,PHX
301163,CMH,LGA
301164,RSW,DTW
301165,MIA,DEN
301166,LAS,LAX
301167,ATL,RSW
301168,LAS,FLL
301169,ATL,PHF
301170,SFO,EWR
301171,RDU,LGA
301172,JFK,SFO
301173,EWR,MKE
301174,HNL,LAX
301175,BOS,SFO
301176,SAN,SJC
301177,DFW,LAS
301178,DEN,IAH
301179,CMI,ORD
301180,ATL,STL
301181,RHI,IMT
301182,ORD,SAN
301183,SFO,JFK
301184,IND,LAS
301185,FLL,BWI
301186,SEA,SLC
301187,LGA,BNA
301188,BOS,PBI
301189,FLL,JFK
301190,FLL,ATL
301191,CRW,ORD
301192,DTW,GRB
301193,ORD,IAH
301194,LAX,OAK
301195,CRP,IAH
301196,RDU,LGA
301197,DFW,SAT
301198,PHL,SFO
301199,EWR,RDU
301200,PUB,DEN
301201,ATL,JAN
301202,PHX,LAX
301203,LAX,ORD
301204,ORD,GRR
301205,LGA,ATL
301206,DFW,LEX
301207,AUS,SEA
301208,PSP,SFO
301209,GRK,DFW
301210,SLC,PHX
301211,BWI,STL
301212,ATL,PHF
301213,OGG,HNL
301214,FWA,DTW
301215,EWR,MCI
301216,DEN,ORD
301217,ORD,LAX
301218,PIT,LAX
301219,PHX,SLC
301220,PDX,IAH
301221,JFK,LAS
301222,SEA,SLC
301223,LAS,SJC
301224,JFK,MIA
301225,MIA,MSP
301226,MSP,PDX
301227,PDX,SFO
301228,HOU,MAF
301229,PHX,DFW
301230,ANC,SEA
301231,PBI,ATL
301232,DEN,ATL
301233,ORD,BIS
301234,ORD,MKG
301235,LAX,DFW
301236,DTW,CLE
301237,BWI,HOU
301238,BOS,CLT
301239,DTW,ABE
301240,LAS,PHX
301241,SEA,SAN
301242,DAL,HOU
301243,ATL,JFK
301244,SJC,SLC
301245,STL,ORD
301246,TYS,DEN
301247,IAH,DEN
301248,MIA,ORD
301249,TPA,ORD
301250,DEN,BNA
301251,CLT,LAS
301252,LAX,PHX
301253,OMA,MSP
301254,LAX,LIH
301255,SJC,DEN
301256,SMF,LAX
301257,MSP,LAX
301258,IDA,SLC
301259,HSV,ORD
301260,MKE,CLE
301261,MDW,LGA
301262,ORD,PBI
301263,PDX,PHX
301264,MIA,BOS
301265,BOS,SFO
301266,ORD,DAY
301267,BPT,DFW
301268,DTW,MSN
301269,SMF,PDX
