FLIGHT_ID,MONTH,DAY,DAY_OF_WEEK,DEPARTURE_DELAY,TAXI_OUT,DISTANCE,DELAYED,YEAR
600068,6,8,1,-4.0,14.0,190,0,2015
600069,6,23,2,-2.0,21.0,334,0,2015
600070,6,2,2,-1.0,9.0,780,0,2015
600071,6,24,3,-5.0,9.0,257,0,2015
600072,6,1,1,0.0,12.0,1608,0,2015
600073,6,24,3,-5.0,11.0,814,0,2015
600074,6,23,2,-5.0,16.0,864,0,2015
600075,6,22,1,58.0,25.0,1167,1,2015
600076,6,12,5,3.0,17.0,1589,0,2015
600077,6,29,1,-11.0,13.0,209,0,2015
600078,6,2,2,0.0,11.0,283,0,2015
600079,6,16,2,0.0,21.0,4243,0,2015
600080,6,30,2,-3.0,10.0,503,0,2015
600081,6,23,2,-3.0,11.0,624,0,2015
600082,6,29,1,-3.0,29.0,1598,0,2015
600083,6,18,4,228.0,12.0,898,1,2015
600084,6,24,3,2.0,16.0,547,0,2015
600085,6,12,5,-8.0,14.0,632,0,2015
600086,6,8,1,-4.0,26.0,1008,0,2015
600087,6,10,3,-6.0,14.0,1235,0,2015
600088,6,11,4,20.0,15.0,1576,0,2015
600089,6,14,7,-8.0,22.0,919,0,2015
600090,6,16,2,-2.0,31.0,2611,1,2015
600091,6,27,6,-6.0,8.0,1671,0,2015
600092,6,12,5,12.0,11.0,932,1,2015
600093,6,3,3,-1.0,20.0,140,0,2015
600094,6,30,2,4.0,21.0,571,1,2015
600095,6,20,6,23.0,10.0,1733,0,2015
600096,6,16,2,12.0,19.0,140,1,2015
600097,6,20,6,8.0,9.0,192,0,2015
600098,6,15,1,3.0,31.0,184,0,2015
600099,6,28,7,-3.0,15.0,678,0,2015
600100,6,2,2,0.0,20.0,838,0,2015
600101,6,2,2,24.0,17.0,163,1,2015
600102,6,12,5,0.0,18.0,1061,0,2015
600103,6,21,7,39.0,8.0,239,1,2015
600104,6,6,6,-3.0,19.0,337,0,2015
600105,6,23,2,0.0,20.0,701,0,2015
600106,6,30,2,16.0,9.0,2349,0,2015
600107,6,16,2,1.0,18.0,298,0,2015
600108,6,9,2,-11.0,20.0,156,0,2015
600109,6,25,4,-5.0,15.0,507,0,2015
600110,6,2,2,0.0,10.0,1440,0,2015
600111,6,19,5,-2.0,16.0,1892,0,2015
600112,6,10,3,9.0,18.0,1182,0,2015
600113,6,17,3,-7.0,14.0,2381,0,2015
600114,6,18,4,26.0,9.0,337,0,2015
600115,6,20,6,9.0,13.0,280,0,2015
600116,6,23,2,13.0,9.0,1346,0,2015
600117,6,9,2,-6.0,15.0,759,0,2015
600118,6,11,4,-4.0,11.0,979,0,2015
600119,6,10,3,0.0,15.0,2052,0,2015
600120,6,8,1,-4.0,18.0,356,0,2015
600121,6,15,1,30.0,19.0,247,1,2015
600122,6,21,7,23.0,10.0,590,1,2015
600123,6,1,1,26.0,20.0,1491,1,2015
600124,6,22,1,18.0,38.0,552,1,2015
600125,6,28,7,14.0,13.0,306,0,2015
600126,6,21,7,60.0,14.0,641,1,2015
600127,6,4,4,8.0,8.0,1999,0,2015
600128,6,19,5,-10.0,11.0,67,0,2015
600129,6,9,2,3.0,8.0,1590,0,2015
600130,6,19,5,-5.0,12.0,472,0,2015
600131,6,27,6,53.0,21.0,954,1,2015
600132,6,12,5,-5.0,19.0,425,0,2015
600133,6,24,3,-7.0,12.0,853,0,2015
600134,6,7,7,-3.0,8.0,787,0,2015
600135,6,24,3,-5.0,21.0,369,0,2015
600136,6,19,5,0.0,14.0,2586,0,2015
600137,6,13,6,41.0,12.0,1381,1,2015
600138,6,19,5,81.0,18.0,1068,1,2015
600139,6,16,2,-3.0,23.0,776,0,2015
600140,6,11,4,111.0,9.0,236,1,2015
600141,6,5,5,227.0,12.0,966,1,2015
600142,6,6,6,-4.0,12.0,1242,0,2015
600143,6,27,6,-1.0,42.0,214,1,2015
600144,6,7,7,-1.0,12.0,787,0,2015
600145,6,22,1,202.0,21.0,1325,1,2015
600146,6,4,4,-2.0,11.0,442,0,2015
600147,6,25,4,-1.0,21.0,529,0,2015
600148,6,19,5,35.0,13.0,419,1,2015
600149,6,27,6,13.0,8.0,308,1,2015
600150,6,23,2,0.0,13.0,509,0,2015
600151,6,1,1,49.0,28.0,632,1,2015
600152,6,15,1,11.0,13.0,909,0,2015
600153,6,24,3,-8.0,18.0,637,0,2015
600154,6,22,1,0.0,25.0,1197,0,2015
600155,6,3,3,-11.0,9.0,102,0,2015
600156,6,16,2,24.0,19.0,1303,1,2015
600157,6,27,6,8.0,13.0,2603,0,2015
600158,6,8,1,-5.0,14.0,563,0,2015
600159,6,13,6,14.0,23.0,558,0,2015
600160,6,20,6,20.0,21.0,577,1,2015
600161,6,15,1,-7.0,17.0,545,0,2015
600162,6,15,1,-7.0,11.0,143,0,2015
600163,6,15,1,-8.0,14.0,1192,0,2015
600164,6,28,7,-3.0,25.0,153,0,2015
600165,6,19,5,-8.0,16.0,296,0,2015
600166,6,24,3,-6.0,30.0,679,0,2015
600167,6,18,4,29.0,20.0,590,1,2015
600168,6,2,2,0.0,13.0,857,0,2015
600169,6,7,7,-12.0,27.0,1521,0,2015
600170,6,23,2,42.0,20.0,448,1,2015
600171,6,17,3,263.0,9.0,562,1,2015
600172,6,7,7,4.0,22.0,120,0,2015
600173,6,20,6,26.0,11.0,624,1,2015
600174,6,14,7,9.0,15.0,153,0,2015
600175,6,30,2,0.0,12.0,964,0,2015
600176,6,24,3,-5.0,17.0,304,0,2015
600177,6,17,3,48.0,17.0,1042,1,2015
600178,6,11,4,-3.0,9.0,612,0,2015
600179,6,22,1,-7.0,15.0,541,0,2015
600180,6,2,2,29.0,16.0,922,1,2015
600181,6,25,4,-4.0,11.0,990,0,2015
600182,6,3,3,0.0,22.0,1506,0,2015
600183,6,23,2,20.0,15.0,1121,1,2015
600184,6,9,2,218.0,11.0,948,1,2015
600185,6,8,1,25.0,22.0,1235,1,2015
600186,6,20,6,-2.0,20.0,224,0,2015
600187,6,5,5,19.0,22.0,448,1,2015
600188,6,5,5,-9.0,32.0,575,0,2015
600189,6,5,5,-7.0,13.0,1642,0,2015
600190,6,12,5,26.0,9.0,1242,1,2015
600191,6,7,7,-6.0,24.0,351,0,2015
600192,6,21,7,0.0,11.0,1075,0,2015
600193,6,10,3,13.0,11.0,1020,0,2015
600194,6,23,2,-6.0,20.0,110,0,2015
600195,6,6,6,18.0,12.0,408,0,2015
600196,6,24,3,0.0,8.0,251,0,2015
600197,6,27,6,-12.0,13.0,188,0,2015
600198,6,22,1,-2.0,11.0,1180,0,2015
600199,6,9,2,7.0,8.0,1057,0,2015
600200,6,3,3,-3.0,12.0,277,0,2015
600201,6,23,2,-3.0,39.0,867,1,2015
600202,6,25,4,1.0,17.0,669,0,2015
600203,6,18,4,79.0,18.0,544,1,2015
600204,6,20,6,167.0,10.0,579,1,2015
600205,6,6,6,-4.0,9.0,460,0,2015
600206,6,14,7,-3.0,11.0,473,0,2015
600207,6,13,6,-4.0,12.0,1592,0,2015
600208,6,11,4,-2.0,14.0,783,0,2015
600209,6,29,1,5.0,10.0,982,0,2015
600210,6,19,5,-4.0,10.0,997,0,2015
600211,6,7,7,-2.0,17.0,622,0,2015
600212,6,10,3,-8.0,10.0,179,0,2015
600213,6,22,1,10.0,13.0,258,1,2015
600214,6,1,1,0.0,14.0,1121,0,2015
600215,6,11,4,0.0,26.0,323,0,2015
600216,6,2,2,-3.0,20.0,404,0,2015
600217,6,6,6,-5.0,12.0,1576,0,2015
600218,6,26,5,-10.0,10.0,859,0,2015
600219,6,9,2,-4.0,18.0,409,0,2015
600220,6,27,6,-2.0,19.0,948,0,2015
600221,6,9,2,-3.0,21.0,762,0,2015
600222,6,29,1,-3.0,14.0,501,0,2015
600223,6,19,5,-7.0,18.0,431,0,2015
600224,6,19,5,-3.0,16.0,1999,0,2015
600225,6,23,2,243.0,8.0,1912,1,2015
600226,6,16,2,29.0,19.0,258,1,2015
600227,6,2,2,-4.0,8.0,345,0,2015
600228,6,24,3,-6.0,7.0,401,0,2015
600229,6,20,6,-1.0,12.0,501,0,2015
600230,6,24,3,4.0,7.0,187,0,2015
600231,6,21,7,-5.0,12.0,748,0,2015
600232,6,28,7,14.0,15.0,1055,0,2015
600233,6,19,5,-2.0,14.0,2075,0,2015
600234,6,15,1,-1.0,8.0,1014,0,2015
600235,6,3,3,-3.0,27.0,811,0,2015
600236,6,19,5,4.0,18.0,1235,0,2015
600237,6,6,6,-3.0,10.0,495,0,2015
600238,6,18,4,-8.0,12.0,628,0,2015
600239,6,15,1,21.0,19.0,528,1,2015
600240,6,5,5,-5.0,7.0,296,0,2015
600241,6,18,4,-6.0,20.0,694,1,2015
600242,6,27,6,-4.0,25.0,809,0,2015
600243,6,27,6,27.0,10.0,862,0,2015
600244,6,9,2,-4.0,7.0,273,0,2015
600245,6,14,7,-8.0,21.0,764,0,2015
600246,6,14,7,-3.0,12.0,2139,0,2015
600247,6,4,4,5.0,29.0,1558,1,2015
600248,6,25,4,-4.0,19.0,566,0,2015
600249,6,19,5,2.0,19.0,1092,1,2015
600250,6,16,2,8.0,15.0,1154,0,2015
600251,6,7,7,-4.0,12.0,449,0,2015
600252,6,23,2,-2.0,13.0,2173,0,2015
600253,6,19,5,-5.0,15.0,331,0,2015
600254,6,11,4,0.0,9.0,1546,0,2015
600255,6,12,5,-4.0,19.0,1399,0,2015
600256,6,19,5,77.0,12.0,1399,1,2015
600257,6,24,3,10.0,28.0,431,0,2015
600258,6,27,6,4.0,9.0,1237,0,2015
600259,6,6,6,-7.0,12.0,693,0,2015
600260,6,13,6,0.0,16.0,711,0,2015
600261,6,9,2,2.0,10.0,1874,0,2015
600262,6,6,6,5.0,13.0,603,0,2015
600263,6,9,2,59.0,12.0,1121,1,2015
600264,6,30,2,5.0,10.0,1390,0,2015
600265,6,9,2,-4.0,5.0,1300,0,2015
600266,6,24,3,27.0,16.0,1167,1,2015
600267,6,16,2,29.0,14.0,814,1,2015
600268,6,22,1,62.0,9.0,930,1,2015
600269,6,10,3,6.0,9.0,704,0,2015
600270,6,23,2,-4.0,16.0,853,0,2015
600271,6,20,6,20.0,5.0,102,1,2015
600272,6,20,6,5.0,12.0,697,0,2015
600273,6,9,2,58.0,13.0,1605,1,2015
600274,6,12,5,36.0,11.0,680,1,2015
600275,6,18,4,22.0,14.0,588,1,2015
600276,6,12,5,40.0,14.0,485,1,2015
600277,6,22,1,2.0,34.0,235,1,2015
600278,6,8,1,0.0,6.0,873,0,2015
600279,6,29,1,-2.0,10.0,308,0,2015
600280,6,15,1,60.0,7.0,414,1,2015
600281,6,16,2,-5.0,27.0,589,0,2015
600282,6,4,4,4.0,9.0,621,0,2015
600283,6,15,1,10.0,13.0,581,0,2015
600284,6,11,4,2.0,12.0,979,0,2015
600285,6,6,6,4.0,22.0,4962,0,2015
600286,6,8,1,-7.0,9.0,1400,0,2015
600287,6,21,7,1.0,11.0,304,0,2015
600288,6,22,1,3.0,9.0,239,0,2015
600289,6,4,4,29.0,35.0,2411,0,2015
600290,6,6,6,-11.0,18.0,391,0,2015
600291,6,28,7,1.0,10.0,895,0,2015
600292,6,15,1,8.0,11.0,942,0,2015
600293,6,28,7,-1.0,15.0,594,0,2015
600294,6,19,5,0.0,14.0,2360,0,2015
600295,6,26,5,4.0,21.0,2486,0,2015
600296,6,9,2,-9.0,11.0,529,0,2015
600297,6,15,1,1.0,25.0,425,0,2015
600298,6,15,1,-2.0,19.0,196,0,2015
600299,6,10,3,108.0,20.0,337,1,2015
600300,6,15,1,139.0,10.0,441,1,2015
600301,6,30,2,0.0,9.0,290,0,2015
600302,6,23,2,2.0,12.0,628,0,2015
600303,6,18,4,57.0,20.0,1091,1,2015
600304,6,30,2,14.0,21.0,1476,1,2015
600305,6,13,6,9.0,18.0,590,0,2015
600306,6,7,7,-6.0,17.0,406,0,2015
600307,6,1,1,171.0,19.0,254,1,2015
600308,6,5,5,-6.0,13.0,399,0,2015
600309,6,19,5,-1.0,23.0,1121,0,2015
600310,6,19,5,-1.0,12.0,364,0,2015
600311,6,12,5,14.0,10.0,533,0,2015
600312,6,13,6,-8.0,7.0,301,0,2015
600313,6,29,1,0.0,15.0,2381,0,2015
600314,6,3,3,-2.0,13.0,255,0,2015
600315,6,11,4,67.0,18.0,302,1,2015
600316,6,11,4,8.0,26.0,337,0,2015
600317,6,21,7,-4.0,10.0,557,0,2015
600318,6,3,3,8.0,39.0,236,1,2015
600319,6,6,6,8.0,16.0,1065,0,2015
600320,6,29,1,1.0,11.0,802,0,2015
600321,6,26,5,-3.0,7.0,231,0,2015
600322,6,15,1,3.0,39.0,253,1,2015
600323,6,30,2,-4.0,11.0,1171,1,2015
600324,6,14,7,-2.0,14.0,447,0,2015
600325,6,4,4,9.0,20.0,1390,0,2015
600326,6,7,7,0.0,8.0,210,0,2015
600327,6,21,7,-9.0,10.0,693,0,2015
600328,6,7,7,0.0,21.0,738,0,2015
600329,6,27,6,93.0,13.0,522,1,2015
600330,6,29,1,-9.0,22.0,2586,0,2015
600331,6,11,4,3.0,15.0,2704,0,2015
600332,6,13,6,-3.0,11.0,867,0,2015
600333,6,8,1,-5.0,15.0,404,0,2015
600334,6,15,1,-5.0,33.0,692,0,2015
600335,6,25,4,-8.0,11.0,1670,0,2015
600336,6,30,2,-1.0,21.0,630,0,2015
600337,6,11,4,154.0,23.0,2556,1,2015
600338,6,19,5,-3.0,21.0,689,0,2015
600339,6,8,1,-6.0,14.0,235,0,2015
600340,6,19,5,-2.0,10.0,1235,0,2015
600341,6,27,6,-5.0,13.0,574,0,2015
600342,6,22,1,-10.0,12.0,463,0,2015
600343,6,25,4,-4.0,14.0,108,0,2015
600344,6,20,6,-9.0,17.0,1754,0,2015
600345,6,7,7,-6.0,11.0,983,0,2015
600346,6,23,2,-7.0,12.0,1276,0,2015
600347,6,12,5,-4.0,9.0,647,0,2015
600348,6,13,6,141.0,11.0,337,1,2015
600349,6,27,6,94.0,14.0,2342,1,2015
600350,6,9,2,-8.0,17.0,192,0,2015
600351,6,16,2,-3.0,15.0,697,0,2015
600352,6,8,1,-10.0,31.0,965,0,2015
600353,6,1,1,-11.0,22.0,261,0,2015
600354,6,23,2,1.0,13.0,313,0,2015
600355,6,14,7,93.0,44.0,1182,1,2015
600356,6,29,1,12.0,10.0,546,0,2015
600357,6,10,3,32.0,24.0,511,1,2015
600358,6,3,3,0.0,8.0,373,0,2015
600359,6,9,2,-3.0,13.0,281,0,2015
600360,6,7,7,-1.0,14.0,621,0,2015
600361,6,11,4,91.0,23.0,334,1,2015
600362,6,27,6,41.0,25.0,1072,1,2015
600363,6,11,4,60.0,10.0,685,1,2015
600364,6,9,2,19.0,25.0,283,1,2015
600365,6,7,7,-9.0,18.0,224,0,2015
600366,6,27,6,-1.0,12.0,1400,0,2015
600367,6,22,1,11.0,12.0,1121,0,2015
600368,6,1,1,0.0,9.0,637,0,2015
600369,6,7,7,4.0,10.0,475,1,2015
600370,6,10,3,49.0,11.0,883,1,2015
600371,6,7,7,0.0,8.0,422,0,2015
600372,6,8,1,4.0,6.0,347,0,2015
600373,6,27,6,-10.0,13.0,325,0,2015
600374,6,19,5,1.0,18.0,590,0,2015
600375,6,3,3,-3.0,13.0,214,0,2015
600376,6,3,3,-1.0,18.0,334,0,2015
600377,6,29,1,-4.0,15.0,1050,0,2015
600378,6,30,2,-2.0,11.0,447,0,2015
600379,6,9,2,275.0,39.0,404,1,2015
600380,6,4,4,-6.0,10.0,646,0,2015
600381,6,18,4,69.0,14.0,780,1,2015
600382,6,6,6,-1.0,12.0,853,0,2015
600383,6,3,3,-3.0,11.0,163,0,2015
600384,6,29,1,-2.0,18.0,164,0,2015
600385,6,10,3,-3.0,11.0,759,0,2015
600386,6,1,1,1.0,16.0,632,0,2015
600387,6,3,3,-6.0,21.0,361,0,2015
600388,6,27,6,-1.0,11.0,972,0,2015
600389,6,25,4,22.0,13.0,1747,0,2015
600390,6,3,3,-2.0,9.0,591,0,2015
600391,6,17,3,8.0,27.0,867,0,2015
600392,6,27,6,-2.0,13.0,554,0,2015
600393,6,12,5,7.0,14.0,528,0,2015
600394,6,17,3,-4.0,24.0,589,0,2015
600395,6,24,3,33.0,10.0,516,1,2015
600396,6,25,4,21.0,12.0,237,1,2015
600397,6,21,7,-1.0,16.0,1184,0,2015
600398,6,23,2,100.0,7.0,677,1,2015
600399,6,24,3,-10.0,9.0,2349,0,2015
600400,6,14,7,15.0,11.0,134,1,2015
600401,6,23,2,0.0,10.0,469,0,2015
600402,6,14,7,140.0,17.0,334,1,2015
600403,6,28,7,-2.0,17.0,2018,0,2015
600404,6,12,5,-7.0,17.0,184,0,2015
600405,6,26,5,9.0,27.0,515,0,2015
600406,6,16,2,20.0,26.0,2496,1,2015
600407,6,12,5,-5.0,31.0,1096,0,2015
600408,6,4,4,-1.0,11.0,1167,0,2015
600409,6,28,7,0.0,34.0,693,0,2015
600410,6,21,7,-2.0,11.0,436,0,2015
600411,6,15,1,-3.0,16.0,1587,0,2015
600412,6,30,2,85.0,12.0,312,1,2015
600413,6,18,4,-5.0,31.0,951,0,2015
600414,6,13,6,-10.0,8.0,862,0,2015
600415,6,9,2,-5.0,19.0,944,0,2015
600416,6,24,3,-1.0,18.0,399,0,2015
600417,6,5,5,3.0,20.0,425,0,2015
600418,6,24,3,9.0,7.0,668,0,2015
600419,6,10,3,28.0,36.0,903,1,2015
600420,6,17,3,-1.0,11.0,589,0,2015
600421,6,1,1,88.0,18.0,563,1,2015
600422,6,14,7,10.0,13.0,689,0,2015
600423,6,6,6,-7.0,8.0,163,0,2015
600424,6,11,4,7.0,14.0,1172,0,2015
600425,6,23,2,-3.0,19.0,2133,0,2015
600426,6,19,5,64.0,15.0,326,1,2015
600427,6,23,2,-3.0,23.0,693,0,2015
600428,6,6,6,18.0,11.0,484,0,2015
600429,6,4,4,8.0,14.0,2306,0,2015
600430,6,19,5,9.0,10.0,925,0,2015
600431,6,5,5,6.0,17.0,2036,0,2015
600432,6,6,6,10.0,19.0,852,0,2015
600433,6,25,4,-7.0,13.0,861,0,2015
600434,6,22,1,124.0,10.0,208,1,2015
600435,6,27,6,32.0,14.0,1045,1,2015
600436,6,6,6,16.0,11.0,1371,0,2015
600437,6,13,6,-4.0,11.0,541,0,2015
600438,6,9,2,86.0,14.0,957,1,2015
600439,6,25,4,12.0,14.0,235,1,2015
600440,6,24,3,28.0,10.0,767,0,2015
600441,6,23,2,18.0,44.0,419,1,2015
600442,6,21,7,-5.0,12.0,669,0,2015
600443,6,13,6,1.0,9.0,717,0,2015
600444,6,18,4,33.0,11.0,691,1,2015
600445,6,29,1,10.0,12.0,862,0,2015
600446,6,27,6,15.0,7.0,712,1,2015
600447,6,6,6,-1.0,15.0,787,0,2015
600448,6,25,4,-7.0,17.0,595,0,2015
600449,6,1,1,-2.0,11.0,632,0,2015
600450,6,28,7,26.0,13.0,191,1,2015
600451,6,2,2,34.0,9.0,251,1,2015
600452,6,26,5,-2.0,13.0,481,0,2015
600453,6,23,2,33.0,8.0,1546,0,2015
600454,6,30,2,8.0,8.0,997,0,2015
600455,6,16,2,4.0,8.0,1290,0,2015
600456,6,7,7,-10.0,10.0,1010,0,2015
600457,6,29,1,1.0,9.0,933,0,2015
600458,6,24,3,-6.0,16.0,1670,0,2015
600459,6,23,2,-5.0,17.0,451,0,2015
600460,6,28,7,10.0,18.0,859,0,2015
600461,6,4,4,77.0,12.0,964,1,2015
600462,6,6,6,19.0,9.0,1452,0,2015
600463,6,24,3,0.0,11.0,253,0,2015
600464,6,24,3,-1.0,13.0,637,0,2015
600465,6,20,6,-12.0,10.0,190,0,2015
600466,6,11,4,6.0,8.0,371,0,2015
600467,6,15,1,27.0,13.0,509,1,2015
600468,6,27,6,-4.0,19.0,1211,0,2015
600469,6,23,2,-5.0,10.0,1678,0,2015
600470,6,18,4,-5.0,9.0,444,0,2015
600471,6,5,5,-4.0,19.0,373,0,2015
600472,6,24,3,-5.0,14.0,1171,0,2015
600473,6,11,4,-4.0,22.0,108,0,2015
600474,6,15,1,-2.0,19.0,503,0,2015
600475,6,28,7,7.0,29.0,334,1,2015
600476,6,17,3,9.0,14.0,374,1,2015
600477,6,23,2,-9.0,13.0,1045,0,2015
600478,6,26,5,38.0,10.0,587,1,2015
600479,6,9,2,-12.0,10.0,909,0,2015
600480,6,27,6,10.0,15.0,728,0,2015
600481,6,12,5,1.0,12.0,2176,0,2015
600482,6,29,1,-6.0,13.0,399,0,2015
600483,6,8,1,-4.0,7.0,419,0,2015
600484,6,1,1,-6.0,14.0,243,0,2015
600485,6,12,5,-3.0,13.0,651,0,2015
600486,6,26,5,257.0,23.0,2504,1,2015
600487,6,9,2,-7.0,15.0,925,0,2015
600488,6,5,5,6.0,12.0,678,0,2015
600489,6,16,2,34.0,10.0,1440,1,2015
600490,6,13,6,32.0,10.0,1491,1,2015
600491,6,15,1,-3.0,13.0,2343,0,2015
600492,6,12,5,58.0,13.0,300,1,2015
600493,6,10,3,2.0,14.0,731,0,2015
600494,6,22,1,0.0,16.0,227,0,2015
600495,6,29,1,11.0,16.0,867,0,2015
600496,6,14,7,169.0,9.0,759,1,2015
600497,6,23,2,119.0,22.0,867,1,2015
600498,6,6,6,-8.0,11.0,266,0,2015
600499,6,24,3,-6.0,37.0,1598,0,2015
600500,6,10,3,-4.0,9.0,927,0,2015
600501,6,7,7,-9.0,14.0,296,0,2015
600502,6,19,5,0.0,10.0,1189,0,2015
600503,6,12,5,-8.0,19.0,975,0,2015
600504,6,7,7,-4.0,18.0,802,0,2015
600505,6,11,4,131.0,34.0,1154,1,2015
600506,6,12,5,0.0,15.0,258,0,2015
600507,6,2,2,-9.0,18.0,507,0,2015
600508,6,19,5,-1.0,12.0,814,0,2015
600509,6,5,5,-2.0,20.0,743,0,2015
600510,6,13,6,-4.0,8.0,1024,0,2015
600511,6,8,1,-5.0,20.0,2267,0,2015
600512,6,11,4,-11.0,10.0,1053,0,2015
600513,6,28,7,-2.0,20.0,2342,0,2015
600514,6,10,3,91.0,10.0,761,1,2015
600515,6,29,1,-5.0,8.0,377,0,2015
600516,6,7,7,-1.0,10.0,649,0,2015
600517,6,14,7,25.0,20.0,842,1,2015
600518,6,23,2,-3.0,10.0,1032,0,2015
600519,6,8,1,-4.0,12.0,472,0,2015
600520,6,30,2,3.0,21.0,760,0,2015
600521,6,9,2,-5.0,8.0,630,0,2015
600522,6,29,1,62.0,12.0,601,1,2015
600523,6,19,5,18.0,9.0,372,1,2015
600524,6,9,2,24.0,24.0,461,0,2015
600525,6,11,4,-4.0,10.0,679,0,2015
600526,6,15,1,-1.0,13.0,672,0,2015
600527,6,11,4,-8.0,13.0,399,0,2015
600528,6,2,2,16.0,10.0,391,1,2015
600529,6,14,7,-7.0,17.0,948,0,2015
600530,6,15,1,52.0,23.0,594,1,2015
600531,6,7,7,-1.0,13.0,977,0,2015
600532,6,19,5,-2.0,19.0,350,0,2015
600533,6,10,3,-8.0,28.0,137,0,2015
600534,6,1,1,-3.0,9.0,369,0,2015
600535,6,9,2,53.0,27.0,284,1,2015
600536,6,4,4,2.0,12.0,570,0,2015
600537,6,28,7,-8.0,33.0,398,0,2015
600538,6,3,3,4.0,14.0,821,1,2015
600539,6,7,7,10.0,12.0,349,0,2015
600540,6,2,2,-1.0,21.0,666,0,2015
600541,6,7,7,-2.0,24.0,366,0,2015
600542,6,7,7,-5.0,10.0,383,0,2015
600543,6,11,4,22.0,19.0,2565,1,2015
600544,6,20,6,3.0,15.0,594,0,2015
600545,6,14,7,-6.0,17.0,228,0,2015
600546,6,12,5,-3.0,20.0,637,0,2015
600547,6,29,1,28.0,8.0,393,1,2015
600548,6,8,1,4.0,13.0,447,0,2015
600549,6,21,7,-8.0,26.0,363,0,2015
600550,6,26,5,16.0,15.0,296,0,2015
600551,6,29,1,44.0,9.0,1843,1,2015
600552,6,27,6,-4.0,33.0,1195,0,2015
600553,6,16,2,0.0,20.0,2367,0,2015
600554,6,16,2,54.0,14.0,599,1,2015
600555,6,14,7,-1.0,14.0,120,0,2015
600556,6,16,2,-1.0,15.0,808,0,2015
600557,6,1,1,-7.0,10.0,783,0,2015
600558,6,26,5,0.0,12.0,763,0,2015
600559,6,29,1,-3.0,6.0,362,0,2015
