FLIGHT_ID,ORIGIN_AIRPORT,DESTINATION_AIRPORT
200366,LAX,JFK
200367,BOS,SFO
200368,IAD,ATL
200369,MSP,LAN
200370,SEA,SNA
200371,PHX,BUF
200372,MSP,SFO
200373,SNA,PHX
200374,RNO,PHX
200375,RSW,ATL
200376,LGA,ORD
200377,PDX,SFO
200378,SNA,ATL
200379,ORD,DSM
200380,LAX,OGG
200381,MKE,ORD
200382,PHL,DFW
200383,DFW,AEX
200384,MDW,JAX
200385,LGB,JFK
200386,PIT,BNA
200387,ATL,TRI
200388,ALB,MCO
200389,HOU,HRL
200390,MSP,TUS
200391,CLT,BUF
200392,STL,BWI
200393,LAS,DFW
200394,XNA,MSP
200395,DFW,RDU
200396,SFO,BWI
200397,DTW,LGA
200398,RSW,ATL
200399,TPA,ATL
200400,GUC,DEN
200401,EWR,MSP
200402,SEA,LAX
200403,ORD,GRB
200404,HOU,BOS
200405,ATL,FNT
200406,LAX,BNA
200407,LAX,PHX
200408,ATL,DEN
200409,SFO,RNO
200410,BOS,MSP
200411,PHX,ONT
200412,MSP,EWR
200413,PSP,SFO
200414,PDX,DEN
200415,OKC,MDW
200416,AUS,HOU
200417,MSP,DEN
200418,BTR,ATL
200419,ROC,JFK
200420,SEA,ONT
200421,SFO,SAT
200422,ORD,CWA
200423,BWI,IND
200424,LAS,SFO
200425,ATL,MHT
200426,PDX,ATL
200427,MSP,ATL
200428,SAV,BOS
200429,DFW,CLT
200430,IAH,SAV
200431,ATL,RDU
200432,ITO,HNL
200433,MCO,ORD
200434,LGA,ATL
200435,CVG,ORD
200436,ORD,MLI
200437,ORD,SEA
200438,OMA,ATL
200439,SLC,PSC
200440,LAS,OMA
200441,LAS,ABQ
200442,LAX,KOA
200443,JFK,ABQ
200444,SFO,PSP
200445,SMF,LAX
200446,HRL,HOU
200447,IAD,IAH
200448,MKE,ORD
200449,SAN,SFO
200450,ORD,DEN
200451,LGA,ATL
200452,STL,MDW
200453,BWI,BOS
200454,SJC,BUR
200455,JFK,MIA
200456,LAS,PHL
200457,LAX,ORD
200458,TPA,ATL
200459,ATL,BHM
200460,ATL,SYR
200461,ATL,CMH
200462,GEG,SEA
200463,SFO,LAS
200464,SRQ,ATL
200465,EWR,IAH
200466,SAN,BWI
200467,ONT,SMF
200468,MIA,JFK
200469,IAH,SLC
200470,LGA,MDW
200471,ATL,DEN
200472,ATL,LGA
200473,LAX,DEN
200474,MIA,LGA
200475,DFW,AMA
200476,LAS,CLT
200477,ABQ,LAS
200478,ICT,DEN
200479,ATL,ABY
200480,LAX,SLC
200481,SLC,SEA
200482,KTN,SEA
200483,SAN,HNL
200484,RIC,BOS
200485,MAF,DAL
200486,PHX,OAK
200487,MDW,BWI
200488,ATL,DTW
200489,FLL,LGA
200490,BWI,PVD
200491,SJU,FLL
200492,LGA,PBI
200493,ORD,CRW
200494,DEN,LFT
200495,ABQ,DFW
200496,ATL,AGS
200497,DEN,GUC
200498,BOS,ORD
200499,MSP,DEN
200500,DEN,ATL
200501,ATL,MCI
200502,DTW,ATW
200503,ORD,DFW
200504,JAN,IAH
200505,LAS,DTW
200506,TUS,SFO
200507,DFW,TYS
200508,LGA,PBI
200509,LAS,TUS
200510,JFK,SFO
200511,DFW,PIT
200512,SLC,SAN
200513,MKE,ORD
200514,PDX,SAN
200515,TUS,ATL
200516,RNO,PHX
200517,PIT,TPA
200518,SNA,OAK
200519,TPA,TTN
200520,ATL,AVP
200521,COU,DFW
200522,ELP,PHX
200523,SAN,DFW
200524,TPA,DCA
200525,ATL,PBI
200526,BNA,ATL
200527,HNL,SFO
200528,LAS,DTW
200529,ATL,PBI
200530,LAS,SFO
200531,SMF,BUR
200532,ATL,PHX
200533,SMF,PDX
200534,ESC,DTW
200535,DCA,ORD
200536,PHX,SMF
200537,SBA,LAX
200538,MCO,DCA
200539,PHL,CLT
200540,ATL,MCO
200541,OGG,SJC
200542,STL,MKE
200543,IAH,IND
200544,JAX,FLL
200545,HOU,DAL
200546,RSW,DCA
200547,CHS,JFK
200548,ANC,OTZ
200549,DFW,IAH
200550,IAH,TUL
200551,SEA,JFK
200552,CLE,CLT
200553,SLC,ORD
200554,SLC,SGU
200555,BOS,HOU
200556,LAX,FLL
200557,KOA,HNL
200558,BWI,ATL
200559,LAS,LGB
200560,MEM,ATL
200561,ATL,ORD
200562,CID,ORD
200563,SLC,GEG
200564,HNL,ANC
200565,MCO,HOU
200566,PHL,PBI
200567,DEN,LAS
200568,LAX,ORD
200569,LAS,BNA
200570,BOS,FLL
200571,IAH,LAX
200572,LAX,SBA
200573,ATL,MDW
200574,IAH,DEN
200575,MIA,EWR
200576,HNL,JFK
200577,BOS,ORD
200578,FLL,BNA
200579,FLL,JFK
200580,EWR,DTW
200581,MSN,ORD
200582,JAX,FLL
200583,SFO,LAX
200584,LAX,SFO
200585,LAS,LAX
200586,JFK,SLC
200587,LAX,BNA
200588,DFW,IAH
200589,ELM,DTW
200590,MKE,ATL
200591,DCA,DAL
200592,CLT,RIC
200593,MSP,RDU
200594,LAX,MSP
200595,SMF,DEN
200596,MDT,ORD
200597,ABQ,SFO
200598,DAL,BNA
200599,LAX,DAL
200600,IAH,SFO
200601,DAL,ICT
200602,OAK,SLC
200603,IAH,JAX
200604,DTW,BWI
200605,LAS,PDX
200606,SAN,SMF
200607,OGG,HNL
200608,FLL,PHL
200609,MDW,BWI
200610,SEA,OAK
200611,SJU,CLT
200612,ATL,JAX
200613,JFK,CLT
200614,SFO,SNA
200615,CVG,MCO
200616,ORD,LIT
200617,ATL,MEM
200618,EWR,BOS
200619,BOS,PBI
200620,ORD,SYR
200621,IAH,SAN
200622,DAL,AUS
200623,CAE,IAD
200624,PDX,SFO
200625,SJC,SEA
200626,MIA,DCA
200627,SAN,MCO
200628,LAS,MCO
200629,STL,MSP
200630,ATL,RDU
200631,BOS,SFO
200632,SMF,LAX
200633,MCI,DAL
200634,DCA,EWR
200635,DEN,CID
200636,COS,DEN
200637,IAH,ORD
200638,SIT,KTN
200639,HOU,LAX
200640,DFW,BWI
200641,MSY,MCO
200642,IAH,PHX
200643,LAS,DAL
200644,SJC,SEA
200645,PDX,SFO
200646,DFW,JAC
200647,LAS,ORD
200648,PHX,OAK
200649,ORF,DTW
200650,RSW,BOS
200651,SFO,EWR
200652,AMA,DFW
200653,IAH,JAN
200654,MKE,IAH
200655,DFW,AUS
200656,ATL,EWR
200657,IAD,ATL
200658,PBI,JFK
200659,LAS,DSM
200660,PIA,ATL
200661,CID,DFW
200662,BOS,MDW
200663,IAH,CVG
200664,SNA,SEA
200665,MCO,CAK
200666,DFW,DEN
200667,WRG,PSG
200668,OAK,PDX
200669,HOU,RDU
200670,LAX,FAT
200671,CLD,LAX
200672,PHL,BOS
200673,LGA,DFW
200674,BOS,LAX
200675,BOS,BUF
200676,OGG,HNL
200677,MKE,DCA
200678,LFT,IAH
200679,IAH,MSY
200680,JFK,FLL
200681,PHL,DFW
200682,AUS,TPA
200683,MLI,ORD
200684,SJU,BOS
200685,SFO,PHX
200686,MSP,EWR
200687,TPA,ATL
200688,LEX,ATL
200689,TLH,ATL
200690,MCO,ATL
200691,ORD,PHL
200692,SDF,PHX
200693,MSP,DCA
200694,MSP,SAN
200695,MCO,IAH
200696,DEN,DTW
200697,ATL,JAX
200698,ITO,HNL
200699,DCA,LGA
200700,ORD,STL
200701,SEA,DFW
200702,JFK,SJU
200703,ISP,BWI
200704,MDW,DCA
200705,CID,ORD
200706,OGG,OAK
200707,ATL,MDW
200708,TYR,IAH
200709,MSP,PHX
200710,ATL,IAH
200711,DCA,BOS
200712,ATL,BOS
200713,PHX,STL
200714,GEG,OAK
200715,IAH,LGA
200716,SDF,MDW
200717,ATL,BTR
200718,IAD,IAH
200719,GRK,DFW
200720,IAH,TPA
200721,PHL,FLL
200722,DEN,DTW
200723,SNA,SLC
200724,DFW,TUS
200725,HNL,OGG
200726,HOU,DAL
200727,SEA,SFO
200728,PHL,MDW
200729,IAH,SAT
200730,MCI,DAL
200731,BWI,RSW
200732,PDX,KOA
200733,ORD,LAX
200734,MDW,STL
200735,PHX,SNA
200736,RIC,BOS
200737,JAX,CLT
200738,DFW,TUS
200739,ATL,HOU
200740,ATL,CAE
200741,DTW,MDW
200742,PBI,ISP
200743,MDW,PHL
200744,EWR,CLE
200745,IAH,EWR
200746,SFO,LAX
200747,BDL,BWI
200748,DAL,MCI
200749,MCO,PHL
200750,DFW,GPT
200751,MSY,BNA
200752,SFO,ATL
200753,FLL,ORD
200754,BNA,RDU
200755,PHX,IAH
200756,EWR,STL
200757,MCO,SDF
200758,ORD,PVD
200759,ATL,DCA
200760,SYR,EWR
200761,CLT,BWI
200762,IAH,AMA
200763,DEN,CLT
200764,BOS,SFO
200765,DAL,STL
200766,SEA,OGG
200767,PHX,DFW
200768,LAX,EWR
200769,RSW,DTW
200770,DFW,STL
200771,SEA,SFO
200772,ATL,CLT
200773,GEG,BOI
200774,CLT,DFW
200775,DSM,ATL
200776,LAX,SMF
200777,AUS,PHX
200778,ATL,MGM
200779,PSP,PHX
200780,PHL,BOS
200781,SFO,LAS
200782,FLL,ORD
200783,LAX,MSP
200784,HOU,CHS
200785,ABQ,SLC
200786,RSW,MKE
200787,CVG,LAS
200788,IAD,FLL
200789,MLI,ORD
200790,ORD,CMH
200791,MAF,HOU
200792,HOU,JAX
200793,LIH,LAX
200794,PHX,DEN
200795,GSP,MDW
200796,TPA,MDW
200797,OGG,HNL
200798,DFW,AMA
200799,LGA,DEN
200800,ATL,MSP
200801,BNA,MDW
200802,MIA,MSP
200803,SNA,PHX
200804,OKC,ATL
200805,DAY,LGA
200806,AGS,ATL
200807,BDL,ORD
200808,ORD,DFW
200809,SAN,LAX
200810,SEA,SLC
200811,HNL,ITO
200812,FLL,ATL
200813,MCO,ATL
200814,LAX,ATL
200815,BWI,OKC
200816,LAS,MCI
200817,ATL,MLB
200818,MSN,DTW
200819,DTW,LAX
200820,BWI,ALB
200821,BZN,MSP
200822,STT,MIA
200823,ASE,ORD
200824,DAL,HOU
200825,LIH,HNL
200826,LAX,CLD
200827,SEA,PHX
200828,DEN,SMF
200829,LAS,SEA
200830,BWI,MCO
200831,TPA,MSP
200832,BTR,ATL
200833,SAN,IAH
200834,LAS,SAN
200835,ATL,BNA
200836,MCO,MSY
200837,BNA,IAH
200838,CLE,EWR
200839,DTW,TPA
200840,MSY,ATL
200841,DTW,ATL
200842,HOU,DAL
200843,SEA,ATL
200844,MAF,DFW
200845,PSP,LAX
200846,LAX,MDW
200847,LAX,LAS
200848,DCA,ATL
200849,PHL,RDU
200850,MCO,MIA
200851,DFW,DEN
200852,BWI,MHT
200853,EWR,ATL
200854,BHM,ORD
200855,DFW,SAV
200856,DCA,TPA
200857,MLI,ATL
200858,HLN,DEN
200859,ATL,DFW
200860,PHL,ATL
200861,SMF,PHX
200862,MSP,DCA
200863,LAX,IAH
200864,MSP,SEA
200865,LGA,CMH
200866,MCO,DCA
200867,FLL,LGA
200868,SEA,SFO
200869,HNL,OGG
200870,RDM,SLC
200871,SNA,DFW
200872,SJU,ORD
200873,ATL,MDW
200874,ORD,MHK
200875,HOU,MDW
200876,IAH,OKC
200877,SNA,OAK
200878,CLD,LAX
200879,LGA,BOS
200880,MIA,TPA
200881,TUL,IAH
200882,LFT,IAH
200883,ORD,EWR
200884,LGB,SLC
200885,ROC,ORD
200886,BUR,SMF
200887,PHL,TPA
200888,ELP,DFW
200889,BWI,MDW
200890,BWI,MCO
200891,PHX,ONT
200892,SBA,SFO
200893,SJU,FLL
200894,DEN,MDW
200895,ORD,FLL
200896,BOI,DEN
200897,BNA,ORD
200898,TPA,MSP
200899,ROC,MDW
200900,SFO,LAS
200901,BUR,PHX
200902,ORD,COS
200903,DFW,TXK
200904,ORD,TYS
200905,SLC,BWI
200906,BOS,LGB
200907,GRR,ORD
200908,FLL,PIT
200909,ORD,ATL
200910,FLL,MSY
200911,MIA,EWR
200912,JFK,SAN
200913,MSN,DEN
200914,BUF,ORD
200915,JFK,BUF
200916,SEA,BOS
200917,SLC,LAX
200918,LAX,DFW
200919,LAX,FAT
200920,SLC,GEG
200921,MAF,IAH
200922,MSP,MCI
200923,IAH,ATL
200924,LAX,ASE
200925,SAN,ORD
200926,RST,ORD
200927,SAN,ORD
200928,MSP,LAX
200929,ORD,MBS
200930,BWI,PVD
200931,DFW,CMH
200932,EWR,MCO
200933,LAS,SAT
200934,ATL,OMA
200935,DEN,SGU
200936,JAN,ATL
200937,IDA,DEN
200938,JFK,SFO
200939,DTW,MKE
200940,ATL,PDX
200941,SLC,FCA
200942,SLC,MDW
200943,TPA,CLT
200944,MSP,CLT
200945,BWI,MHT
200946,LAS,DAL
200947,OAK,HNL
200948,ATL,SDF
200949,ORD,DFW
200950,LAX,ATL
200951,EWR,ORD
200952,IAD,LAX
200953,CLD,LAX
200954,SFO,LAS
200955,CLT,STL
200956,MDW,BNA
200957,PDX,ORD
200958,CLT,IAH
200959,BHM,DFW
200960,SFO,ONT
200961,DFW,CMH
200962,CMH,DFW
200963,SEA,PDX
200964,HOU,TPA
200965,BWI,ATL
200966,LAX,SEA
200967,DAL,MSY
200968,RSW,ORD
200969,DAL,LAX
200970,HOU,ATL
200971,IND,DFW
200972,MSY,DAL
200973,SBA,LAX
200974,DTW,PVD
200975,BOS,EWR
200976,IAH,GRK
200977,SJC,DFW
200978,DEN,SNA
200979,ATL,FWA
200980,STL,TUL
200981,JFK,CHS
200982,FLL,DTW
200983,FLL,ATL
200984,ATL,TPA
200985,SEA,BWI
200986,DEN,MLI
200987,PHX,LAS
200988,DAL,ATL
200989,LAS,MSP
200990,STL,FLL
200991,PIT,MDW
200992,ATW,ORD
200993,DEN,LAS
200994,MRY,SFO
200995,MEM,ATL
200996,DFW,LGA
200997,LAX,LIH
200998,MSP,LAN
200999,CVG,DFW
201000,DTW,LEX
201001,SFO,SEA
201002,DFW,CRP
201003,HNL,OGG
201004,IAH,MOB
201005,PHX,ATL
201006,SNA,SEA
201007,DEN,FAR
201008,DEN,ATL
201009,LAX,IAD
201010,BUR,SJC
201011,PDX,DFW
201012,DFW,JAN
201013,IAH,DTW
201014,ATL,RDU
201015,RIC,EWR
201016,STL,ATL
201017,ATL,SDF
201018,JAN,DFW
201019,AUS,ORD
201020,LGA,BOS
201021,PIT,DFW
201022,IAH,AUS
201023,BOS,BWI
201024,BNA,DTW
201025,SEA,ATL
201026,SFO,PHX
201027,EWR,SLC
201028,AUS,FLL
201029,JFK,PWM
201030,PHL,DFW
201031,SFO,JFK
201032,IAH,LIT
201033,TOL,ORD
201034,MCO,BUF
201035,TPA,DCA
201036,MGM,DFW
201037,PDX,SFO
201038,ASE,ORD
201039,DFW,MFE
201040,MDW,MCI
201041,ORD,MSP
201042,SJC,PDX
201043,ATL,BTR
201044,SFO,LAS
201045,SLC,ORD
201046,BWI,MIA
201047,DEN,PHX
201048,DSM,IAH
201049,LGB,PDX
201050,BOS,LGA
201051,SLC,MSP
201052,SAN,DFW
201053,TPA,EWR
201054,IAD,DTW
201055,ATL,AUS
201056,SMF,SNA
201057,MSY,ATL
201058,SJC,LAX
201059,SLC,JFK
201060,IAD,ATL
201061,MYR,FLL
201062,LIH,LAX
201063,SLC,LGB
201064,SAN,BWI
201065,FLL,ATL
201066,SLC,LAX
201067,LGA,BOS
201068,IAH,DEN
201069,MKE,ATL
201070,LAS,MIA
201071,LAS,SNA
201072,GEG,MSP
201073,ORD,MSP
201074,MDW,LGA
201075,GEG,SLC
201076,FNT,ORD
201077,DEN,ICT
201078,AUS,ORD
201079,FAR,ORD
201080,GRR,ORD
201081,DAL,IAH
201082,PHX,TUS
201083,AUS,ATL
201084,SMF,SAN
201085,LGA,MYR
201086,TPA,MIA
201087,ORD,FLL
201088,PBI,BDL
201089,LGB,SLC
201090,STL,LAX
201091,SNA,SMF
201092,SFO,DFW
201093,SMF,SFO
201094,AUS,LAX
201095,DFW,RAP
201096,PHX,DRO
201097,SFO,ORD
201098,DTW,MDT
201099,ATL,ORD
201100,TPA,MSP
201101,IAH,SMF
201102,MSN,ORD
201103,BWI,PBI
201104,IDA,SLC
201105,SMF,DEN
201106,CHS,BWI
201107,CLT,MIA
201108,TPA,BDL
201109,RNO,DEN
201110,MIA,ATL
201111,HPN,ATL
201112,EWR,DTW
201113,TPA,PVD
201114,JFK,LAX
201115,SLC,IAH
201116,CLD,LAX
201117,BNA,MDW
201118,LAS,SFO
201119,ATL,SRQ
201120,PHL,SFO
201121,DCA,ATL
201122,MCO,LGA
201123,ORD,DFW
201124,SLC,DFW
201125,MSP,MDW
201126,SGF,DFW
201127,ATL,CHS
201128,PDX,OGG
201129,SNA,LAS
201130,PDX,LAX
201131,PHL,SFO
201132,SFO,AUS
201133,BTR,DFW
201134,ATL,MCO
201135,HPN,ATL
201136,AUS,DTW
201137,ORD,CLE
201138,LAX,LAS
201139,DFW,MCO
201140,ATL,MSN
201141,LAX,JFK
201142,LAX,PHL
201143,JAX,ATL
201144,BNA,SLC
201145,EWR,DEN
201146,SAN,MIA
201147,SHV,DFW
201148,ABQ,PHX
201149,TUL,DTW
201150,SAT,ATL
201151,ORD,TVC
201152,LAX,SAN
201153,PDX,PHX
201154,MIA,ATL
201155,DCA,DTW
201156,SLC,PHX
201157,TPA,SJU
201158,ATW,ORD
201159,AEX,ATL
201160,MCO,DTW
201161,LIH,HNL
201162,COS,SEA
201163,LAX,MCO
201164,SEA,BOS
201165,BOS,PBI
201166,GEG,DEN
201167,CMH,ATL
201168,MCO,MDW
201169,ATL,CRW
201170,SEA,PHX
201171,DEN,OMA
201172,DEN,RKS
201173,DTW,BUF
201174,DAL,ATL
201175,OAK,GEG
201176,LAX,CLT
201177,MCO,ORD
201178,RDU,CLT
201179,PHX,DFW
201180,LAX,SLC
201181,SMF,LAX
201182,CLT,PBI
201183,SAN,SLC
201184,SLC,GTF
201185,SAN,PHX
201186,EWR,MCO
201187,ORD,LEX
201188,SAV,BOS
201189,PDX,SFO
201190,PBI,BOS
201191,DFW,SFO
201192,PHL,ATL
201193,IND,DFW
201194,FLL,MSP
201195,BNA,AUS
201196,DEN,OMA
201197,IAH,JAN
201198,RIC,MCO
201199,MOB,IAH
201200,ATL,LAX
201201,IAH,CLE
201202,STL,SAT
201203,DTW,PWM
201204,JFK,JAX
201205,SJC,PHX
201206,DCA,MKE
201207,ACT,DFW
201208,MEM,ATL
201209,BOI,SLC
201210,GEG,SEA
201211,LAX,DEN
201212,DEN,FAR
201213,DFW,SAN
201214,JFK,MCO
201215,CMH,LAS
201216,SFO,JFK
201217,JAX,FLL
201218,SAN,MSP
201219,YUM,PHX
201220,ATL,BUF
201221,MIA,DFW
201222,HOU,ATL
201223,MKE,DFW
201224,ORD,CLT
201225,DEN,MSY
201226,CLT,BWI
201227,IDA,DEN
201228,ORD,LAS
201229,IAD,BOS
201230,TUS,PHX
201231,JFK,LAX
201232,SFO,MFR
201233,XNA,ORD
201234,BWI,CLE
201235,MCO,STL
201236,SAN,SMF
201237,JFK,SFO
201238,PIT,IAH
201239,LGA,CMH
201240,LGA,CLT
201241,DEN,SLC
201242,TUL,IAH
201243,RIC,ORD
201244,ATL,COS
201245,OKC,ATL
201246,PHL,BOS
201247,SEA,DFW
201248,LAX,ELP
201249,DCA,ATL
201250,MDW,PHL
201251,BOS,LGA
201252,MCO,ORD
201253,DSM,ORD
201254,DEN,MEM
201255,EWR,MCO
201256,DTW,LAS
201257,DFW,RSW
201258,ORD,CLE
201259,ASE,ORD
201260,ORD,SYR
201261,HOU,DAL
201262,BWI,MDW
201263,RSW,LGA
201264,LGA,PBI
201265,FLL,DFW
201266,CLT,RSW
201267,TPA,IAH
201268,CHS,JFK
201269,MCO,PVD
