FLIGHT_ID,ORIGIN_AIRPORT,DESTINATION_AIRPORT
400606,MSP,DEN
400607,SEA,SFO
400608,SJU,JFK
400609,DEN,SEA
400610,ATL,LIT
400611,MDW,SEA
400612,OAK,LAX
400613,BOS,TPA
400614,GRR,DTW
400615,OAK,SNA
400616,SMX,LAX
400617,ORD,IAH
400618,ATL,AGS
400619,MIA,CLT
400620,BOS,LGA
400621,TVC,ORD
400622,DAL,LAX
400623,MCO,CAK
400624,LGA,MCO
400625,SEA,SFO
400626,FAY,ATL
400627,MIA,GNV
400628,BOS,MIA
400629,MCO,BWI
400630,LAX,CMH
400631,ATL,ABY
400632,DFW,IAH
400633,ORD,FWA
400634,ORD,OAK
400635,ONT,SJC
400636,MCO,ATL
400637,TPA,DTW
400638,BNA,EWR
400639,ORD,SEA
400640,DAL,LIT
400641,IAH,SFO
400642,PDX,SLC
400643,SLC,BWI
400644,CHS,BWI
400645,LGA,ORD
400646,MIA,IAH
400647,BWI,CMH
400648,LAS,MSP
400649,ORD,LAS
400650,GSP,HOU
400651,ATL,ORD
400652,SDF,DEN
400653,SMF,LAX
400654,COS,SLC
400655,MCI,SAN
400656,SJC,LAX
400657,SJC,SNA
400658,DEN,CPR
400659,IAH,AUS
400660,LAS,ORD
400661,TTN,UST
400662,ATL,TLH
400663,DTW,MDT
400664,BUF,DTW
400665,FLL,LBE
400666,DTW,EWR
400667,JAX,CLT
400668,ATL,RIC
400669,MSY,ATL
400670,CLE,LGA
400671,SFO,BUR
400672,SLC,DTW
400673,CLE,BNA
400674,OMA,SLC
400675,ABQ,OAK
400676,MDW,ATL
400677,ELP,DFW
400678,FAR,DFW
400679,ORD,IAH
400680,ATL,PHF
400681,HOU,ELP
400682,SEA,MSP
400683,JFK,RDU
400684,DTW,LGA
400685,JFK,LAS
400686,SLC,SEA
400687,DTW,SEA
400688,LAX,MSP
400689,ATL,FAY
400690,OAK,SNA
400691,RSW,CLT
400692,PHF,ATL
400693,TPA,PVD
400694,SAN,PHX
400695,PHL,DTW
400696,EWR,JAX
400697,ORD,ATL
400698,ATL,STL
400699,PDX,LAS
400700,DEN,MKE
400701,MDW,PVD
400702,ORD,DFW
400703,JFK,CLT
400704,LAX,OAK
400705,LAS,JFK
400706,PIT,TPA
400707,ATL,DEN
400708,TPA,BOS
400709,DFW,SFO
400710,SJU,MCO
400711,SFO,ORD
400712,CRP,IAH
400713,MCO,PVD
400714,DEN,DFW
400715,PBI,JFK
400716,HNL,LIH
400717,ORD,AVL
400718,BRD,MSP
400719,DCA,ORD
400720,EUG,DEN
400721,SAV,ATL
400722,BUF,JFK
400723,ROC,ATL
400724,PHX,LAS
400725,BOS,DCA
400726,DFW,CHA
400727,AUS,SFO
400728,DFW,GPT
400729,ATL,BWI
400730,OMA,MDW
400731,CDC,SLC
400732,EWR,ATL
400733,ATL,ABQ
400734,ATL,GNV
400735,BUR,LAS
400736,MSP,ATW
400737,PHX,PSP
400738,BDL,CLT
400739,LGA,MIA
400740,SFO,DAL
400741,LAS,SAN
400742,MCO,PVD
400743,BOS,LAX
400744,MEM,ORD
400745,ILM,ATL
400746,IAH,LAX
400747,PHX,BUR
400748,DSM,MSP
400749,OAK,KOA
400750,ATL,ECP
400751,SJC,HNL
400752,CLT,BOS
400753,ATL,LFT
400754,IAH,BOS
400755,SMF,DEN
400756,BOS,ATL
400757,LAS,SFO
400758,CLT,MSP
400759,SFO,RDM
400760,FLL,JFK
400761,MSP,TPA
400762,MSP,ORD
400763,ANC,SEA
400764,MDW,MHT
400765,DEN,LBB
400766,SFO,ONT
400767,IAH,BOI
400768,AZO,ORD
400769,DTW,TPA
400770,RDU,ATL
400771,BTV,DTW
400772,MSN,ORD
400773,HNL,ITO
400774,BNA,CLT
400775,LAS,MDW
400776,BOS,JFK
400777,DEN,PDX
400778,DEN,MIA
400779,PBI,ATL
400780,DFW,GJT
400781,ONT,LAS
400782,CWA,ORD
400783,JFK,MIA
400784,ORD,ATL
400785,SLC,IDA
400786,ORD,DAY
400787,SFO,SAN
400788,FLL,CLT
400789,BDL,TPA
400790,DFW,GRK
400791,EWR,SJU
400792,MCI,ATL
400793,EUG,SFO
400794,TPA,CMH
400795,STL,CLT
400796,DCA,LGA
400797,ATL,PHL
400798,MKE,RSW
400799,ORD,LGA
400800,CLT,PHL
400801,JFK,JAX
400802,IAH,MIA
400803,BWI,SDF
400804,IAH,TUS
400805,SMF,SLC
400806,MCO,HPN
400807,CLE,PHL
400808,MLI,ORD
400809,SLC,EUG
400810,DCA,CLE
400811,DEN,ICT
400812,DTW,ORD
400813,LGA,ATL
400814,CVG,SLC
400815,TUL,STL
400816,ATL,CHS
400817,DFW,TPA
400818,DAL,HOU
400819,ECP,ATL
400820,DTW,SBN
400821,MSY,BNA
400822,SFO,JFK
400823,DEN,IAH
400824,DEN,LGA
400825,BDL,ATL
400826,LAX,ORD
400827,GEG,SEA
400828,LAX,ORD
400829,IND,LAS
400830,ORD,DEN
400831,LAX,JFK
400832,ISP,BWI
400833,LGA,DFW
400834,IAH,TPA
400835,DTW,PVD
400836,PHX,IAH
400837,TPA,MEM
400838,PHL,SFO
400839,LGA,BOS
400840,DEN,BOS
400841,DAL,ELP
400842,DFW,LAS
400843,EWR,JAX
400844,LAS,PHX
400845,DCA,DAL
400846,LAS,SFO
400847,CAE,ATL
400848,HOU,GSP
400849,SFO,ONT
400850,GSO,ORD
400851,GRK,DFW
400852,CLT,IAH
400853,JFK,SAT
400854,ORD,PHL
400855,ATL,ABY
400856,MIA,LGA
400857,BOS,ORD
400858,MSP,BDL
400859,MIA,BOS
400860,TPA,EWR
400861,DEN,STL
400862,DEN,CLE
400863,LAX,SJC
400864,SEA,SJC
400865,FNT,BWI
400866,SLC,SGU
400867,PHL,MIA
400868,BWI,ISP
400869,FAR,DEN
400870,SJC,BUR
400871,BDL,BWI
400872,SLC,OMA
400873,DFW,LAX
400874,DAB,ATL
400875,SJT,DFW
400876,SDF,ATL
400877,DAL,SNA
400878,DEN,PHX
400879,JAX,JFK
400880,SAT,DFW
400881,ANC,ADQ
400882,DEN,SBA
400883,ATL,ORD
400884,DEN,BIL
400885,LIT,ORD
400886,BFL,DEN
400887,ELP,IAH
400888,MCO,BWI
400889,PHX,LAS
400890,PHX,MSP
400891,BOI,SAN
400892,ONT,OAK
400893,LAS,SLC
400894,HOU,STL
400895,DCA,CLT
400896,CVG,EWR
400897,DFW,GRR
400898,RDU,SFO
400899,LIT,IAH
400900,ORD,MSP
400901,JAX,BOS
400902,SAN,DEN
400903,BET,ANC
400904,BWI,FLL
400905,MSY,TPA
400906,DTW,LGA
400907,LGA,CLT
400908,MCI,MCO
400909,ATL,SDF
400910,SEA,OGG
400911,GSP,ATL
400912,DFW,TLH
400913,LAX,IAD
400914,EWR,DSM
400915,DFW,SGF
400916,MCO,MSP
400917,RSW,ATL
400918,DTW,BWI
400919,DFW,GRK
400920,IAH,GPT
400921,PHX,STL
400922,LAS,MSY
400923,SFO,SEA
400924,HOB,IAH
400925,BOS,DCA
400926,SFO,CLT
400927,ORD,ATL
400928,SMF,LAX
400929,RAP,MSP
400930,LAS,PHX
400931,ATL,EYW
400932,MCI,MDW
400933,ORD,BNA
400934,ORD,CLE
400935,DFW,DCA
400936,FLL,EWR
400937,DEN,LFT
400938,MSP,LAX
400939,CLT,ORD
400940,MSP,SAN
400941,SEA,DEN
400942,CMH,MSP
400943,MOB,ORD
400944,SAT,LAS
400945,LAX,SAT
400946,MSP,FAR
400947,MSP,RAP
400948,GSO,ATL
400949,SFO,SEA
400950,IND,BWI
400951,HNL,KOA
400952,CLE,LGA
400953,EWR,MSY
400954,PHX,ONT
400955,PHX,MSP
400956,IAD,LAX
400957,LGA,PHL
400958,BWI,ROC
400959,MCO,CMH
400960,STL,TPA
400961,LAS,BWI
400962,CVG,SLC
400963,IAH,LAX
400964,MCO,CMH
400965,ORD,RSW
400966,EWR,PVD
400967,LAS,MKE
400968,LAS,SJC
400969,ATL,MCI
400970,MCO,PHL
400971,IAH,ORD
400972,EWR,FLL
400973,LAS,DFW
400974,SAT,DFW
400975,EWR,STL
400976,ORD,PIA
400977,DAL,AUS
400978,SJC,LAX
400979,CLT,FLL
400980,ORD,COS
400981,OAK,SLC
400982,MCO,ISP
400983,SEA,SJC
400984,BUF,FLL
400985,CPR,DEN
400986,ATL,DCA
400987,TLH,MIA
400988,IND,EWR
400989,ORD,BWI
400990,ATL,SAT
400991,MDW,DTW
400992,ATL,FLL
400993,ATL,DTW
400994,SJU,ORD
400995,LGA,ORD
400996,PHX,BOS
400997,DCA,CLT
400998,ORD,PHL
400999,FAT,SLC
401000,ONT,PHX
401001,KOA,DEN
401002,CLT,TPA
401003,ORD,LAX
401004,LAX,ATL
401005,GEG,SLC
401006,LGA,FLL
401007,MSO,SLC
401008,PHX,PDX
401009,MCI,MDW
401010,IAH,PHX
401011,ATL,IAD
401012,CLT,DCA
401013,SFO,LAX
401014,DTW,LAX
401015,HOU,MEM
401016,SLC,OAK
401017,BWI,SEA
401018,DEN,AUS
401019,ORD,BNA
401020,CAK,ATL
401021,MSP,MSO
401022,BNA,ECP
401023,BHM,ATL
401024,BOS,IAH
401025,MKE,ORD
401026,LAX,TUS
401027,BWI,ATL
401028,ATL,LGA
401029,SEA,LAS
401030,RSW,EWR
401031,SAV,EWR
401032,ORD,RSW
401033,SDF,MDW
401034,LAS,SMF
401035,ATL,DFW
401036,BNA,DEN
401037,MSP,EWR
401038,SAN,ORD
401039,ORH,FLL
401040,DEN,OMA
401041,GSO,MIA
401042,MCO,PVD
401043,ATL,PBI
401044,LGB,SLC
401045,ORD,GRR
401046,SFO,EWR
401047,ATL,EWR
401048,SLC,SFO
401049,SFO,ORD
401050,ATL,MCO
401051,CHA,ATL
401052,MIA,CLT
401053,PHL,DEN
401054,DFW,ATL
401055,PHL,MCO
401056,LGA,MIA
401057,BOS,BWI
401058,EUG,SLC
401059,DFW,SLC
401060,HNL,OGG
401061,TPA,HPN
401062,PHL,BNA
401063,XNA,DFW
401064,DTW,PHL
401065,DTW,ORD
401066,AMA,DAL
401067,LGA,BOS
401068,SEA,BUR
401069,MSP,DAY
401070,SHV,DFW
401071,MIA,DCA
401072,ELP,LAX
401073,IAH,DSM
401074,LAS,LAX
401075,MSY,SLC
401076,DFW,AEX
401077,LIT,IAH
401078,HOU,MAF
401079,HOU,SAT
401080,PHX,SAN
401081,OMA,IAH
401082,ELP,DAL
401083,SLC,BIL
401084,DFW,CLE
401085,SAT,ATL
401086,DFW,MLU
401087,DAL,TUL
401088,MKE,ORD
401089,JFK,FLL
401090,JFK,MIA
401091,IND,EWR
401092,BFL,PHX
401093,SAN,PHL
401094,LAS,PHL
401095,JFK,ATL
401096,ORD,AVL
401097,HNL,LIH
401098,FAT,SEA
401099,DEN,SEA
401100,ESC,DTW
401101,YUM,PHX
401102,CID,ORD
401103,ATL,GSP
401104,BOS,ORD
401105,JAX,BNA
401106,SEA,KTN
401107,LAX,SFO
401108,MCO,SYR
401109,PVD,CLT
401110,SJC,SAN
401111,MDT,MCO
401112,IAH,CLT
401113,JFK,BOS
401114,ATL,LEX
401115,CLE,PHL
401116,ATL,CMH
401117,SLC,AUS
401118,BNA,MDW
401119,HNL,PHX
401120,PSP,SEA
401121,SAN,MSP
401122,SHV,ATL
401123,PHL,DFW
401124,HOU,BNA
401125,SEA,DFW
401126,PHX,SEA
401127,ORF,ATL
401128,FWA,ORD
401129,DEN,SLC
401130,ATL,BWI
401131,MSY,EWR
401132,ONT,PHX
401133,LAS,SEA
401134,ATL,IND
401135,MEM,IAH
401136,ORD,MIA
401137,KOA,SFO
401138,LIH,HNL
401139,DFW,MSP
401140,PDX,LAS
401141,LAS,BDL
401142,LIH,HNL
401143,CMH,ATL
401144,ATL,HSV
401145,CLT,IAH
401146,LGA,IAH
401147,ATL,CLT
401148,LAS,DAL
401149,RNO,DFW
401150,IAH,TUS
401151,ANC,JNU
401152,MEM,ORD
401153,LGA,FLL
401154,BUR,SJC
401155,SLC,VEL
401156,SBN,DTW
401157,AUS,JFK
401158,EWR,PWM
401159,SFO,CLT
401160,SBA,LAX
401161,DEN,LAX
401162,ORD,IND
401163,BZN,DEN
401164,PDX,SFO
401165,DFW,ATL
401166,ORD,DFW
401167,SFO,SEA
401168,EUG,SFO
401169,SAN,SEA
401170,MCO,BOS
401171,DFW,CMH
401172,CRP,DFW
401173,IAH,DFW
401174,ATL,BNA
401175,PHX,DFW
401176,DFW,SFO
401177,TPA,ORD
401178,PDX,LAS
401179,MCO,JFK
401180,BHM,TPA
401181,PDX,SFO
401182,ORD,SLC
401183,LAS,JFK
401184,BWI,MSP
401185,DFW,JAX
401186,TPA,DCA
401187,MCO,ATL
401188,TPA,MKE
401189,ICT,ORD
401190,DEN,MDW
401191,IAH,DCA
401192,SEA,DTW
401193,SAN,OAK
401194,ROC,ORD
401195,DCA,MKE
401196,DCA,DTW
401197,HOU,BNA
401198,SNA,DEN
401199,CLE,MCO
401200,IAH,FLL
401201,ATL,CMH
401202,TPA,BNA
401203,ATL,MDW
401204,MCO,BDL
401205,BWI,FNT
401206,ORD,IAH
401207,ACT,DFW
401208,PHX,SLC
401209,SNA,SEA
401210,ORD,SEA
401211,MSP,FNT
401212,HOU,MSY
401213,GSP,EWR
401214,JFK,BOS
401215,TPA,ATL
401216,IAH,JAN
401217,BWI,PWM
401218,SAN,ATL
401219,ATL,MDW
401220,LAS,ORD
401221,DEN,LAX
401222,SAF,DFW
401223,MSY,JFK
401224,BOI,LAX
401225,JFK,DTW
401226,EWR,DEN
401227,DFW,ATL
401228,LAX,SJC
401229,LFT,DFW
401230,EWR,CLE
401231,MSP,DTW
401232,ORD,MEM
401233,DFW,MEM
401234,SAN,HNL
401235,MDW,OMA
401236,CMH,LAS
401237,MSP,BNA
401238,BOS,RIC
401239,LGA,STL
401240,DTW,MSP
401241,MIA,TLH
401242,OMA,MDW
401243,BTR,ATL
401244,BOS,SFO
401245,EWR,PHX
401246,ATL,BOS
401247,DSM,ORD
401248,DAL,MCO
401249,LAX,SFO
401250,PDX,ATL
401251,SLC,DEN
401252,GRK,DFW
401253,COS,SLC
401254,HOU,ATL
401255,SNA,SFO
401256,MCO,BOS
401257,DEN,PIT
401258,DTW,ATL
401259,RDU,ATL
401260,DFW,DEN
401261,ICT,DAL
401262,SLC,ATL
401263,FLL,ATL
401264,PVD,MDW
401265,MCO,BOS
401266,PHL,LAS
401267,ABQ,IAH
401268,ROC,BWI
401269,ORD,MCO
