MONTH,DAY,DAY_OF_WEEK,ORIGIN_AIRPORT,DESTINATION_AIRPORT,DEPARTURE_DELAY,TAXI_OUT,DISTANCE,DELAYED,YEAR
2,24,2,OAK,LAS,-3.0,21.0,407,0,2015
2,24,2,LGA,ATL,99.0,33.0,762,1,2015
2,11,3,LGA,DTW,1.0,39.0,502,0,2015
2,23,1,BOS,EWR,-5.0,19.0,200,0,2015
2,24,2,GSO,DTW,7.0,50.0,460,1,2015
2,4,3,ATL,XNA,-3.0,11.0,589,0,2015
2,11,3,JFK,SEA,4.0,21.0,2422,0,2015
2,7,6,HRL,HOU,-2.0,6.0,277,0,2015
2,19,4,IAH,DTW,177.0,20.0,1075,1,2015
2,21,6,ATL,GRB,-1.0,14.0,774,0,2015
2,2,1,CLE,RSW,40.0,88.0,1025,1,2015
2,25,3,STL,MIA,-5.0,28.0,1068,1,2015
2,18,3,MCO,PHL,-5.0,22.0,861,0,2015
2,11,3,MLI,ORD,-6.0,14.0,139,0,2015
2,9,1,CLT,ATL,148.0,8.0,226,1,2015
2,15,7,FLL,SJU,-4.0,16.0,1046,0,2015
2,23,1,ATL,SBN,-3.0,16.0,566,0,2015
2,7,6,IAH,MFE,-3.0,17.0,316,0,2015
2,23,1,DEN,MCI,1.0,32.0,533,0,2015
2,25,3,GEG,LAX,-3.0,19.0,945,0,2015
2,28,6,MSP,GEG,-5.0,12.0,1175,0,2015
2,24,2,HOU,SAT,9.0,8.0,192,0,2015
2,6,5,JFK,TPA,0.0,20.0,1005,0,2015
2,7,6,IAD,EWR,-6.0,14.0,212,0,2015
2,7,6,AUS,SJC,-5.0,10.0,1476,0,2015
2,16,1,ALB,CLT,6.0,31.0,646,0,2015
2,12,4,MKE,DTW,-4.0,10.0,237,0,2015
2,24,2,LAX,SLC,20.0,18.0,590,1,2015
2,7,6,LIH,HNL,-10.0,7.0,102,0,2015
2,21,6,DFW,MIA,10.0,11.0,1121,0,2015
2,2,1,MCO,BDL,49.0,12.0,1050,1,2015
2,14,6,LAX,ASE,-1.0,18.0,737,0,2015
2,19,4,PHL,IAH,30.0,15.0,1325,1,2015
2,8,7,SLC,BTM,-5.0,20.0,358,0,2015
2,18,3,ORD,DFW,1.0,10.0,802,0,2015
2,21,6,ORD,MCO,109.0,17.0,1005,1,2015
2,25,3,PDX,SNA,-1.0,9.0,859,0,2015
2,11,3,BWI,FLL,-5.0,10.0,925,0,2015
2,28,6,ORD,OMA,22.0,21.0,416,1,2015
2,25,3,LAX,DEN,-8.0,11.0,862,0,2015
2,5,4,IAH,LRD,45.0,10.0,301,1,2015
2,28,6,DTW,LGA,-2.0,31.0,502,0,2015
2,26,4,MIA,LGA,16.0,13.0,1096,0,2015
2,23,1,DEN,BOI,-2.0,45.0,649,0,2015
2,16,1,BOS,STT,139.0,40.0,1693,1,2015
2,28,6,BHM,BWI,-3.0,8.0,682,0,2015
2,27,5,LAX,SFO,-7.0,14.0,337,0,2015
2,3,2,DEN,HLN,-6.0,13.0,594,0,2015
2,6,5,MCO,DTW,-2.0,12.0,957,0,2015
2,18,3,ORD,SNA,37.0,16.0,1726,0,2015
2,1,7,EWR,PVD,-2.0,24.0,160,0,2015
2,3,2,BET,ANC,-2.0,5.0,399,0,2015
2,9,1,MSP,RDU,35.0,11.0,980,1,2015
2,13,5,MDW,FLL,38.0,7.0,1166,1,2015
2,19,4,DAY,DFW,5.0,32.0,861,0,2015
2,22,7,MSP,IAH,41.0,15.0,1034,1,2015
2,15,7,CMH,LAX,-3.0,9.0,1995,0,2015
2,1,7,EWR,PHX,-2.0,10.0,2133,0,2015
2,27,5,LAS,PDX,-6.0,13.0,763,0,2015
2,8,7,DEN,RAP,9.0,15.0,300,0,2015
2,20,5,SNA,DFW,-2.0,13.0,1205,0,2015
2,18,3,CMH,MCO,15.0,16.0,802,1,2015
2,27,5,ONT,OAK,-4.0,8.0,362,0,2015
2,21,6,MSN,DFW,-8.0,12.0,821,0,2015
2,6,5,CMH,MDW,-6.0,9.0,283,0,2015
2,15,7,STL,MCI,15.0,9.0,237,1,2015
2,28,6,SEA,SAN,-5.0,13.0,1050,0,2015
2,22,7,ATL,GSP,1.0,16.0,153,0,2015
2,17,2,HOU,MSY,-1.0,11.0,302,0,2015
2,4,3,SLC,COS,15.0,16.0,411,1,2015
2,25,3,LAX,AUS,0.0,7.0,1242,0,2015
2,26,4,IND,MCO,47.0,23.0,829,1,2015
2,22,7,BOS,PHX,49.0,15.0,2300,1,2015
2,26,4,LAS,LAX,208.0,17.0,236,1,2015
2,11,3,DTW,LGA,19.0,65.0,502,1,2015
2,17,2,DAL,BHM,7.0,11.0,587,0,2015
2,18,3,IAH,CRP,-3.0,20.0,201,0,2015
2,14,6,LGA,DEN,4.0,12.0,1620,0,2015
2,17,2,PHX,DEN,-3.0,11.0,602,0,2015
2,25,3,JFK,LAX,-1.0,16.0,2475,0,2015
2,23,1,LIH,PHX,-2.0,9.0,2979,0,2015
2,9,1,SGF,DFW,-9.0,9.0,364,0,2015
2,7,6,LAS,ORD,-6.0,17.0,1514,0,2015
2,4,3,PHL,PHX,-7.0,11.0,2075,0,2015
2,18,3,CLT,IAH,19.0,31.0,912,1,2015
2,4,3,SFO,LAX,13.0,19.0,337,1,2015
2,17,2,IAH,EWR,0.0,17.0,1400,0,2015
2,25,3,ORF,MCO,-5.0,9.0,655,0,2015
2,27,5,DCA,FLL,-6.0,11.0,899,0,2015
2,5,4,LIT,ATL,-4.0,12.0,453,0,2015
2,20,5,RIC,BOS,-6.0,14.0,474,0,2015
2,22,7,BMI,ORD,-5.0,10.0,116,0,2015
2,27,5,PDX,BUR,27.0,15.0,817,1,2015
2,27,5,MCO,DFW,-3.0,12.0,985,0,2015
2,16,1,SFO,JFK,-6.0,19.0,2586,0,2015
2,20,5,SMF,SFO,-4.0,9.0,86,0,2015
2,25,3,PHX,DCA,-4.0,13.0,1979,0,2015
2,6,5,ORD,MCO,-5.0,14.0,1005,0,2015
2,13,5,BTR,DFW,-5.0,15.0,383,0,2015
2,1,7,DTW,RSW,0.0,41.0,1084,0,2015
2,12,4,DEN,MIA,-2.0,11.0,1709,0,2015
2,4,3,SBP,SFO,-9.0,7.0,190,0,2015
2,16,1,MDW,STL,-3.0,11.0,251,0,2015
2,10,2,LAS,DEN,-4.0,10.0,628,0,2015
2,2,1,ATL,CAK,0.0,19.0,528,0,2015
2,26,4,MSP,CVG,-3.0,15.0,596,0,2015
2,20,5,DFW,TUS,0.0,17.0,813,0,2015
2,1,7,IND,TPA,-3.0,19.0,837,0,2015
2,4,3,ELP,PHX,-2.0,9.0,347,0,2015
2,14,6,SAN,PDX,-3.0,22.0,933,0,2015
2,28,6,CLT,ATL,0.0,10.0,226,0,2015
2,21,6,DEN,BIL,30.0,7.0,455,1,2015
2,4,3,PBI,CLT,-12.0,11.0,590,0,2015
2,11,3,DTW,ABE,124.0,20.0,425,1,2015
2,13,5,AUS,HOU,-3.0,15.0,148,0,2015
2,24,2,HOU,DAL,28.0,9.0,239,1,2015
2,7,6,PDX,SFO,-6.0,15.0,550,0,2015
2,2,1,DFW,IND,-4.0,16.0,761,0,2015
2,12,4,MGM,ATL,-3.0,14.0,147,0,2015
2,8,7,SEA,COS,-3.0,17.0,1068,0,2015
2,26,4,STL,SFO,18.0,17.0,1735,0,2015
2,14,6,PHX,PIT,-3.0,27.0,1814,1,2015
2,17,2,SAT,DFW,3.0,13.0,247,0,2015
2,28,6,CAK,MCO,114.0,7.0,861,1,2015
2,26,4,PHL,LAX,-1.0,12.0,2402,0,2015
2,26,4,LNK,DEN,120.0,22.0,423,1,2015
2,28,6,LAS,PHX,-3.0,15.0,255,0,2015
2,12,4,STL,IAH,-2.0,11.0,667,0,2015
2,17,2,KOA,HNL,0.0,8.0,163,0,2015
2,17,2,BOS,BUF,0.0,15.0,395,0,2015
2,19,4,AUS,FLL,5.0,11.0,1105,0,2015
2,8,7,FSD,ORD,30.0,8.0,462,1,2015
2,20,5,BHM,DAL,-5.0,12.0,587,0,2015
2,10,2,SAN,SMF,-4.0,10.0,480,0,2015
2,26,4,SFO,SBA,-5.0,14.0,262,0,2015
2,19,4,BWI,DTW,42.0,10.0,409,1,2015
2,13,5,SLC,LAS,-6.0,16.0,368,0,2015
2,11,3,MCI,BNA,19.0,7.0,491,1,2015
2,13,5,FAT,LAX,-4.0,23.0,209,0,2015
2,28,6,PHX,BOI,-3.0,9.0,735,0,2015
2,6,5,DCA,CLT,1.0,17.0,331,0,2015
2,23,1,CLE,LGA,-4.0,14.0,419,0,2015
2,11,3,RIC,BOS,-2.0,32.0,474,1,2015
2,7,6,LAS,SMF,-8.0,12.0,397,0,2015
2,16,1,SBA,SEA,28.0,14.0,908,1,2015
2,21,6,CLT,PVD,0.0,17.0,683,0,2015
2,14,6,SLC,PSP,-2.0,11.0,541,0,2015
2,19,4,FLL,STL,-2.0,16.0,1056,0,2015
2,14,6,ATL,CAK,12.0,15.0,528,0,2015
2,6,5,SFO,DAL,294.0,22.0,1476,1,2015
2,1,7,JFK,LAX,-3.0,14.0,2475,0,2015
2,26,4,DTW,BUF,2.0,33.0,241,0,2015
2,22,7,CAE,DFW,-1.0,13.0,922,0,2015
2,24,2,EWR,LAS,2.0,15.0,2227,0,2015
2,14,6,TPA,PHX,19.0,9.0,1788,0,2015
2,19,4,RSW,MDW,75.0,10.0,1105,1,2015
2,27,5,MIA,DCA,-4.0,24.0,919,0,2015
2,27,5,ORD,FLL,-7.0,13.0,1182,0,2015
2,6,5,RDM,SFO,0.0,8.0,462,0,2015
2,2,1,LAX,JFK,-3.0,15.0,2475,0,2015
2,14,6,MDW,MCO,24.0,7.0,990,0,2015
2,20,5,ATL,ECP,0.0,13.0,240,0,2015
2,3,2,SEA,ANC,1.0,14.0,1448,0,2015
2,19,4,BOS,ORD,7.0,36.0,867,0,2015
2,1,7,ATL,LAX,4.0,14.0,1947,0,2015
2,3,2,RSW,DCA,-1.0,9.0,892,0,2015
2,26,4,OAK,LAS,-3.0,10.0,407,0,2015
2,17,2,PHL,BOS,184.0,82.0,280,1,2015
2,18,3,DCA,FLL,22.0,29.0,899,1,2015
2,23,1,OMA,MSP,-14.0,9.0,282,0,2015
2,8,7,MDW,OAK,-3.0,17.0,1844,0,2015
2,23,1,PHX,IAH,1.0,11.0,1009,0,2015
2,23,1,MCI,PHX,4.0,9.0,1044,1,2015
2,26,4,BWI,SAT,33.0,13.0,1407,1,2015
2,18,3,RSW,ATL,-3.0,13.0,515,0,2015
2,26,4,SAN,ATL,0.0,13.0,1892,0,2015
2,14,6,SAT,ORD,-3.0,9.0,1041,0,2015
2,22,7,SDF,ORD,-11.0,13.0,287,0,2015
2,17,2,BDL,BWI,-4.0,10.0,283,0,2015
2,3,2,DFW,GSP,-4.0,12.0,862,0,2015
2,18,3,SAN,OAK,-2.0,8.0,446,0,2015
2,8,7,JFK,STT,0.0,25.0,1623,0,2015
2,20,5,BOS,MCO,-2.0,14.0,1121,0,2015
2,28,6,SEA,TPA,26.0,13.0,2520,0,2015
2,27,5,MCO,ORD,0.0,14.0,1005,0,2015
2,12,4,ATL,ORD,-4.0,13.0,606,0,2015
2,1,7,EWR,IAH,5.0,11.0,1400,0,2015
2,23,1,JFK,ATL,-1.0,15.0,760,0,2015
2,13,5,MYR,ATL,-7.0,11.0,317,0,2015
2,3,2,SJC,OGG,-3.0,14.0,2355,0,2015
2,27,5,TPA,DCA,-8.0,22.0,814,0,2015
2,27,5,MCO,PHL,-3.0,19.0,861,0,2015
2,3,2,LGA,FLL,27.0,13.0,1076,1,2015
2,23,1,DEN,SJC,-5.0,14.0,948,0,2015
2,18,3,MCO,CLE,6.0,12.0,895,0,2015
2,24,2,CLT,PHX,-1.0,16.0,1773,0,2015
2,14,6,MSN,ORD,-1.0,26.0,108,0,2015
2,4,3,DCA,DAL,-5.0,9.0,1184,0,2015
2,24,2,ORD,COU,6.0,16.0,315,0,2015
2,28,6,FLL,LAX,-5.0,10.0,2342,0,2015
2,9,1,DFW,MCI,-2.0,16.0,460,0,2015
2,16,1,RSW,STL,0.0,11.0,979,0,2015
2,12,4,IND,EWR,-3.0,24.0,645,1,2015
2,3,2,LGA,ATL,40.0,98.0,762,1,2015
2,4,3,LGA,DAL,61.0,34.0,1381,1,2015
2,6,5,SFO,BOS,-5.0,14.0,2704,0,2015
2,6,5,AUS,CLT,-3.0,10.0,1032,0,2015
2,4,3,MSN,DTW,-3.0,31.0,311,0,2015
2,4,3,SFO,ACV,47.0,16.0,250,1,2015
2,26,4,ORD,FAR,83.0,96.0,557,1,2015
2,16,1,OAK,ONT,-1.0,6.0,362,0,2015
2,18,3,PHX,ATL,13.0,13.0,1587,0,2015
2,27,5,TPA,JFK,15.0,12.0,1005,0,2015
2,1,7,TUS,IAH,99.0,18.0,936,1,2015
2,14,6,DFW,IAH,9.0,12.0,224,0,2015
2,28,6,JFK,RSW,-7.0,16.0,1074,0,2015
2,27,5,LAX,HNL,-7.0,14.0,2556,0,2015
2,18,3,SFO,LAX,-3.0,10.0,337,0,2015
2,16,1,ATL,MDT,-2.0,8.0,620,0,2015
2,15,7,GRK,DFW,-7.0,14.0,134,0,2015
2,13,5,DCA,PBI,-1.0,23.0,857,0,2015
2,1,7,SJU,MIA,-5.0,12.0,1045,0,2015
2,3,2,DEN,BUR,48.0,14.0,850,1,2015
2,27,5,LGA,BOS,-6.0,28.0,184,0,2015
2,14,6,MCO,ATL,35.0,18.0,404,1,2015
2,15,7,SLC,DEN,-3.0,18.0,391,0,2015
2,13,5,BWI,PBI,9.0,9.0,883,0,2015
2,13,5,DTW,MSY,16.0,12.0,926,0,2015
2,27,5,SFO,SEA,13.0,17.0,679,0,2015
2,25,3,ORD,ICT,21.0,49.0,588,1,2015
2,9,1,BWI,ISP,12.0,10.0,220,0,2015
2,21,6,CLT,IAH,42.0,13.0,912,1,2015
2,2,1,CLE,ATL,13.0,33.0,554,1,2015
2,18,3,PHX,ATL,-5.0,17.0,1587,0,2015
2,13,5,DTW,LIT,-4.0,18.0,705,0,2015
2,19,4,MSP,PHL,4.0,14.0,980,0,2015
2,24,2,BOS,PHL,-4.0,12.0,280,0,2015
2,5,4,MIA,MSP,366.0,10.0,1501,1,2015
2,5,4,MDW,FLL,5.0,17.0,1166,0,2015
2,24,2,DAY,ATL,145.0,38.0,432,1,2015
2,15,7,CLE,MDW,-4.0,11.0,307,0,2015
2,15,7,FLL,ATL,-1.0,11.0,581,0,2015
2,11,3,SLC,CLT,-4.0,16.0,1727,0,2015
2,22,7,TPA,ROC,-2.0,8.0,1079,0,2015
2,20,5,SMF,LAX,7.0,14.0,373,0,2015
2,16,1,CLT,ORD,-4.0,16.0,599,0,2015
2,18,3,LAX,KOA,-2.0,12.0,2504,0,2015
2,19,4,OMA,DEN,6.0,15.0,472,0,2015
2,16,1,BWI,FLL,55.0,12.0,925,1,2015
2,20,5,BWI,LAS,-1.0,14.0,2106,1,2015
2,7,6,ORD,MCO,-1.0,25.0,1005,0,2015
2,6,5,MSP,RSW,-1.0,12.0,1416,0,2015
2,1,7,BQK,ATL,-4.0,9.0,238,0,2015
2,26,4,CLL,DFW,2.0,9.0,164,0,2015
2,22,7,JFK,CLT,211.0,26.0,541,1,2015
2,15,7,EWR,DEN,26.0,24.0,1605,1,2015
2,6,5,MIA,BOS,0.0,16.0,1258,0,2015
2,2,1,LGA,MSY,390.0,145.0,1183,1,2015
2,18,3,DEN,MIA,-3.0,10.0,1709,0,2015
2,9,1,ROC,ATL,46.0,27.0,749,1,2015
2,5,4,SFO,LAX,3.0,35.0,337,1,2015
2,23,1,SFO,SBP,-8.0,13.0,190,0,2015
2,25,3,MOB,ORD,-3.0,17.0,779,0,2015
2,18,3,BOS,CLE,-10.0,30.0,563,0,2015
2,27,5,EWR,MSP,-9.0,15.0,1008,0,2015
2,20,5,BOS,SFO,108.0,30.0,2704,1,2015
2,7,6,IAD,ATL,-11.0,14.0,534,0,2015
2,15,7,MSP,LAN,-7.0,29.0,455,0,2015
2,8,7,SEA,SNA,-2.0,20.0,978,1,2015
2,24,2,MSP,SFO,-3.0,9.0,1589,0,2015
2,15,7,SNA,PHX,9.0,8.0,338,0,2015
2,16,1,LGA,ORD,2.0,21.0,733,0,2015
2,9,1,SNA,ATL,5.0,11.0,1919,0,2015
2,9,1,ORD,DSM,-4.0,20.0,299,0,2015
2,13,5,LAX,OGG,31.0,25.0,2486,1,2015
2,20,5,MKE,ORD,-10.0,10.0,67,0,2015
2,10,2,HYS,DEN,35.0,15.0,298,1,2015
2,11,3,PHL,DFW,-5.0,36.0,1303,0,2015
2,28,6,DFW,AEX,135.0,64.0,285,1,2015
2,23,1,LGB,JFK,44.0,10.0,2465,1,2015
2,28,6,PIT,BNA,0.0,8.0,462,0,2015
2,11,3,SEA,LAS,-3.0,17.0,867,0,2015
2,2,1,ATL,TRI,-1.0,13.0,227,0,2015
2,2,1,HOU,HRL,41.0,10.0,277,1,2015
2,16,1,MSP,TUS,25.0,48.0,1298,1,2015
2,2,1,CLT,BUF,-7.0,17.0,546,0,2015
2,26,4,STL,BWI,-3.0,30.0,738,1,2015
2,2,1,DFW,RDU,23.0,11.0,1061,1,2015
2,22,7,COS,DEN,-2.0,45.0,73,1,2015
2,21,6,MCI,ORD,-5.0,11.0,403,0,2015
2,11,3,MCO,HPN,-1.0,21.0,972,0,2015
2,8,7,DAL,ELP,-8.0,11.0,562,0,2015
2,25,3,DTW,LGA,-10.0,25.0,502,0,2015
2,10,2,TPA,ATL,-2.0,10.0,406,0,2015
2,17,2,GUC,DEN,-1.0,8.0,152,0,2015
2,9,1,HOU,MCO,42.0,8.0,849,1,2015
2,19,4,EWR,MSP,1.0,28.0,1008,0,2015
2,13,5,SEA,LAX,-6.0,14.0,954,1,2015
2,3,2,HOU,BOS,6.0,8.0,1609,0,2015
2,27,5,ATL,FNT,3.0,21.0,645,0,2015
2,11,3,LAX,BNA,-6.0,15.0,1797,0,2015
2,16,1,LAX,PHX,14.0,12.0,370,1,2015
2,9,1,ATL,DEN,-2.0,24.0,1199,0,2015
2,15,7,SFO,RNO,-9.0,16.0,192,0,2015
2,19,4,BOS,MSP,-6.0,51.0,1124,0,2015
2,4,3,PHX,ONT,-5.0,7.0,325,0,2015
2,8,7,PSP,SFO,13.0,14.0,421,1,2015
2,15,7,PDX,DEN,-3.0,9.0,991,0,2015
2,22,7,OKC,MDW,2.0,19.0,691,0,2015
2,6,5,AUS,HOU,-3.0,10.0,148,0,2015
2,8,7,PHL,BNA,-2.0,12.0,675,0,2015
2,19,4,MSP,DEN,42.0,16.0,680,1,2015
2,6,5,BTR,ATL,0.0,30.0,448,1,2015
2,12,4,DTW,MSY,-1.0,10.0,926,0,2015
2,25,3,ROC,JFK,-8.0,17.0,264,0,2015
2,4,3,MDW,RSW,17.0,35.0,1105,1,2015
2,6,5,SEA,ONT,28.0,14.0,956,1,2015
2,20,5,SFO,SAT,9.0,30.0,1482,0,2015
2,21,6,DTW,GRB,214.0,12.0,287,1,2015
2,6,5,ORD,CWA,-9.0,18.0,212,0,2015
2,28,6,LAS,SFO,-1.0,15.0,414,0,2015
2,1,7,ATL,MHT,0.0,16.0,952,0,2015
2,8,7,PDX,ATL,-3.0,10.0,2172,0,2015
2,6,5,MSP,ATL,-1.0,17.0,907,0,2015
2,17,2,SAV,BOS,13.0,12.0,901,0,2015
2,18,3,IAH,SAV,-3.0,18.0,851,0,2015
2,3,2,ATL,RDU,23.0,11.0,356,1,2015
2,25,3,ITO,HNL,69.0,7.0,216,1,2015
2,5,4,MCO,ORD,-4.0,13.0,1005,0,2015
2,7,6,LGA,ATL,-2.0,17.0,762,0,2015
2,27,5,CVG,ORD,11.0,22.0,265,0,2015
2,6,5,ORD,MLI,-2.0,8.0,139,0,2015
2,8,7,ORD,SEA,-6.0,14.0,1721,0,2015
2,26,4,OMA,ATL,39.0,28.0,821,1,2015
2,8,7,LAS,ABQ,16.0,10.0,486,1,2015
2,25,3,SFO,PSP,-8.0,14.0,421,0,2015
2,20,5,SMF,LAX,-9.0,23.0,373,0,2015
2,11,3,HRL,HOU,-4.0,7.0,277,0,2015
2,5,4,IAD,IAH,-2.0,21.0,1190,0,2015
2,24,2,MKE,ORD,38.0,12.0,67,1,2015
2,26,4,SAN,SFO,0.0,19.0,447,0,2015
2,5,4,ORD,DEN,5.0,10.0,888,0,2015
2,1,7,LGA,ATL,-1.0,10.0,762,0,2015
2,11,3,STL,MDW,-7.0,6.0,251,0,2015
2,17,2,ORD,MCO,32.0,21.0,1005,1,2015
2,13,5,BWI,BOS,1.0,12.0,369,1,2015
2,24,2,SJC,BUR,187.0,8.0,296,1,2015
2,6,5,JFK,MIA,6.0,15.0,1089,0,2015
2,24,2,LAS,PHL,-8.0,19.0,2176,0,2015
2,6,5,LAX,ORD,-3.0,20.0,1744,0,2015
2,6,5,ATL,SYR,1.0,18.0,794,0,2015
2,3,2,ATL,CMH,-2.0,15.0,447,0,2015
2,24,2,GEG,SEA,-14.0,10.0,224,0,2015
2,13,5,SFO,LAS,-3.0,14.0,414,0,2015
2,26,4,SRQ,ATL,17.0,11.0,444,1,2015
2,6,5,EWR,IAH,3.0,13.0,1400,0,2015
2,4,3,ONT,SMF,-6.0,16.0,390,0,2015
2,24,2,MIA,JFK,25.0,32.0,1089,1,2015
2,22,7,IAH,SLC,83.0,10.0,1195,1,2015
2,4,3,PIT,DEN,-5.0,12.0,1290,0,2015
2,14,6,LGA,MDW,45.0,14.0,725,1,2015
2,14,6,ATL,DEN,238.0,10.0,1199,1,2015
2,16,1,ATL,LGA,4.0,10.0,762,0,2015
